Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Refractory,,REFRACTORY,Refractories / Intermediates,215.00,,,85474,56800,28000,283.00,75.00,283.00,75.00,-2.78,-8.04,-12.69,203.43,131.73,202.96,130.89,45.90,3.42,5.08,7.55,8.58,,,,255860,,,468.70
Regency Ceramics,515018,REGENCERAM,Ceramics - Tiles / Sanitaryware,50.83,45.23,49.06,3836,5042,6093,60.01,22.15,60.01,0.90,1.99,10.33,-13.63,46.39,38.91,46.20,38.79,58.10,0.28,0.12,0.65,0.75,93.64,227.28,93.99,6585,35.70,25.61,134.39
Regency Fincorp,540175,,Finance & Investments,14.54,9.49,6.68,61878,72879,99147,16.45,9.25,16.45,3.02,-2.94,0.55,-5.40,14.03,12.50,14.01,12.48,51.44,0.08,0.08,0.17,0.19,42.55,32.86,15.74,65040,10.28,,63.66
Regency Trust,511585,,Miscellaneous,3.58,11.18,30.18,3123,2574,1931,4.12,1.54,111.50,1.19,-1.92,1.13,-10.50,3.62,3.04,3.62,3.03,43.06,-0.04,-0.04,-0.02,-0.01,92.47,34.85,4.67,4463,2.08,-9.53,3.58
Regent Enterp.,512624,,Trading,6.08,50.50,28.27,176706,204588,110687,7.01,2.61,28.00,0.88,0.16,15.81,29.91,4.87,4.25,4.82,4.23,72.58,0.38,0.36,0.31,0.29,88.82,42.30,22.66,101323,11.43,7.68,20.34
Regis Industries,543208,,Finance & Investments,152.35,37.25,60.37,19213,11301,13684,179.40,85.50,179.40,13.36,1.47,8.70,7.21,136.77,111.63,136.13,111.23,64.51,3.06,2.59,2.36,2.19,53.89,,,18746,,,262.16
Rel. Chemotex,503162,RELCHEMQ,Textiles - Spinning - Synthetic / Blended,235.79,7.45,-9.31,42617,13436,7050,350.50,174.05,360.00,12.39,-0.30,-0.71,-4.45,231.47,227.60,231.29,227.51,50.67,1.00,1.13,1.64,1.80,28.64,13.96,33.34,43998,15.24,20.26,177.87
Rel. Indl. Infra,523445,RIIL,Miscellaneous,1259.40,-1.82,-9.79,246749,219488,148525,1605.00,934.95,3202.25,91.10,-1.68,-1.25,-9.39,1299.65,1245.09,1301.29,1244.94,41.84,-11.68,-9.62,-7.18,-6.05,28.62,22.08,40.14,606288,15.97,8.70,1901.69
Relaxo Footwear,530517,RELAXO,Leather / Leather Products,843.65,1.82,-1.62,173656,253331,67497,974.00,758.25,1448.00,1.10,-0.52,-2.45,1.69,836.66,852.32,836.37,852.41,50.81,8.21,9.59,7.25,7.01,-9.65,-9.94,14.49,106254,20.52,23.91,21001.70
Reliable Data,544207,RELIABLE,Computers - Software - Medium / Small,113.05,102.06,79.44,51357,40334,65762,113.05,46.10,113.05,19.83,5.00,27.52,132.14,69.65,58.50,67.88,57.95,92.15,13.32,12.12,9.11,8.06,95.93,62.70,39.64,16027,,,116.67
Reliable Ventur.,532124,,Hotels,22.65,-16.11,31.53,11693,16376,13249,32.43,9.40,155.00,6.35,4.33,3.90,8.06,22.30,20.39,22.28,20.37,55.87,-0.03,-0.11,-0.18,-0.22,116.33,16.40,15.97,20769,1.16,2.32,24.94
Reliance Communi,532712,RCOM,Telecommunications - Service Provider,1.85,15.62,-5.13,8006700,11950283,11720233,2.49,1.20,844.70,0.50,4.52,14.20,-2.63,1.74,1.73,1.73,1.73,55.25,0.03,0.03,0.04,0.04,42.31,-15.35,6.50,7319671,-30.36,-34.60,511.62
Reliance Home,540709,RHFL,Finance - Housing,4.14,-0.24,-1.43,2446570,5294971,4679674,6.22,1.61,115.00,0.70,3.76,6.43,9.52,3.79,3.52,3.77,3.51,62.80,0.09,0.08,0.06,0.05,47.86,1.15,-15.57,5615510,,,200.81
Reliance Industr,500325,RELIANCE,Refineries,2998.65,5.62,5.01,5704083,4875710,5746586,3217.90,2220.30,3217.90,116.33,-1.05,-0.64,-5.62,3017.54,2817.62,3018.31,2815.80,44.06,-8.53,-5.38,6.73,10.55,19.49,15.27,23.94,6457476,22.20,20.90,2028830.74
Reliance Infra.,500390,RELINFRA,Engineering - Turnkey Services,215.72,29.52,0.36,4955391,9855714,9210484,308.00,143.70,2641.00,8.65,0.60,13.32,8.33,194.06,194.77,193.18,194.56,66.98,4.46,3.20,1.29,0.49,8.32,44.00,33.83,4065082,-12.06,-11.70,8545.34
Reliance Power,532939,RPOWER,Power Generation And Supply,34.54,33.62,32.59,47430737,107117578,117809679,34.57,15.53,374.94,1.00,4.98,16.02,18.98,28.77,25.46,28.54,25.36,77.61,1.24,0.96,0.59,0.43,81.31,41.47,55.90,88800294,-2.90,-9.10,13874.62
Relic Tech.,511712,,Finance & Investments,15.39,-5.35,-11.19,1735,1286,4111,20.65,14.25,46.00,4.55,-0.06,6.88,3.29,15.73,16.93,15.74,16.94,49.59,-0.12,-0.14,-0.19,-0.21,-16.77,11.88,5.26,1587,2.44,3.65,5.54
Relicab Cable,539760,,Cables - Power,128.95,27.67,24.23,71978,174844,142139,133.00,83.30,133.00,11.50,-0.15,3.95,15.39,111.67,95.92,110.96,95.59,72.01,5.67,5.51,4.78,4.56,63.23,92.31,35.43,11993,26.00,,130.17
Religare Enterp.,532915,RELIGARE,Finance & Investments,244.35,12.99,2.28,2003669,971300,593152,280.60,194.00,706.03,16.90,-1.83,-5.05,0.50,238.16,223.56,237.91,223.35,50.28,4.17,4.93,4.74,4.88,27.97,15.44,50.17,2115646,13.27,-2.88,8063.85
Remedium Life,539561,,Trading,13.92,-44.12,-38.52,5255217,6075107,2771278,42.63,13.51,44.91,0.10,-0.93,-3.33,-33.52,17.86,22.45,18.02,22.53,36.25,-1.16,-1.14,-0.93,-0.87,-66.25,125.74,136.04,743465,,,561.25
Remi Edelstahl,513043,,Steel - Medium / Small,91.08,-3.11,28.46,3867,3049,4066,114.90,38.60,120.88,8.10,-1.20,-2.90,-4.34,92.42,79.39,92.47,79.27,46.66,-0.46,-0.34,-0.08,0.01,85.57,47.30,25.29,7962,13.03,12.03,100.03
Remsons Ind,530919,REMSONSIND,Auto Ancillaries,180.65,-7.68,11.05,38543,26924,28715,220.99,68.00,220.99,1.83,-1.42,-4.32,-12.96,191.58,163.55,192.03,163.38,34.91,-3.19,-2.65,-1.50,-1.08,156.75,58.10,61.19,14943,41.69,43.23,630.09
Remus Pharma.,,REMUS,Pharmaceuticals - Indian - Bulk Drugs & Formln,2192.55,11.74,25.25,8447,15920,9000,2348.00,1012.50,2348.00,427.81,-0.19,12.66,-1.31,1964.85,1656.08,1955.56,1650.69,64.75,30.38,17.22,7.06,1.23,89.78,,,3923,,,1291.85
Renaiss. Global,532923,RGL,Diamond Cutting / Jewellery,96.60,-10.60,-14.21,242488,180346,210710,146.35,93.00,218.18,3.60,-1.00,-2.72,-7.79,102.43,106.39,102.67,106.49,35.32,-1.50,-1.38,-1.36,-1.33,-4.07,-10.24,18.88,311425,14.12,22.53,928.63
Repco Home Fin,535322,REPCOHOME,Finance - Housing,504.65,-1.76,11.56,302774,310275,877755,580.60,334.90,924.00,90.35,-6.99,-6.84,-11.24,527.72,458.68,528.66,458.22,38.37,-0.79,2.44,2.98,3.92,51.09,15.11,10.84,307767,-5.81,1.43,3157.16
Repro India,532687,REPRO,Printing & Stationery,655.90,-22.93,-19.70,35630,48856,81339,993.95,602.05,993.95,42.30,-4.44,-5.97,3.84,679.15,729.63,680.09,730.37,48.46,3.35,4.38,-3.51,-5.23,-11.07,22.94,5.72,24278,3.31,11.52,937.76
Resgen,543805,,Refineries,120.75,42.90,87.97,229421,390300,445500,121.40,56.11,121.40,35.00,4.41,29.37,47.67,87.92,78.28,86.58,77.85,81.96,8.14,6.79,4.72,3.87,75.10,,,117555,,,253.27
Resonance Speci.,524218,,Chemicals,107.90,-11.67,0.94,10924,17804,58938,133.45,81.50,254.95,4.57,4.35,5.78,6.41,102.90,102.89,102.70,102.84,64.47,0.32,-0.21,-0.38,-0.56,10.72,-13.82,27.16,16858,17.38,22.62,124.52
Response Info.,538273,,Computers - Software - Medium / Small,70.18,-11.72,-11.69,7235,5629,10411,94.43,28.88,94.43,3.70,-7.05,-7.67,-1.27,73.28,66.63,73.41,66.59,44.83,0.18,0.49,-0.08,-0.15,74.36,94.76,46.95,7697,43.25,15.58,52.47
Responsive Ind,505509,RESPONIND,Plastics Products,283.30,-4.13,-8.89,780133,593692,278817,364.95,208.60,364.95,0.11,2.22,-2.50,-7.82,297.00,287.74,297.56,287.79,42.35,-5.80,-5.92,-5.94,-5.97,35.84,30.02,25.49,406204,21.63,14.34,7553.02
Restaurant Brand,543248,RBA,Hotels,111.60,7.46,-1.59,5999339,8232709,6003310,137.85,91.50,219.15,83.71,0.71,2.82,-1.70,107.99,108.84,107.84,108.82,55.39,0.59,0.45,0.67,0.70,-5.74,-15.24,,3302880,,,5558.12
Restile Ceramics,515085,,Ceramics - Tiles / Sanitaryware,5.97,35.37,27.84,23730,41795,32709,6.22,2.79,33.15,1.60,-1.65,14.15,16.60,5.10,4.53,5.07,4.52,67.66,0.22,0.19,0.13,0.11,44.55,20.52,16.68,17371,1.39,2.87,58.67
Retina Paints,543902,,Paints / Varnishes,71.12,-9.70,28.61,14000,31600,2000,87.50,47.00,87.50,28.00,0.03,-6.42,-10.24,76.71,67.73,76.94,67.69,27.77,-1.76,-1.56,-1.12,-0.96,49.29,,,29959,,,99.14
Retro Green,519191,,Tea,9.64,-13.77,-16.32,87482,65322,20346,16.10,6.76,33.85,6.76,1.90,-2.03,8.56,9.42,9.98,9.41,9.98,53.38,0.17,0.19,0.20,0.21,15.17,-30.08,-4.60,70404,,,8.71
Rex Pipes&Cables,,REXPIPES,Plastics Products,80.25,7.00,2.88,20824,8000,10000,89.05,54.00,90.40,25.50,4.97,0.56,7.07,76.36,69.53,76.20,69.42,52.32,1.74,1.92,2.66,2.89,-3.31,,,10824,,,75.84
Rex Sealing,543744,,Packaging,174.85,79.33,37.68,1615,2000,1000,199.05,84.60,199.05,84.60,-2.15,0.20,2.79,156.83,132.66,156.10,132.24,55.84,5.00,5.40,6.83,7.29,61.38,,,4904,,,38.82
Rexnord Electr.,531888,,Engineering,133.40,-6.97,-0.82,10035,12196,8471,164.95,93.10,175.00,2.70,-2.24,-5.49,-8.82,138.44,131.99,138.65,131.98,39.89,-1.03,-0.66,-0.74,-0.67,3.73,30.01,41.52,14791,14.82,26.38,148.87
Rhetan TMT Ltd,543590,,Steel - Medium / Small,12.87,6.89,28.70,997717,457734,223752,15.96,7.30,15.96,1.35,-0.85,-2.05,-11.61,13.20,11.31,13.21,11.29,41.90,-0.29,-0.30,-0.29,-0.29,37.50,,,898323,,,1025.58
RHI Magnesita,534076,RHIM,Refractories / Intermediates,599.10,-2.97,-16.17,321175,226816,252726,829.95,503.45,893.15,22.75,-0.32,-1.71,-4.48,623.09,652.11,624.07,652.65,43.38,-9.56,-10.08,-12.55,-13.29,-12.49,17.24,28.29,288679,22.06,21.42,12371.50
Riba Textiles,531952,,Textiles - Products,80.11,-1.33,6.83,25313,27138,43641,94.90,46.80,163.95,6.28,1.53,-1.01,-3.10,79.23,73.65,79.20,73.58,50.73,0.23,0.24,0.20,0.19,54.38,23.24,8.99,28780,-1.77,11.80,77.31
Rich Universe,530271,,Trading,18.61,1.47,-6.39,1601,0,0,21.42,9.00,173.50,1.02,-2.05,0.00,-6.20,18.45,14.49,18.44,14.45,49.11,-0.07,-0.07,-0.17,-0.20,47.70,46.33,,9146,21.54,-6.51,13.49
Richa Industries,532766,,Construction,1.71,37.90,-16.99,8858,7142,8228,2.27,1.14,161.80,0.31,-1.72,-4.47,6.21,1.61,1.60,1.61,1.60,51.96,0.06,0.07,0.09,0.10,30.53,-12.24,9.42,10940,-32.14,-25.05,4.01
Richa Info,,RICHA,Computers - Hardware,93.30,-1.27,9.25,9778,17200,10000,115.00,50.00,127.00,50.00,-0.32,1.41,45.78,77.23,82.79,76.58,82.68,71.41,7.54,7.55,5.18,4.59,11.14,,,7226,,,22.67
Richfield Fin,539435,,Finance & Investments,54.10,-6.13,169.56,693,810,709,77.88,10.56,77.88,7.01,2.00,17.76,-1.40,55.64,41.08,55.70,40.95,50.78,-2.58,-3.11,-3.61,-3.87,437.77,86.72,36.78,6635,,,20.29
Rico Auto Inds,520008,RICOAUTO,Auto Ancillaries,128.55,-2.87,20.76,1674719,1777519,1160184,157.00,78.70,157.00,4.16,-2.54,-4.37,-3.44,131.32,117.23,131.43,117.11,46.12,-0.27,-0.04,-0.62,-0.71,34.54,33.69,25.86,2453814,7.65,18.70,1739.28
Riddhi Corporate,540590,,Computers - Software - Medium / Small,79.92,-22.29,-33.57,15032,27094,33544,201.00,73.00,587.00,30.06,-3.07,2.02,-3.95,85.38,119.02,85.60,119.41,44.75,-1.23,-1.29,-1.89,-2.06,-57.53,-21.29,5.90,13535,9.02,,94.84
Riddhi Siddhi Gl,524480,,Trading,642.95,13.51,6.41,2259,1193,1554,735.00,345.60,953.00,21.10,-0.91,-3.66,4.27,622.03,549.43,621.17,548.49,49.87,13.03,15.55,18.08,19.35,81.11,19.14,22.90,1900,4.77,4.68,458.41
Riddhi Steel,540082,,Steel - Medium / Small,88.00,76.96,92.35,12857,16800,33000,90.30,30.00,90.30,6.60,3.90,38.58,57.14,55.45,43.02,54.12,42.57,85.48,9.14,7.96,5.20,4.21,175.00,48.45,33.18,7286,12.08,,72.95
RIR Power Electr,517035,,Electronics - Components,2199.65,16.85,153.75,8597,16140,21124,2310.00,566.75,2310.00,4.20,5.00,14.78,13.15,1833.85,1341.12,1818.92,1332.49,72.76,52.92,32.78,20.81,12.78,263.85,241.56,124.94,11253,71.53,65.67,1530.96
Risa Internatio.,530251,,Trading,0.81,20.90,-2.41,279204,457445,888325,1.23,0.48,398.00,0.30,3.85,12.50,14.08,0.69,0.69,0.69,0.69,73.54,0.03,0.02,0.02,0.01,55.77,33.56,0.50,331588,-2.54,-43.25,12.92
Rish.Digh.Steel,531539,,Steel - Medium / Small,45.78,74.07,33.04,1974,3061,3856,53.34,15.26,132.85,0.00,5.00,27.56,31.48,34.31,29.73,33.84,29.57,88.13,2.63,2.15,1.67,1.43,172.99,15.45,9.75,2689,9.18,10.95,25.13
Rishabh Instrum.,543977,RISHABH,Electric Equipment,422.15,-8.16,-29.95,74081,65777,60075,635.40,380.00,635.40,380.00,-0.06,-1.09,-5.80,440.52,467.45,441.27,467.90,40.34,-4.20,-3.71,-2.88,-2.55,,,,260190,,,1613.41
Rishabh Sp. Yarn,514177,,Textiles - Processing,82.95,9.68,9.14,800,500,500,86.79,66.37,86.79,10.00,5.00,5.00,0.35,71.37,44.57,70.89,44.18,60.75,2.55,2.44,2.81,2.87,24.98,,,1100,,,29.54
Rishi Laser,526861,,Engineering,167.70,78.16,83.96,26383,16236,12568,177.70,45.47,206.00,4.60,2.04,3.49,3.07,143.24,102.80,142.24,102.15,61.05,7.52,7.80,8.67,8.96,276.18,111.40,54.91,27055,29.81,26.93,154.12
Rishi Techtex,523021,,Packaging,60.31,9.85,48.91,39208,13591,9386,69.99,23.75,99.00,4.25,-0.20,-1.15,6.25,58.01,48.17,57.92,48.05,51.33,1.16,1.33,1.48,1.56,120.59,22.26,16.09,19084,-1.44,26.49,44.58
Rishiroop,526492,,Trading,185.15,5.98,27.78,9156,7635,17326,225.35,108.15,225.35,3.05,1.17,0.73,6.29,176.59,160.86,176.24,160.62,65.14,3.16,3.06,2.62,2.49,69.47,24.50,38.72,13912,18.58,19.96,169.66
Rita Finance and,543256,,Finance & Investments,18.27,-10.92,-19.16,78183,105429,221176,28.40,15.76,32.20,10.00,3.87,6.16,10.13,18.39,20.71,18.39,20.73,54.90,-0.15,-0.22,-0.29,-0.33,-27.38,,,19576,,,18.27
Ritco Logistics,542383,RITCO,Miscellaneous,366.80,41.24,37.51,286803,586548,405103,374.90,189.15,374.90,7.12,1.23,16.74,16.83,300.66,261.87,297.96,260.82,76.85,17.14,15.36,12.31,11.10,41.51,128.86,41.18,132980,,,897.80
Rite Zone,,RITEZONE,Chemicals,41.20,-17.52,-26.43,3733,3840,1600,76.90,38.10,103.00,38.10,-0.60,3.00,-2.25,43.32,54.35,43.40,54.49,47.61,-0.72,-0.80,-0.94,-0.99,-35.68,,,18745,,,17.43
Rites,541556,RITES,Engineering - Turnkey Services,722.60,7.11,-5.18,4965297,8378437,1763024,826.15,432.30,826.15,152.00,0.12,8.31,-5.26,710.38,635.75,709.88,634.88,50.93,2.69,2.76,3.79,4.07,58.29,39.66,24.94,2875206,,,17364.21
Ritesh Intl.,519097,,Chemicals,26.47,-3.96,-11.20,7240,7490,11494,39.60,23.18,122.95,1.98,-0.64,-1.30,-3.08,27.16,30.28,27.19,30.31,40.85,-0.11,-0.07,-0.02,0.01,-30.51,-7.50,44.51,9536,26.92,17.74,22.63
Rithwik Facility,540843,,Miscellaneous,112.00,-16.85,-6.71,1000,0,0,138.90,69.50,138.90,30.00,-2.61,0.00,-5.04,87.51,59.40,86.51,58.87,58.94,13.41,14.99,15.73,16.31,75.00,26.75,22.80,2714,,,34.27
RKD Agri,511169,,Trading,6.47,-23.25,-15.42,12209,17434,17434,8.85,4.35,11.50,3.33,-4.99,-4.99,-18.31,7.78,8.99,7.83,9.02,34.34,-0.01,0.10,0.19,0.24,49.77,19.94,-10.07,10714,,,29.52
RKEC Projects,,RKEC,Construction,116.83,27.61,29.09,141091,28956,52937,148.50,59.10,182.90,26.20,-2.00,-9.63,-11.69,115.92,94.65,115.88,94.43,42.86,2.31,3.39,5.51,6.31,91.68,9.25,21.29,267494,,,280.28
RLF,512618,,Textiles - Products,10.15,13.66,-4.61,2608,1485,1206,15.30,5.57,15.30,1.21,4.96,5.73,-17.75,9.86,9.07,9.85,9.06,51.87,-0.20,-0.25,-0.11,-0.09,68.60,28.00,27.78,4710,16.38,,10.14
RMC Switchgears,540358,,Electric Equipment,736.25,43.70,35.12,36454,58650,114000,758.80,379.05,758.80,7.50,4.94,18.20,12.81,608.14,521.21,602.91,519.05,68.08,23.71,18.64,18.20,16.82,79.47,244.55,109.14,29489,57.47,,758.95
RNFI,,RNFI,Miscellaneous,154.45,,,348240,348240,27600,199.95,154.45,199.95,154.45,-4.98,,,186.16,188.66,187.45,189.01,,-5.65,-3.73,-2.07,-1.17,,,,348240,,,385.39
Robust Hotels,543901,RHL,Hotels,223.89,37.57,27.79,89754,253022,50772,241.20,94.60,241.20,79.00,1.83,12.80,24.67,185.55,163.13,183.98,162.52,66.86,10.68,9.36,4.34,2.75,89.90,,,37966,,,387.14
Rockingdeals Cir,,ROCKINGDCE,Trading,558.25,13.85,-13.58,32368,37550,95250,675.00,256.00,675.00,256.00,-7.78,-12.91,-13.55,587.66,487.20,588.86,486.49,35.99,2.34,8.16,11.51,13.80,,,,43466,,,315.91
Rodium Realty,531822,,Construction,92.01,51.93,63.92,1121,1657,142,110.94,41.29,260.00,2.77,-3.15,-4.45,10.39,80.07,67.47,79.58,67.22,61.65,4.40,4.58,4.31,4.29,61.42,12.89,-4.06,1299,-4.28,-4.20,29.88
Rolcon Engg. Co.,505807,,Engineering,610.00,0.13,2.52,195,75,100,877.05,384.25,877.05,109.40,0.00,-0.81,6.64,585.55,532.19,584.55,531.41,56.34,7.62,5.65,-2.35,-4.84,13.86,,,289,,,46.36
Rolex Rings,543325,ROLEXRINGS,Castings & Forgings,2495.60,31.47,21.57,34809,17728,13166,2767.10,1720.00,2767.10,994.80,-0.26,3.78,-0.85,2388.56,2234.84,2384.19,2232.22,56.98,15.88,12.76,4.14,1.21,16.29,,,33918,,,6796.35
Rollatainers,502448,ROLLT,Packaging,2.91,0.34,81.88,636078,525127,536261,5.12,0.85,87.70,0.31,-4.59,-20.05,-39.63,3.70,2.63,3.74,2.62,27.18,-0.30,-0.27,-0.21,-0.19,206.32,0.70,-2.48,572616,-7.70,-21.24,72.79
Rolta India,500366,ROLTA,Computers - Software - Medium / Small,4.12,-37.10,37.33,298794,518483,519260,7.45,1.80,395.63,1.45,-1.67,-9.05,-22.26,4.47,3.65,4.48,3.65,38.75,-0.10,-0.05,0.00,0.03,116.84,-16.00,-1.75,477804,-31.19,-28.10,68.35
Roni Households,542145,,Trading,51.51,16.80,43.08,11600,4950,3600,74.05,27.60,122.91,18.95,-3.18,-16.97,-3.54,49.06,53.42,48.96,53.44,48.97,3.62,4.39,4.41,4.60,42.21,-8.45,12.68,12212,,,29.60
Roopa Industries,530991,,Pharmaceuticals - Indian - Bulk Drugs,68.90,19.31,13.42,5240,12781,10355,73.20,37.40,92.75,2.31,0.04,15.24,19.70,59.43,56.07,59.04,55.94,73.83,2.09,1.62,0.86,0.55,64.05,68.12,51.97,4839,28.98,24.34,54.19
Rose Merc.,512115,,Trading,115.00,18.43,-35.72,1010,1556,540,197.75,52.66,197.75,3.55,0.92,-7.89,-17.56,132.60,114.63,133.31,114.63,34.30,-6.72,-6.49,-5.33,-4.98,118.38,,,4991,,,50.19
Roselabs Finance,531324,,Construction,28.70,-13.03,-18.00,695,903,818,41.51,18.40,64.95,1.25,0.53,-11.64,-10.87,31.64,28.69,31.76,28.69,38.84,-0.73,-0.57,-0.30,-0.19,38.78,5.20,18.64,1527,1.39,-3.92,28.70
Rossari Biotech,543213,ROSSARI,Chemicals,908.55,24.50,16.70,271229,691713,1939298,923.05,656.95,1620.60,536.10,4.23,8.70,10.83,796.36,769.66,791.78,768.27,74.49,20.71,15.63,15.58,14.30,8.15,-13.76,,131497,,,5019.51
Rossell India,533168,ROSSELLIND,Diversified - Medium / Small,608.35,34.25,33.03,188695,77028,130097,665.00,341.60,665.00,10.00,3.14,-0.14,5.47,546.34,469.06,543.81,467.66,59.31,19.05,19.57,22.14,22.91,37.14,48.19,75.25,123314,29.49,26.83,2293.27
Roto Pumps,517500,ROTO,Pumps,672.65,62.93,54.22,311463,227818,344540,748.65,298.20,748.65,2.40,2.53,-2.10,-2.40,584.09,458.43,580.47,456.28,58.27,29.65,31.44,36.43,38.13,98.57,85.64,61.30,271309,41.87,32.50,2112.63
Rotographics (I),539922,,Trading,45.01,10.24,15.74,1275,0,0,45.01,33.60,45.01,8.75,0.00,0.00,4.99,31.11,19.88,30.54,19.63,98.59,4.39,4.31,3.94,3.83,33.96,47.94,29.21,535,24.98,,16.21
Route Mobile,543228,ROUTE,Computers - Software - Medium / Small,1605.70,4.61,0.18,389694,207245,78941,1942.45,1386.05,2389.00,625.00,-1.39,-2.23,-9.04,1660.42,1584.30,1662.65,1584.09,40.50,-14.01,-7.82,12.07,18.59,8.40,-6.60,,230304,,,10081.95
ROX Hi-Tech,,ROXHITECH,Trading,126.20,0.16,-18.79,72589,43200,38400,208.00,100.15,208.00,100.15,-2.51,-4.14,-10.02,131.23,136.00,131.44,136.10,42.70,-0.95,-0.59,-0.19,0.00,,,,193925,,,288.19
Royal,544143,,Trading,152.95,15.00,,5444,3000,2000,163.00,103.53,163.00,103.53,-5.00,1.29,-0.81,141.59,130.28,141.13,130.05,54.62,4.48,4.76,4.68,4.73,,,,30878,,,74.95
Royal Cush. Vin.,526193,,Plastics Products,29.92,-10.15,-7.34,28125,53360,60513,57.28,12.53,66.50,2.60,-4.99,-19.81,-28.47,37.99,32.44,38.32,32.47,25.24,-2.37,-2.07,-1.71,-1.55,121.79,49.03,33.07,15652,19.38,22.76,109.47
Royal India Corp,512047,,Trading,56.05,220.10,861.41,115268,77530,280920,56.06,2.66,137.00,0.38,1.96,10.31,39.64,38.51,20.15,37.79,19.79,98.28,5.31,5.19,4.88,4.77,1588.25,158.36,98.91,37815,65.05,23.68,431.42
Royal Orch.Hotel,532699,ROHLTD,Hotels,354.25,-7.71,-12.35,115758,102044,61070,449.00,279.65,449.00,17.00,-0.70,0.16,-1.79,358.97,352.31,359.16,352.29,49.03,-1.15,-1.23,-2.23,-2.50,1.65,65.53,39.88,148982,17.40,22.19,971.54
Royale Manor,526640,,Hotels,47.19,-3.85,4.87,38980,20297,3239,65.00,28.00,91.55,4.80,-2.58,-8.93,5.31,45.94,40.49,45.89,40.43,49.07,1.48,1.81,2.16,2.34,31.27,25.98,34.55,10006,23.70,18.42,93.59
RPG LifeScience.,532983,RPGLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,1961.05,35.34,17.87,100580,52804,35082,2066.00,1100.00,2066.00,15.25,-0.83,2.11,20.49,1698.07,1490.17,1687.33,1485.44,64.44,103.42,105.28,94.08,91.74,78.91,57.57,60.38,34921,28.82,35.60,3243.38
RPP Infra Proj.,533284,RPPINFRA,Construction,209.83,74.79,32.59,1282135,845974,1181958,228.20,58.00,273.71,20.56,-1.40,6.14,44.06,156.63,121.76,154.46,120.88,72.05,17.89,17.46,14.72,13.93,241.19,46.81,28.39,235254,1.32,13.82,796.11
RPSG Ventures,542333,RPSGVENT,Computers - Software - Medium / Small,846.95,22.56,10.65,151004,373078,388467,880.00,510.35,1147.15,109.00,-0.08,16.92,12.95,727.61,678.31,722.74,676.61,73.02,26.94,21.86,14.79,11.75,57.90,7.54,15.78,131541,,,2802.25
RR Metalmakers,531667,,Trading,62.60,26.34,30.36,34511,10391,10391,69.35,32.00,103.50,6.18,-4.99,-4.99,21.62,51.14,45.73,50.67,45.56,65.19,5.26,5.35,3.63,3.22,68.92,11.10,22.82,7402,,19.79,56.40
RRIL,531307,,Construction,21.88,0.14,-30.91,67184,56195,55732,36.80,17.75,199.90,0.43,-0.91,-1.75,-3.10,22.65,23.73,22.68,23.75,43.68,-0.21,-0.19,-0.15,-0.13,14.86,21.80,89.30,100105,23.51,-3.28,265.22
RRPSemiconductor,504346,,Finance & Investments,22.12,10.21,,19,0,0,22.12,0.00,22.12,0.00,4.98,0.00,4.98,16.09,15.29,15.84,15.23,,1.46,1.19,0.75,0.57,,,,10,,,30.14
RSC Internl.,530179,,Trading,13.70,61.18,48.11,2244,162,162,14.22,3.15,14.22,1.68,0.00,0.00,-3.66,10.48,8.30,10.35,8.24,79.15,1.43,1.49,1.37,1.36,313.90,50.74,24.66,1351,15.65,,7.88
RSD Finance,539875,,Finance & Investments,146.85,45.54,56.56,7701,6460,3485,230.00,74.25,230.00,13.70,3.52,11.84,16.78,133.39,107.14,132.84,106.74,51.84,1.63,1.62,6.63,7.88,82.45,61.06,43.66,1689,,,190.12
RSWM Ltd,500350,RSWM,Textiles - Cotton/Blended,250.65,34.29,5.43,368720,418206,233318,270.20,159.05,367.70,12.29,0.10,-0.25,11.37,216.77,201.53,215.38,201.03,65.88,13.34,13.63,11.39,10.90,27.01,-0.64,26.27,177816,0.15,6.83,1180.60
RTCL,531552,,Construction,17.92,-4.27,-33.85,9506,6092,6474,29.50,15.50,29.50,1.66,0.17,-0.99,-2.34,18.06,18.41,18.07,18.42,49.73,-0.05,-0.06,-0.06,-0.06,0.39,30.41,31.77,13497,24.43,18.99,21.50
RTS Power Corpn.,531215,,Electric Equipment,204.55,-26.59,17.25,12693,9839,10282,294.00,123.20,307.75,10.96,-2.01,-5.34,-3.06,215.37,191.61,215.81,191.48,39.88,-2.37,-1.87,-2.09,-2.02,43.34,50.50,41.66,30125,29.38,20.50,187.54
Rubfila Intl.,500367,,Miscellaneous,91.82,23.18,-2.23,232165,604154,273490,101.30,66.00,129.00,1.36,-2.99,9.65,4.93,83.18,79.53,82.83,79.41,58.82,3.01,2.98,2.07,1.84,22.13,-6.01,23.35,110600,0.06,11.58,498.28
