Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back
Abhishek Infra.,539544,,Construction,6.74,,3.40,0.00,-0.07,-123.33,0.00,-100.00,-4.86,1.21,5.05,0.00,-0.97,0.00,1.08,7.77,0.13,0.00,0.12,0.00,0.00,0.14,7.32,2.49,0.00,0.00,0.00,7.77,4.83,0.00,0.00,4.22,10.00,0.08,2.16,0.26,0.50,1.08,4.97,0.00,0.13,0.00,2.96,,,,0.00,,,,0.00,,
Abhishek Integr.,,AILIMITED,Construction,92.90,72.65,55.94,0.00,0.50,,14.59,,14.25,5.62,3.01,0.00,3.21,3.55,0.54,16.27,1.84,0.00,0.16,2.15,0.00,0.00,12.98,5.48,0.00,0.00,2.13,16.27,11.75,0.00,7.73,2.98,10.00,0.60,0.00,0.26,0.60,4.09,9.04,1.68,1.84,0.00,2.03,0.01,,,0.12,0.00,,,0.19,0.00,
Abirami Fin.,511756,,Finance & Investments,58.06,21.62,31.35,4.31,0.25,525.00,0.00,,5.12,0.00,5.40,0.00,15.21,0.00,0.00,21.06,0.04,0.00,0.03,0.01,0.00,0.89,20.15,0.45,-0.02,0.00,0.00,21.06,19.70,0.00,0.00,0.00,10.00,18.87,0.00,0.00,0.60,0.00,21.56,0.02,0.04,0.00,5.19,4.74,0.71,2.11,0.00,0.00,0.00,0.00,2.16,2.36,2.59
ABM Knowledge,531161,,Computers - Software - Medium / Small,159.80,21.48,319.64,0.78,5.84,85.99,23.10,46.20,8.87,0.00,10.24,0.00,211.92,0.00,0.00,253.25,52.61,0.00,10.79,41.82,0.00,111.18,90.40,19.63,0.00,81.33,51.84,253.25,70.77,0.00,0.00,41.07,5.00,16.16,0.00,1.51,2.00,0.00,61.05,42.98,52.59,0.00,70.04,67.71,74.28,37.52,0.00,0.00,0.00,0.00,43.92,45.71,47.69
ABS Marine,,ABSMARINE,Shipping,317.05,32.09,778.36,0.00,,,,,20.01,45.68,18.00,0.00,99.17,31.78,13.90,184.81,245.46,0.00,163.66,81.80,0.00,10.55,52.42,30.38,0.00,0.00,1.15,184.81,40.90,0.00,0.00,32.06,10.00,7.06,0.00,5.00,,48.66,24.22,85.87,234.00,0.00,27.27,,,,85.62,,,,119.18,,
ACC,500410,ACC,Cement - North India,2435.30,22.67,45731.83,0.31,361.40,-22.47,5154.89,-0.89,17.27,354.85,187.99,0.00,16141.68,0.00,354.85,23385.64,15359.97,0.00,5161.65,10025.27,985.81,810.55,8967.42,6096.84,0.00,0.00,3466.75,23385.64,3001.67,354.85,1868.55,827.50,10.00,1862.87,258.63,1924.89,18.78,153.04,2641.50,7511.89,12070.38,1684.00,3662.87,1978.28,53.54,-1288.29,102.48,0.00,0.00,35.03,6694.44,7088.17,7567.77
Accedere,531533,,Computers - Software - Medium / Small,87.03,,43.78,0.00,-0.02,28.00,0.79,51.92,-1.57,0.27,4.76,0.00,-0.71,0.00,0.25,4.67,1.19,0.00,0.65,0.47,0.00,0.04,3.73,0.53,0.00,0.00,0.00,4.67,3.47,0.00,0.55,0.37,10.00,2.36,0.00,0.07,0.50,0.25,3.13,0.54,1.19,0.00,3.21,3.19,,,0.05,0.05,,,0.30,0.30,
Accel,517494,,Computers - Software - Medium / Small,23.15,36.72,133.28,1.30,0.86,269.12,49.87,1.16,8.99,73.87,11.51,0.00,53.79,58.74,11.51,188.26,157.36,23.63,66.81,92.21,0.06,5.38,66.09,64.67,0.00,0.00,7.78,188.26,21.61,7.23,7.54,34.77,2.00,9.73,0.00,25.36,5.76,70.25,17.74,90.55,157.36,0.31,7.65,20.20,-3.44,,71.75,5.66,5.86,,88.82,44.40,16.57
AccelerateBS Ind,543938,,Computers - Software - Medium / Small,335.00,599.83,71.98,0.00,0.59,,4.07,,70.92,0.54,1.96,0.00,1.76,0.00,0.33,4.85,0.57,0.00,0.06,0.40,0.00,0.00,4.38,0.14,0.60,0.00,0.00,4.85,4.24,0.00,0.00,1.93,10.00,2.23,0.00,0.02,0.20,0.33,1.36,0.51,0.57,0.00,,,,,,,,,,,
Accelya Solution,532268,ACCELYA,Computers - Software - Medium / Small,1807.30,23.10,2698.30,3.60,31.19,-2.87,128.11,4.58,57.11,33.45,14.93,0.00,267.93,0.00,14.64,411.44,259.18,0.00,172.32,68.96,0.21,63.17,310.79,89.26,0.00,0.00,7.04,411.44,230.27,33.45,0.00,76.61,10.00,106.03,0.00,39.08,1.49,14.64,117.32,86.86,259.18,4.00,103.38,93.09,68.16,-14.95,38.85,0.00,0.00,0.00,124.82,70.72,62.36
Accent Microcell,,ACCENTMIC,Pharmaceuticals - Indian - Bulk Drugs & Formln,284.60,19.32,598.88,0.00,16.07,,138.63,,57.75,12.79,12.94,0.00,142.79,19.79,2.99,204.84,62.86,0.00,32.55,29.04,1.86,0.00,163.44,37.86,0.00,0.00,0.00,204.84,136.87,0.00,32.98,53.80,10.00,72.49,9.17,19.23,1.29,22.78,36.99,30.31,62.86,0.00,24.68,,,,29.93,,,,28.80,,
Accord Synergy,,ACCORD,Telecommunications - Service Provider,25.00,22.26,8.68,0.00,0.19,,16.32,,2.57,0.00,3.47,0.00,11.34,0.00,0.00,17.54,4.86,0.00,3.56,0.94,0.00,3.62,16.02,2.45,0.00,0.00,0.00,17.54,13.57,0.00,1.40,7.84,10.00,0.03,0.00,0.95,0.35,0.00,9.76,1.30,4.86,0.00,16.47,23.47,12.26,,2.95,9.57,8.42,,2.29,3.33,2.66
Accuracy Shippi.,,ACCURACY,Miscellaneous,12.24,368.58,184.29,0.20,9.18,60.77,171.35,-3.49,5.29,109.29,15.06,0.00,101.08,104.93,4.04,278.31,156.39,0.00,82.67,70.01,0.00,0.00,205.46,127.79,0.00,0.00,0.00,278.31,159.80,0.00,17.63,115.45,1.00,11.93,11.52,38.20,15.06,108.97,157.28,73.73,156.39,0.00,116.43,62.30,,,90.19,67.21,,,55.40,59.67,
ACE EduTremd Ltd,530093,,Miscellaneous,3.22,,2.95,0.00,-0.02,-100.00,0.00,,-1.13,0.00,9.16,0.00,-0.40,0.00,0.00,12.59,25.39,0.00,23.14,0.97,0.00,0.00,5.55,3.83,0.00,0.00,0.00,12.59,1.72,0.00,0.00,5.48,10.00,0.02,0.00,2.20,0.92,0.00,1.47,1.02,25.39,0.00,1.47,0.85,-1.52,-3.67,0.00,0.00,0.00,0.00,1.39,2.37,4.63
Ace Integrated,,ACEINTEG,Computers - Software - Medium / Small,36.81,91.59,37.55,0.00,0.74,208.33,3.32,50.23,2.06,0.20,10.20,0.00,8.83,0.25,0.00,20.44,2.33,0.00,0.33,1.94,0.00,0.89,13.61,1.11,0.00,0.00,0.00,20.44,12.56,0.00,0.72,4.60,10.00,3.22,0.00,0.76,1.02,0.25,13.03,2.00,2.33,0.00,7.38,4.61,8.12,-1.87,0.42,1.10,8.07,0.22,2.17,2.54,2.21
Ace Men,539661,,Trading,56.00,144.58,17.35,0.00,0.01,150.00,0.00,,3.66,0.00,3.10,0.00,0.77,0.00,0.00,4.57,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.71,0.00,0.00,0.00,4.57,-0.68,0.00,0.00,0.00,10.00,0.03,0.00,0.00,0.31,0.00,-2.81,0.00,0.00,0.00,-0.27,0.05,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ace Soft. Exp.,531525,,Computers - Software - Medium / Small,339.00,36.59,216.96,0.00,1.11,366.67,5.31,179.47,21.01,1.90,6.40,0.00,23.68,0.00,0.00,39.52,11.93,0.00,6.69,10.30,0.00,12.58,14.78,4.76,0.00,5.36,0.00,39.52,11.92,0.00,1.25,1.28,10.00,5.07,0.00,0.62,0.47,0.00,6.21,4.52,11.93,0.00,5.68,5.33,3.64,6.29,1.91,0.35,0.00,0.05,9.00,8.92,4.53
Achyut Healthcar,543499,,Trading,55.20,162.95,92.88,0.00,0.31,,4.65,,5.09,0.00,9.35,0.00,13.93,0.00,0.00,30.95,0.06,0.00,0.01,0.06,9.16,0.00,21.47,0.20,0.00,0.00,0.00,30.95,21.27,0.00,0.06,0.41,10.00,0.37,0.31,0.14,1.40,0.00,9.53,0.05,0.06,3.49,0.18,0.18,,,0.00,0.00,,,0.00,0.00,
ACI Infocom,517356,,Computers - Software - Medium / Small,2.34,287.22,25.85,0.00,0.14,600.00,0.27,92.86,1.07,0.00,11.05,0.00,5.85,0.00,0.00,16.98,0.02,0.00,0.00,0.02,0.00,9.42,7.03,0.08,0.20,0.00,0.07,16.98,6.95,0.00,0.00,0.00,1.00,0.02,0.27,0.04,11.05,0.00,10.67,0.02,0.02,0.00,7.50,10.34,11.66,10.31,0.00,0.00,0.00,0.00,0.02,0.02,0.02
Acknit Indus.,530043,,Textiles - Products,317.45,11.29,96.50,0.47,3.07,35.84,68.45,29.20,11.04,58.56,3.04,0.00,75.77,42.90,0.09,155.60,55.51,0.00,18.41,34.72,3.56,0.00,113.98,74.30,0.00,0.00,2.18,155.60,98.08,0.00,70.51,33.69,10.00,0.80,2.14,12.24,0.30,42.99,75.88,37.09,55.51,0.04,64.61,74.95,65.90,49.97,45.25,58.56,57.02,44.35,31.52,26.86,23.83
Acme Resources,539391,,Finance & Investments,38.50,57.96,99.11,0.00,-1.44,-115.24,1.84,-91.06,2.12,11.74,25.74,0.00,101.54,0.00,11.31,144.33,0.19,0.00,0.13,0.05,0.00,30.07,19.14,1.07,0.01,0.00,0.00,144.33,18.07,0.00,6.82,0.00,10.00,0.28,3.32,0.39,2.57,11.31,17.12,0.06,0.19,0.00,27.52,38.28,47.76,27.07,4.93,17.68,61.69,50.43,0.07,1.34,0.79
Acrow India,513149,,Diversified - Medium / Small,675.00,49.66,43.20,0.00,0.14,-50.00,0.00,,2.68,0.00,0.64,0.00,22.64,0.00,0.00,23.81,8.49,0.00,4.62,3.53,0.00,0.00,19.00,0.53,0.00,0.00,0.21,23.81,18.47,0.00,0.00,0.00,10.00,0.01,0.00,0.07,0.06,0.00,18.08,3.86,8.49,0.00,8.24,7.66,14.75,5.95,0.00,0.05,0.53,1.53,4.02,4.51,5.21
Action Const.Eq.,532762,ACE,Engineering,1343.55,46.40,15999.42,0.15,84.18,24.62,734.26,12.68,42.25,4.46,23.82,0.00,1206.02,6.20,1.25,2169.21,639.70,0.00,152.25,579.56,43.64,594.11,1272.77,924.57,0.00,275.19,44.04,2169.21,352.44,0.58,553.40,164.31,2.00,110.41,106.08,687.95,11.91,7.45,43.46,487.45,639.70,24.41,106.24,32.79,16.22,107.31,54.58,53.24,113.65,149.61,429.33,340.55,346.25
Active Clothing,541144,,Textiles - Products,92.26,29.45,143.12,0.00,1.34,243.59,37.93,-13.62,9.36,85.89,15.51,0.00,53.69,27.24,51.75,220.13,80.74,0.00,47.38,57.54,0.00,0.00,159.96,118.34,0.00,0.00,0.27,220.13,99.41,0.00,72.68,74.70,10.00,0.31,0.00,45.20,1.55,78.99,87.97,33.36,80.74,11.96,80.38,79.52,48.59,,57.82,65.30,67.65,,34.07,41.21,41.86
AD Manum Finance,511359,,Finance & Investments,77.99,6.75,58.49,0.00,1.77,115.85,2.80,54.70,15.67,7.50,7.50,0.00,63.36,0.00,7.19,79.29,6.80,0.00,6.40,0.36,0.00,5.46,2.73,0.47,0.31,0.00,0.04,79.29,2.26,0.00,0.00,1.99,10.00,0.56,0.00,0.00,0.75,7.19,2.39,0.40,6.80,0.00,12.02,68.02,72.83,102.99,11.54,24.31,32.34,63.37,2.05,2.51,3.24
Adani Energy Sol,539254,ADANIENSOL,Power Generation And Supply,1261.80,129.73,140752.87,0.00,-1190.66,-29.88,5378.55,46.80,9.00,37069.65,1115.49,0.00,11526.06,33489.59,3580.06,58538.38,48780.58,0.00,9860.84,38919.74,3002.69,766.48,7604.07,7962.85,34.56,360.19,2367.56,58538.38,3105.76,60.78,255.28,1564.95,10.00,2228.14,196.34,1722.11,111.55,34270.03,1756.90,32645.14,40733.21,6200.44,1165.37,-1170.58,319.08,0.05,27094.96,20136.99,8974.81,0.00,26986.60,24412.00,9853.23
Adani Enterp.,512599,ADANIENT,Trading,3160.90,86.72,360342.95,0.04,1772.26,115.93,25472.40,12.49,9.87,65310.15,114.00,0.00,38962.09,34822.34,30487.81,160586.24,74560.05,0.00,8581.75,65978.30,35179.50,8700.69,35071.67,44058.11,0.00,0.00,5745.02,160586.24,-1314.13,15186.27,9486.86,9792.93,1.00,7068.48,0.00,24669.26,114.00,53200.46,-920.44,56881.13,62377.83,24025.21,4991.36,7575.04,10514.84,5436.75,16227.06,11243.20,20845.72,71979.92,10837.61,9020.11,13667.98
Adani Green,541450,ADANIGREEN,Power Generation And Supply,1881.40,221.30,298019.87,0.00,629.00,32.42,2835.00,31.13,9.81,64858.00,1584.00,0.00,5912.00,58556.00,6302.00,88086.00,69064.00,0.00,6780.00,62284.00,6427.00,1515.00,12285.00,26388.00,0.00,0.00,98.00,88086.00,8583.00,1798.00,291.00,1342.00,10.00,8764.00,0.00,354.00,158.40,54223.00,2569.00,48336.00,53261.00,5291.00,1694.00,76.33,522.71,,24209.00,11142.49,4346.57,,16429.00,10388.35,4341.14
Adani Ports,532921,ADANIPORTS,Miscellaneous,1588.00,34.39,343030.06,0.38,3107.23,52.80,7559.59,21.00,12.93,49470.24,432.03,303.58,52346.21,10775.31,38391.35,116999.20,93005.64,0.00,17857.83,75147.81,10936.09,4288.66,16810.57,16462.94,0.00,0.00,835.73,116999.20,9035.13,3024.48,437.51,3666.94,2.00,7631.88,885.36,2167.36,216.01,53434.22,5183.89,72223.73,86930.34,6636.77,5505.17,10311.51,7704.60,3144.93,35855.33,27711.54,22214.26,12978.91,48290.96,28121.42,21053.50
Adani Power,533096,ADANIPOWER,Power Generation And Supply,726.35,17.53,280148.76,0.00,3912.79,-55.33,14955.63,35.89,32.25,34615.56,3856.94,184.49,39288.09,34272.37,158.70,92008.97,90709.26,0.00,27693.41,63015.85,925.12,373.51,25213.08,15788.67,0.00,0.00,1675.54,92008.97,17301.85,158.70,4142.10,11677.48,10.00,7211.76,4.89,3636.30,385.69,42349.53,9755.48,51451.38,75329.46,12879.54,11357.02,2109.35,285.11,-4652.78,52518.68,46979.70,52484.37,44150.23,52851.30,50418.76,54390.93
Adani Total Gas,542066,ATGL,Miscellaneous,908.90,145.06,99961.74,0.03,171.84,14.39,1145.49,8.47,21.20,1557.25,109.98,0.00,3470.34,1471.49,85.76,6591.86,3874.98,0.00,700.96,3174.02,1502.38,706.12,1032.24,1810.51,0.00,0.00,104.87,6591.86,-181.17,85.76,99.17,409.92,1.00,456.11,14.05,342.26,109.98,1422.09,-225.89,2334.75,2878.43,1618.76,-401.21,181.72,,,529.12,393.97,,,1379.30,980.18,
Adani Wilmar,543458,AWL,Solvent Extraction,383.15,72.27,49797.19,0.00,323.55,941.70,13750.04,11.08,10.41,2360.38,129.97,0.00,8142.06,2173.73,186.65,18802.85,6403.46,0.00,1854.97,4548.49,864.03,230.37,12221.32,9514.71,0.00,0.00,116.26,18802.85,4929.68,186.65,6924.31,1740.79,1.00,2661.62,60.67,6412.38,129.97,2258.65,5240.84,4376.57,5961.43,323.14,2281.98,489.32,1990.24,1211.44,3050.84,1829.46,2621.69,1947.80,3702.50,2953.63,1950.13
Adarsh Plant,526711,,Packaging,32.50,134.21,32.21,0.00,-0.17,-312.50,4.06,6.01,11.70,4.52,9.91,0.00,-8.45,2.07,2.95,8.93,0.84,0.00,0.31,0.48,0.06,0.00,8.15,4.78,0.00,0.00,0.00,8.93,5.21,0.00,4.14,3.33,10.00,0.23,0.00,2.77,0.99,5.02,5.22,0.53,0.84,0.06,6.23,5.40,6.28,2.45,6.20,5.57,4.38,3.64,0.37,0.42,0.42
ADC India,523411,,Telecommunications - Equipment,1872.35,41.63,861.28,0.27,6.94,926.19,44.11,27.78,45.23,0.00,4.60,0.00,66.25,0.00,0.00,103.71,4.82,0.00,2.03,2.79,0.00,0.00,96.51,32.42,0.00,0.00,2.80,103.71,64.09,0.00,21.80,28.07,10.00,44.77,0.00,30.05,0.46,0.00,43.60,3.00,4.82,0.00,35.76,30.23,36.63,41.10,0.00,0.00,0.00,0.00,3.26,3.77,3.88
Adcon Capital,539506,,Finance & Investments,0.82,18.07,16.26,0.00,0.22,152.38,0.36,9.09,3.33,0.00,31.70,0.00,1.30,0.00,0.00,33.54,0.01,0.00,0.01,0.00,0.00,1.31,33.37,0.54,0.00,0.00,0.00,33.54,32.83,0.00,0.00,0.42,1.00,0.07,0.00,0.00,33.14,0.00,1.01,0.00,0.01,0.00,0.10,2.88,1.18,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Add-Shop E-Reta.,541865,,Trading,14.19,12.72,40.18,0.00,-6.99,-384.15,58.38,24.50,6.15,12.77,28.31,0.00,81.72,0.98,0.00,125.95,8.13,0.00,1.64,6.10,0.00,0.00,113.73,15.06,0.00,0.00,0.00,125.95,110.87,0.00,25.79,85.86,10.00,1.15,0.00,1.72,2.83,0.98,100.71,6.49,8.13,0.00,23.29,9.57,0.21,,7.66,2.63,0.30,,4.72,3.38,0.24
Addi Industries,507852,,Textiles - Products,49.02,11.33,52.92,2.55,2.21,190.79,0.00,,8.38,0.07,5.40,0.00,71.98,0.00,0.11,78.03,5.12,0.00,0.39,4.59,0.00,3.75,60.69,0.24,0.00,3.08,0.77,78.03,60.46,0.07,0.00,0.00,5.00,57.42,0.00,0.10,1.08,0.11,64.42,4.73,5.12,0.00,0.14,5.55,,3.78,0.00,0.00,,0.00,5.94,2.55,
Addictive Learn,,LAWSIKHO,Miscellaneous,273.70,66.68,435.45,0.00,2.79,,32.98,,440.99,0.00,0.00,0.00,51.75,0.16,0.00,78.62,0.41,0.00,0.19,19.17,0.00,0.00,51.84,10.07,0.00,0.00,0.00,78.62,41.77,0.00,0.00,0.47,10.00,49.51,5.18,0.99,0.00,0.26,1.92,0.22,0.41,0.00,-0.20,,,,0.10,,,,0.06,,
Adeshwar Meditex,543309,,Healthcare,25.81,18.53,37.25,0.00,1.28,,33.59,,9.55,13.89,14.43,0.00,20.48,14.52,1.91,64.04,9.71,0.00,6.01,3.53,0.00,0.10,57.12,27.73,0.00,0.00,0.00,64.04,42.22,0.00,26.53,25.27,10.00,1.16,0.12,14.53,1.44,16.43,40.42,3.70,9.71,0.00,36.26,31.82,,,22.45,19.92,,,2.24,2.44,
ADF Foods,519183,ADFFOODS,Food - Processing - Indian,228.67,34.20,2512.25,0.52,14.39,-2.31,121.62,8.18,19.54,55.86,22.35,0.00,418.79,0.00,55.86,549.57,257.24,0.00,74.91,182.33,5.11,76.73,273.77,52.57,15.00,76.73,11.27,549.57,228.36,55.86,53.02,108.46,2.00,67.78,0.88,23.93,10.99,55.25,212.07,174.91,234.23,6.72,177.56,92.63,72.08,60.18,0.62,0.00,4.79,27.83,77.23,68.98,81.44
Adhbhut Infra.,539189,,Construction,27.08,34.24,29.79,0.00,0.07,-82.05,0.40,-69.70,,2.86,11.00,0.00,-17.13,0.00,0.00,32.40,42.96,0.00,13.32,28.60,0.00,0.00,3.79,1.07,0.00,0.00,0.00,32.40,2.72,0.00,0.00,2.95,10.00,0.44,0.00,0.00,1.10,6.23,1.33,29.64,42.96,0.00,-35.04,-29.22,-26.87,-19.46,2.18,5.43,1.52,1.50,42.91,42.91,40.59
Adinath Exim Res,532056,,Finance & Investments,23.49,18.12,10.15,0.00,0.15,-57.14,0.26,4.00,4.04,0.00,4.77,0.00,14.71,0.00,0.00,20.35,0.20,0.00,0.18,0.01,0.00,7.62,0.09,0.01,0.00,0.00,0.02,20.35,0.08,0.00,0.00,0.00,10.00,0.02,0.00,0.00,0.43,0.00,0.22,0.01,0.20,0.00,0.41,0.08,0.07,0.09,0.00,0.00,0.00,0.00,0.01,0.01,0.01
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,30.67,43.52,20.89,0.00,0.15,-44.44,0.00,,25.61,0.01,6.99,0.00,-4.10,0.00,0.00,4.16,4.84,0.00,4.17,0.61,0.00,2.53,1.62,1.02,0.00,1.80,0.00,4.16,0.60,0.00,0.01,0.25,10.00,0.21,0.00,0.00,0.68,0.00,-0.50,0.66,4.84,0.00,-0.14,-0.70,0.02,0.76,0.45,0.60,0.80,1.72,0.85,1.56,1.66
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,165.60,15.63,935.79,0.00,16.36,73.31,117.86,50.24,12.61,1398.63,5.65,0.00,157.06,0.00,1398.63,2116.11,70.78,0.00,34.90,35.87,0.39,429.97,1038.37,554.77,0.00,0.00,15.51,2116.11,483.60,0.00,0.00,60.66,1.00,889.51,0.00,23.80,5.65,899.66,283.82,31.04,59.31,0.61,411.83,124.00,58.27,17.09,396.57,417.42,44.71,19.87,23.58,6.98,7.04
Aditya AMC,543374,ABSLAMC,Finance & Investments,686.00,23.77,19763.64,1.97,235.71,27.71,386.62,24.25,34.89,79.09,144.05,0.00,3024.83,0.00,79.09,3501.85,197.00,0.00,86.18,110.82,1.94,3122.17,266.92,192.51,3122.17,0.00,20.99,3501.85,74.41,0.00,0.00,40.73,5.00,84.82,0.00,57.62,28.80,48.03,168.31,70.21,145.49,2.08,-26.80,64.39,-22.79,,59.31,71.87,0.00,,77.08,94.63,18.49
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,335.50,,34090.21,0.00,-266.35,-22.80,3406.65,18.30,0.40,9451.40,1015.01,0.00,3018.77,872.56,5700.29,22411.06,12136.54,0.00,3777.15,11866.55,171.07,984.83,8692.21,8601.46,0.00,182.43,70.52,22411.06,2942.93,5246.22,4505.34,1278.81,10.00,462.39,67.28,4135.66,94.88,6572.86,1619.12,8359.39,12136.54,203.70,364.83,-234.25,,,3599.78,1702.86,,,5626.90,2555.48,
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,211.59,15.98,55060.03,0.00,779.24,16.97,8832.43,25.37,9.95,110139.34,2600.02,0.00,24217.24,90628.23,19511.11,231623.29,2699.15,0.00,1046.82,1652.33,94.23,99538.91,7180.69,92846.17,99551.01,0.00,2140.22,231623.29,-85665.48,0.00,0.00,698.14,10.00,3579.01,0.00,1413.08,241.80,84737.50,-68650.52,1278.74,2108.22,44.04,-50537.39,-39555.66,8227.50,,53043.73,56324.17,33215.10,,1258.80,892.02,777.77
Aditya Consumer,540146,,Trading,79.99,97.55,117.06,0.00,-3.23,-59.48,47.01,1.30,5.49,6.30,14.63,0.00,9.89,0.60,5.70,39.97,25.40,0.00,11.40,14.00,0.00,0.00,25.96,14.88,0.00,0.00,0.00,39.97,17.38,0.00,13.08,0.61,10.00,9.35,0.00,7.45,1.46,9.74,19.04,19.62,34.30,0.00,14.17,17.26,14.02,8.29,11.78,7.49,7.13,6.74,17.68,16.59,12.30
Aditya Ispat,513513,,Steel - Medium / Small,11.20,,5.99,0.00,-2.33,-1470.59,18.84,-2.53,0.72,33.48,5.35,0.00,3.20,17.68,18.66,45.75,30.56,0.00,5.99,23.07,0.00,0.00,22.29,22.91,0.00,0.00,0.02,45.75,19.01,0.00,8.71,12.73,10.00,0.16,0.10,2.28,0.54,36.34,23.07,24.56,30.56,0.00,14.98,15.96,16.09,13.48,27.27,17.23,13.17,10.58,9.71,5.95,5.66
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,24.95,43.97,41.77,0.00,-0.59,-290.32,15.54,-4.13,5.24,15.86,16.74,0.00,32.22,15.35,0.51,70.14,115.76,0.00,59.09,56.67,0.00,0.00,9.36,10.86,0.00,0.00,0.00,70.14,6.05,0.00,6.03,1.70,10.00,0.14,0.21,0.86,1.67,21.04,8.22,58.68,114.92,0.00,4.73,6.11,5.67,5.83,20.58,18.16,17.70,6.53,35.92,26.56,25.20
Aditya Vision,540205,,Trading,4448.15,61.72,5723.13,0.20,53.08,41.85,888.78,38.61,21.75,318.64,12.81,0.00,473.90,54.01,264.63,875.39,284.79,0.00,40.64,244.15,8.91,0.00,586.21,209.67,0.00,0.00,0.00,875.39,516.19,193.37,433.14,0.39,10.00,96.16,2.01,61.95,1.20,417.90,298.56,182.94,213.00,8.05,113.80,39.38,44.17,14.30,197.74,27.91,35.04,9.12,130.05,15.44,9.15
Adjia Tech,543269,,Computers - Software - Medium / Small,45.10,56.71,3.97,,0.10,,0.22,,3.65,0.05,0.88,0.00,1.33,0.05,0.00,2.34,1.22,0.00,0.38,1.21,0.00,0.00,1.09,0.12,0.00,0.00,0.00,2.34,1.02,0.00,0.00,0.32,,0.08,0.01,0.01,0.09,0.05,0.75,0.84,1.22,0.57,1.16,0.00,0.00,,0.05,0.06,0.06,,0.70,0.00,0.00
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,15.59,,9.12,0.00,-0.10,-25.00,0.00,,,1.48,5.85,0.00,-7.56,0.00,1.33,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.04,1.50,0.00,0.00,0.00,0.04,0.02,0.00,0.00,0.00,10.00,0.04,0.00,0.00,0.58,1.33,0.05,0.00,0.00,0.00,1.18,0.65,4.53,4.38,2.50,5.35,9.94,6.69,3.64,11.99,12.68
Ador Fontech,530431,,Electrodes - Welding Equipment,141.20,21.77,494.20,4.25,4.17,-19.96,44.02,-12.35,24.37,0.00,7.00,0.00,125.25,0.00,0.10,158.47,62.07,0.00,32.72,27.25,0.00,15.90,125.43,25.94,0.00,0.00,9.55,158.47,99.49,0.00,22.76,30.66,2.00,45.83,0.00,16.43,3.50,0.10,79.11,29.35,62.07,0.00,60.06,67.97,60.10,58.90,1.91,3.01,0.00,1.88,27.69,18.74,21.59
Ador Multi Prod.,523120,,Personal Care - Indian,34.55,,16.15,0.00,1.98,60.42,0.82,-68.58,-37.64,0.00,4.67,0.00,6.36,0.00,0.06,8.11,10.98,0.00,2.82,3.33,0.00,0.61,4.17,2.65,0.00,0.07,0.00,8.11,1.52,0.00,1.77,0.19,10.00,0.07,0.10,1.36,0.47,0.06,-0.25,8.17,10.98,0.00,2.02,0.95,-0.95,,2.58,0.59,2.57,,7.69,2.20,5.34
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1433.45,29.06,1949.49,1.29,15.14,34.70,229.76,21.16,24.22,44.01,13.60,0.00,348.78,42.51,1.50,520.61,316.29,0.00,188.67,127.62,25.37,23.25,302.51,149.01,0.00,3.78,39.38,520.61,196.19,1.50,122.38,150.45,10.00,2.74,1.57,69.94,1.36,17.28,161.60,123.14,301.92,1.92,97.57,185.89,133.99,69.19,29.19,64.99,35.47,1.40,116.42,114.68,101.09
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,17.75,22.89,68.68,0.00,1.83,198.39,7.71,69.82,13.04,3.45,29.79,0.00,5.55,2.32,1.13,47.92,27.50,0.00,6.48,20.39,0.00,0.00,16.59,6.39,0.00,0.00,0.00,47.92,12.54,0.44,0.00,14.11,10.00,1.66,0.00,0.73,5.07,3.45,7.38,21.01,27.50,0.00,1.73,25.15,34.41,13.37,1.29,3.73,1.03,0.00,0.28,12.23,3.52
