Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,DII holding,Change in DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
India Glycols,500201,INDIAGLYCO,Breweries & Distilleries,1251.50,3874.64,21.26,0.64,1.89,3.30,0.66,8.75,61.01,7.16,0.00,39.08,5085.04,3.10,662.44,2.66,0.35,0.00,7.00,6.00,0.63,2.55,57768.00,61.01,7.89,42.56,7.30,,3.89,6.48,936.62,43.72,186.75,42.56,187.91,37.15,1.75,-0.05,0.09,0.01,614.12,8.39,2.61,5.94,59579.00
India Grid Trust,540565,INDIGRID,Power Generation And Supply,141.66,11101.52,35.21,2.65,2.10,1.06,3.65,4.56,21.17,5.89,0.00,35.21,29659.37,78.37,67.51,0.42,0.90,0.00,3.00,3.00,0.12,4.34,,21.17,6.21,56.93,2.10,,32.15,6.78,78.50,56.93,,56.93,,,,,,,70.81,7.52,2.16,8.12,
India Home Loans,530979,,Finance - Housing,34.50,49.27,,0.00,1.20,-2.83,1.38,-8.02,37.92,5.87,0.00,21.79,105.62,1.43,28.85,,9.19,0.00,4.00,3.00,0.10,2.95,3649.00,37.92,5.31,0.00,2.73,,1248.35,5.96,,0.00,,0.00,,37.50,0.00,0.00,24.57,0.00,31.24,9.09,0.39,1.38,3500.00
India Infr Trust,542543,,Construction,90.00,5976.00,7.34,,2.37,5.50,2.57,31.35,75.00,12.17,0.00,53.86,11688.17,66.40,37.99,2.36,0.74,0.00,7.00,4.00,0.25,5.87,,75.00,11.33,19.66,1.07,,-94.00,9.69,102.87,19.66,,19.66,,,,,,,40.26,8.40,3.50,18.36,
India Lease Dev.,500202,,Finance & Investments,9.30,13.67,,0.00,1.24,-1.31,0.00,-1.35,70.50,-1.04,0.00,23.21,13.52,1.47,7.51,,1.43,0.00,2.00,4.00,0.05,1.04,8542.00,70.50,-108.33,0.00,1.89,,-19.55,-1.24,,0.00,,0.00,,24.83,0.00,0.00,4.67,-0.37,7.61,-0.73,-0.71,-0.73,8548.00
India Motor Part,590065,IMPAL,Auto Ancillaries,1308.30,1632.76,21.63,2.06,0.79,3.30,0.00,3.66,30.71,5.83,0.00,38.32,1592.48,1.25,1654.32,7.80,2.00,0.00,5.00,4.00,0.38,0.92,9937.00,30.71,37.89,48.23,3.96,,54.37,4.03,1500.31,57.93,35.92,48.23,45.62,58.71,8.08,0.04,2.49,0.00,1092.90,6.13,4.48,4.94,9703.00
India Nipp.Elec.,532240,INDNIPPON,Auto Ancillaries,804.65,1820.23,30.70,1.27,2.92,7.63,0.00,10.02,70.37,4.22,0.00,38.32,1804.26,2.26,275.51,7.98,2.11,5.65,9.00,3.00,0.93,1.25,19120.00,70.37,14.83,71.45,3.96,,120.73,9.10,403.12,21.01,100.99,71.45,50.54,29.49,0.14,0.01,0.00,0.00,247.70,11.34,7.10,9.05,18533.00
India Pesticides,543311,IPL,Pesticides / Agrochemicals - Indian,221.38,2549.49,39.02,0.34,3.08,6.39,0.02,7.62,63.61,3.78,0.00,38.82,2459.99,11.52,71.88,1.88,2.65,39.50,5.00,3.00,0.71,1.15,99882.00,63.61,8.67,127.99,3.09,,193.28,9.35,95.78,239.50,89.69,127.99,201.20,36.10,0.26,-2.14,0.04,0.00,67.30,27.80,16.99,20.42,95758.00
India Power Corp,,DPSCLTD,Power Generation And Supply,21.99,2141.36,122.15,0.23,2.11,0.84,0.21,1.70,59.47,2.31,67.26,39.04,2322.78,97.38,10.44,53.06,0.99,0.00,9.00,2.00,0.32,2.01,98434.00,19.47,4.54,76.33,2.68,,14.43,2.61,6.50,-2296.67,2459.02,76.33,86.01,40.27,0.14,-0.11,0.12,0.00,10.33,3.95,0.74,1.34,92956.00
India Radiators,505100,,Auto Ancillaries,8.06,0.73,,0.00,1.51,-3.70,0.00,,38.74,-2.90,0.00,38.32,0.69,0.09,5.33,,0.24,0.00,6.00,3.00,0.00,31.52,4468.00,38.74,-0.23,973.33,3.96,,-4197.50,-0.11,,973.33,,973.33,,52.87,5.13,0.00,3.27,-1.17,-39.56,,-1.99,,4478.00
INDIA SHELTE FIN,544044,INDIASHLTR,Finance - Housing,734.80,7878.29,31.90,0.00,3.42,4.86,1.49,13.96,48.22,5.56,0.00,21.79,10928.77,10.72,214.62,,4.83,0.00,5.00,5.00,0.16,2.21,54929.00,48.22,98.77,0.00,2.73,,36.56,10.43,333.71,0.00,,0.00,,29.09,5.16,-0.12,17.53,1.44,,11.18,4.11,13.39,64293.00
India Steel,513361,,Steel - Medium / Small,3.95,157.24,,0.00,3.96,-4.28,2.34,-39.51,48.05,-2.92,23.78,27.97,249.84,39.81,1.00,0.01,0.06,0.00,2.00,4.00,0.00,10.25,50317.00,36.62,-7.17,0.00,2.86,,-47948.54,-1.81,,-14488.47,83103.40,0.00,68614.93,50.63,0.07,0.00,1.26,0.00,1.22,-19.01,-7.95,-50.32,47528.00
Indiabulls Enter,543715,IEL,Miscellaneous,12.76,253.08,,0.00,1.03,-6.12,1.02,-10.51,60.97,-4.52,0.00,33.53,496.26,19.83,12.39,0.00,1.55,0.00,3.00,2.00,0.13,1.81,72356.00,60.97,-4.14,125.02,3.44,,2338.42,-4.26,,125.02,,125.02,,32.55,5.59,-0.07,0.00,0.00,13.67,3.89,1.42,2.75,71953.00
Indiamart Inter.,542726,INDIAMART,Miscellaneous,2788.75,16726.68,45.84,0.72,9.63,9.72,0.02,17.65,49.21,3.01,0.00,50.34,16666.15,6.00,289.45,,0.14,0.00,9.00,5.00,0.35,1.98,159877.00,49.21,23.93,1.46,2.57,,-307.84,14.56,629.46,1.46,,1.46,,15.56,23.37,0.29,11.81,1.21,336.35,18.77,8.86,14.41,161823.00
Indian,,IEML,Chemicals,343.75,420.14,47.63,0.00,,25.70,2.25,88.73,48.11,2.97,0.00,42.78,442.52,1.22,,5.40,1.21,0.00,4.00,0.00,1.94,3.45,,48.11,33.10,44.06,3.90,,107.34,38.29,,104.58,7.02,44.06,67.54,,,,,,,26.14,14.56,48.66,
Indian Acrylics,514165,,Textiles - Manmade,12.84,173.75,,0.00,4.27,-11.31,4.59,-81.35,62.56,-6.12,24.89,27.06,351.90,13.53,3.01,2.31,0.25,26.17,3.00,3.00,1.14,11.74,104097.00,46.99,-9.23,12.12,2.05,,-0.88,-5.41,,-2.83,126.53,12.12,111.58,37.36,0.00,0.00,0.07,0.00,6.81,19.84,3.32,23.27,104258.00
Indian Bank,532814,INDIANB,Banks - Public Sector,595.95,80272.32,8.78,2.01,1.33,1.12,11.80,15.35,73.84,6.11,0.00,9.46,749191.36,134.70,447.29,,2.18,0.00,5.00,8.00,0.07,12.52,321712.00,73.84,5.92,0.00,1.04,,-87.94,5.75,833.97,0.00,,0.00,,3.90,5.38,0.09,16.87,-0.08,397.50,4.55,0.80,11.80,308165.00
Indian Bright St,504731,,Steel - Medium / Small,156.80,456.69,,0.00,10.55,-5.99,0.00,-6.01,1.22,-0.31,0.00,27.97,413.76,2.91,14.87,,715.50,,4.00,3.00,0.00,0.50,1663.00,1.22,-3.01,,2.86,,,-3.00,,,,,,28.40,70.39,6.14,0.00,0.00,0.80,-43.90,-40.91,-72.00,1427.00
Indian CardCloth,509692,INDIANCARD,Textile Machinery,275.20,163.50,20.39,0.00,0.66,2.80,0.10,3.31,67.33,5.84,0.00,20.39,165.60,0.59,414.49,1.58,3.51,0.00,5.00,3.00,0.19,1.16,10502.00,67.33,10.25,74.24,0.66,,236.53,3.31,353.71,49.74,237.62,74.24,213.12,32.39,0.25,-0.01,0.03,0.00,401.39,1.22,1.27,1.44,10800.00
Indian Energy Ex,540750,IEX,Miscellaneous,195.32,17416.54,48.28,1.28,18.37,20.47,0.01,37.66,0.00,2.82,0.00,56.25,17241.69,89.17,10.63,,0.43,0.00,8.00,5.00,0.28,1.68,1513307.00,0.00,50.01,70.11,16.02,,-497.89,27.75,31.11,70.11,,70.11,,56.82,11.66,0.77,31.24,4.00,8.80,48.97,17.66,37.23,1598631.00
Indian Hotels Co,500850,INDHOTEL,Hotels,628.80,89505.42,69.65,0.28,9.46,9.30,0.29,14.26,38.12,2.11,0.00,44.74,90756.15,142.34,66.44,7.35,1.11,0.00,8.00,3.00,0.48,1.49,556019.00,38.12,13.54,25.69,4.62,,-47.17,12.99,116.18,-256.68,363.98,25.69,81.60,16.26,27.19,2.72,18.29,-2.36,56.20,12.58,7.59,12.73,535253.00
Indian Hume Pipe,504741,INDIANHUME,Construction,526.70,2774.75,36.05,0.28,3.35,3.61,0.62,10.10,72.34,5.43,30.69,25.97,3242.92,5.27,157.41,0.82,1.36,0.00,7.00,3.00,0.65,2.57,27370.00,50.14,11.23,173.82,3.06,,267.88,8.47,228.45,-1230.76,2011.96,173.82,607.38,24.52,0.92,0.47,2.21,0.00,143.52,11.62,2.67,8.26,26001.00
Indian Infotech,509051,,Finance & Investments,1.51,191.32,111.23,0.00,0.70,0.68,0.00,0.69,3.20,1.21,0.00,23.21,191.08,126.70,2.15,6.08,30.99,0.00,5.00,3.00,0.08,0.93,418006.00,3.20,4.60,11.44,1.89,,640.70,0.85,0.81,11.44,,11.44,,96.80,0.00,0.00,0.00,0.00,1.81,0.34,0.26,0.27,415175.00
Indian Link Ch.,504746,,Trading,190.00,9.50,105.56,0.00,2.95,2.52,0.00,2.83,55.40,0.95,0.00,38.53,9.46,0.05,64.40,,0.38,,4.00,2.00,0.00,1.11,1193.00,55.40,2.83,,3.35,,,2.49,51.07,,,,,44.52,0.00,0.00,0.08,0.00,62.60,-13.39,-12.28,-13.69,1169.00
Indian Metals,533047,IMFA,Mining / Minerals / Metals,703.15,3793.78,10.13,2.13,1.79,13.33,0.09,18.31,58.69,14.28,0.00,19.73,3881.27,5.40,392.94,2.30,0.89,5.26,9.00,6.00,1.01,1.29,50850.00,58.69,21.62,11.12,1.49,,93.37,19.57,806.76,129.40,59.03,11.12,177.30,37.06,2.89,0.01,1.36,1.26,347.12,17.81,8.51,12.95,47636.00
Indian Renewable,544026,IREDA,Finance - Term-Lending Institutions,254.50,68403.61,51.00,0.00,7.99,2.22,5.80,17.29,75.00,4.34,0.00,28.74,117354.58,268.78,31.85,,0.71,0.00,4.00,5.00,0.09,6.60,2243293.00,75.00,9.30,0.44,2.28,,-148.09,8.14,60.91,0.44,,0.44,,21.87,2.70,1.34,0.42,-0.52,,8.17,1.98,15.44,2147272.00
Indian Sucrose,500319,,Sugar,110.00,191.14,5.84,0.00,0.89,5.60,0.97,16.53,64.49,18.72,8.79,15.92,380.28,1.74,123.43,1.86,0.56,0.00,8.00,6.00,0.90,2.73,19621.00,58.82,12.11,46.83,1.28,,146.20,12.07,228.78,127.63,106.34,46.83,187.15,35.46,0.00,0.00,0.05,0.00,104.57,18.12,5.52,18.02,19365.00
Indian Terrain,533329,INDTERRAIN,Textiles - Products,68.93,305.30,,0.00,1.55,-2.79,0.73,-7.31,34.24,2.79,0.00,34.69,419.79,4.43,44.45,2.58,1.23,0.00,4.00,4.00,0.85,2.71,20349.00,34.24,1.89,222.00,2.47,,191.04,2.24,,176.33,168.64,222.00,122.97,59.77,6.00,-0.57,0.00,0.00,47.76,12.03,2.07,5.20,20969.00
Indian Toners,523586,,Dyes And Pigments,306.55,332.61,12.70,1.47,1.59,11.78,0.00,13.16,69.25,11.17,0.00,37.39,309.57,1.08,193.15,4.99,4.81,0.00,5.00,4.00,0.73,1.06,16650.00,69.25,18.35,58.50,2.21,,98.38,14.83,323.58,115.20,27.71,58.50,84.41,30.72,0.00,0.00,0.03,0.00,173.51,19.53,13.06,14.87,16558.00
Indian Wood Prod,540954,,Miscellaneous,38.85,248.53,63.40,0.26,0.70,0.69,0.22,1.03,71.12,4.09,0.00,63.40,324.38,6.40,55.53,1.80,0.74,0.00,9.00,4.00,0.36,1.50,12216.00,71.12,2.16,94.51,0.70,,216.56,2.49,27.67,262.19,44.00,94.51,211.67,28.57,0.00,0.00,0.31,0.00,55.15,2.12,0.35,0.53,11441.00
IndiaNivesh,501700,,Finance & Investments,12.78,48.24,19.07,0.00,,2.78,,,62.45,1.97,0.00,23.21,170.34,3.77,-9.04,0.00,3.68,,6.00,3.00,0.07,-2.66,3818.00,62.45,10.66,39.30,1.89,,423.35,3.65,,39.30,,39.30,,36.71,0.00,0.00,0.83,0.00,-9.73,-3.79,-3.22,,3739.00
Indifra Ltd,,INDIFRA,Diversified - Medium / Small,34.15,24.90,,0.00,1.37,-38.02,0.00,-70.00,67.56,-4.76,0.00,36.40,24.58,0.73,24.91,18.84,62.46,0.00,0.00,4.00,3.15,1.84,782.00,67.56,-59.09,115.13,2.16,,121.42,-6.34,,111.67,22.83,115.13,19.37,32.44,0.00,0.00,0.00,0.00,,88.48,27.01,82.16,1001.00
Indigo Paints,543258,INDIGOPNTS,Paints / Varnishes,1481.00,7052.67,47.59,0.24,7.71,12.98,0.02,17.52,53.94,2.83,0.00,49.83,7036.84,4.76,192.16,4.66,0.98,0.21,6.00,4.00,1.10,1.25,145181.00,53.94,20.89,59.39,7.71,,39.02,16.31,367.37,29.08,123.10,59.39,92.78,36.73,8.28,0.55,1.07,-0.89,163.09,21.55,13.24,18.40,143588.00
Inditrade Cap.,532745,,Finance & Investments,15.17,35.43,17.98,0.00,0.30,0.69,1.26,1.66,31.10,24.64,0.00,23.21,142.56,2.34,50.62,0.01,2.89,0.00,8.00,4.00,0.37,3.86,6084.00,31.10,10.75,113.95,1.89,,152.58,8.76,31.00,113.95,,113.95,,68.72,0.19,0.00,0.00,0.00,51.16,3.02,-3.48,-10.74,5105.00
Indl. Inv. Trust,501295,IITL,Finance & Investments,209.77,472.98,9.93,0.00,1.08,12.76,0.00,11.72,48.10,13.59,0.00,23.21,416.90,2.25,194.67,1.18,13.53,0.00,6.00,6.00,0.09,0.93,3678.00,48.10,82.14,30.43,1.89,,20.92,12.98,354.96,78.03,79.35,30.43,126.96,34.69,15.56,-1.30,1.41,0.00,165.90,15.56,12.02,12.53,3015.00
Indl.& Prud.Inv.,501298,,Finance & Investments,6334.50,1061.56,21.10,1.42,1.38,6.87,0.00,7.12,68.17,4.71,0.00,23.21,1060.15,0.17,4591.24,,1.63,0.00,6.00,3.00,0.01,0.94,2042.00,68.17,5319.35,0.00,1.89,,-28.96,6.23,5569.49,0.00,,0.00,,31.75,0.00,0.00,0.07,0.00,3700.02,7.37,6.97,7.22,1979.00
Indo Amines,524648,INDOAMIN,Chemicals,154.39,1091.50,25.50,0.32,4.15,6.96,0.82,17.52,66.76,6.23,0.00,42.78,1287.99,7.07,37.25,5.29,0.93,0.00,6.00,2.00,1.53,2.34,28489.00,66.76,12.93,84.09,3.90,,88.55,12.67,71.24,82.16,64.93,84.09,63.00,33.25,0.00,-0.05,0.00,0.00,31.88,17.35,7.09,19.57,26487.00
Indo Borax & Ch.,524342,INDOBORAX,Chemicals,188.59,605.19,15.53,0.53,2.06,13.29,0.00,14.21,50.80,10.78,0.00,42.78,484.85,3.21,91.43,2.55,11.73,0.00,6.00,4.00,0.65,1.00,27436.00,50.80,13.70,25.97,3.90,,125.36,16.79,158.08,92.77,12.98,25.97,79.78,49.15,0.00,-0.10,0.06,0.06,79.48,28.69,19.58,21.05,28111.00
Indo Cotspin,538838,,Textiles - Cotton/Blended,93.60,39.32,327.67,0.00,5.74,0.76,0.01,1.03,59.21,0.43,0.00,28.09,37.60,0.42,16.31,10.54,3.76,0.00,9.00,4.00,1.81,1.34,932.00,59.21,1.19,12.74,1.52,,41.07,2.01,10.24,16.34,23.83,12.74,27.44,40.79,0.00,0.00,0.00,0.00,16.14,0.00,-0.20,-0.30,891.00
Indo Count Inds.,521016,ICIL,Textiles - Cotton/Blended,381.05,7546.86,22.07,0.58,3.61,10.28,0.46,17.52,58.74,6.40,0.00,28.09,8399.63,19.81,105.48,1.68,0.73,95.93,7.00,4.00,1.08,1.58,69110.00,58.74,13.21,54.19,1.52,,155.18,15.06,202.43,255.34,74.32,54.19,275.47,28.40,10.69,-0.05,2.16,1.10,90.52,15.07,8.76,16.33,73384.00
Indo Credit Cap.,526887,,Finance & Investments,2.14,1.55,,0.00,0.26,-0.54,0.00,-0.85,14.51,2.01,0.00,23.21,1.49,0.72,8.12,,0.43,0.00,6.00,5.00,0.03,1.58,11150.00,14.51,0.17,0.00,1.89,,-3401.80,0.30,,0.00,,0.00,,85.49,0.00,0.00,0.00,0.00,8.19,-2.83,-2.27,-2.83,11151.00
Indo Euro Indch.,524458,,Trading,14.75,13.36,334.00,0.00,1.25,0.25,0.00,0.38,56.21,1.43,0.00,38.53,13.28,0.91,11.81,2.96,1.65,0.00,6.00,3.00,0.69,1.47,6227.00,56.21,0.65,290.11,3.35,,235.12,1.16,3.43,195.93,259.60,290.11,165.42,43.20,0.00,0.00,0.59,0.00,11.35,3.02,1.39,2.15,6190.00
Indo National,504058,NIPPOBATRY,Dry Cells,577.05,432.79,44.99,0.87,1.83,2.63,0.59,4.11,65.35,6.14,0.00,42.33,540.57,0.75,314.91,4.02,0.99,0.00,7.00,4.00,1.15,2.36,13027.00,65.35,5.68,75.59,3.89,,87.78,5.53,301.47,99.05,71.97,75.59,95.43,34.65,0.00,-0.03,0.00,0.00,308.64,0.73,-1.66,-2.49,11052.00
Indo Rama Synth.,500207,INDORAMA,Textiles - Manmade,46.89,1224.36,,0.00,3.33,-7.24,3.58,-43.25,74.84,-2.86,0.00,27.06,2514.25,26.11,14.10,5.19,0.33,0.00,2.00,3.00,1.38,7.63,28279.00,74.84,-5.35,15.52,2.05,,9.06,-2.47,,-37.51,120.38,15.52,67.34,22.27,0.00,-0.03,2.89,0.00,21.93,3.08,-0.92,-3.79,28572.00
Indo Tech.Trans.,532717,INDOTECH,Electric Equipment,2345.70,2491.13,53.16,0.00,11.47,13.68,0.02,24.15,75.00,2.50,58.83,58.55,2438.59,1.06,204.48,3.68,1.28,0.00,8.00,4.00,1.47,1.58,16210.00,30.88,23.37,100.67,9.25,,77.60,15.96,450.57,135.33,87.50,100.67,122.16,24.58,0.42,0.40,0.01,0.01,160.92,20.84,9.47,16.26,11075.00
Indo Thai Sec.,533676,INDOTHAI,Finance & Investments,272.15,272.15,17.78,0.37,3.73,13.39,0.08,23.28,72.18,9.37,0.00,15.74,219.22,1.00,72.99,0.04,1.98,0.00,6.00,3.00,0.27,1.57,4036.00,72.18,30.61,150.99,2.79,,-232.68,16.90,158.57,150.99,,150.99,,27.76,0.00,0.00,0.00,0.00,58.54,-13.16,-6.62,-10.64,4263.00
Indo US Bio-Tech,541304,,Miscellaneous,236.00,473.23,57.36,0.00,7.54,10.72,0.23,14.07,70.17,2.12,0.00,33.53,486.45,2.01,31.29,-0.50,1.22,0.00,3.00,1.00,0.95,1.23,1133.00,70.17,13.07,95.46,3.44,,330.98,12.21,53.82,95.46,,95.46,,29.82,0.00,0.00,0.00,0.00,27.11,14.61,11.58,15.51,1166.00
Indo-City Info.,532100,,Finance & Investments,15.53,16.15,17.75,0.00,1.28,7.22,0.00,7.31,60.46,9.09,0.00,23.21,12.87,1.04,12.15,11.75,39.18,0.00,5.00,4.00,1.64,1.00,4177.00,60.46,13.76,11.98,1.89,,49.35,9.18,10.13,48.14,0.00,11.98,36.15,39.54,0.00,0.00,0.00,0.00,11.79,0.00,-0.97,-0.97,4006.00
Indoco Remedies,532612,INDOCO,Pharmaceuticals - Indian - Bulk Drugs & Formln,325.75,3002.84,44.85,0.69,2.71,4.67,0.61,8.30,58.75,3.89,0.00,37.69,3650.47,9.22,120.40,1.65,0.98,0.00,3.00,2.00,0.96,1.71,34511.00,58.75,7.13,81.58,4.03,,125.70,6.61,150.15,211.75,100.29,81.58,230.45,21.07,1.48,-0.44,18.67,-0.74,111.58,17.37,9.11,14.81,33201.00
Indokem,504092,,Dyes And Pigments,86.85,242.21,,0.00,4.13,-4.98,0.38,-10.31,68.71,-1.19,0.00,37.39,262.16,2.79,21.04,4.98,0.73,,3.00,3.00,1.32,2.13,25689.00,68.71,-3.56,67.18,2.21,,40.66,-2.44,,44.45,101.86,67.18,79.13,31.10,0.00,0.00,0.20,0.00,25.24,,,,25511.00
Indong Tea Co,543769,,Tea,29.50,44.25,,0.00,0.91,-2.10,0.21,-2.63,64.67,-0.70,0.00,30.32,54.50,1.50,32.57,0.96,0.26,0.00,4.00,4.00,0.33,1.25,466.00,64.67,-0.56,9.93,1.38,,59.41,-0.58,,376.52,12.75,9.93,379.34,35.34,0.00,0.00,0.00,0.00,34.51,4.26,1.93,2.51,495.00
Indostar Capital,541336,INDOSTAR,Finance & Investments,242.85,3304.69,32.45,0.00,1.02,1.14,2.34,3.65,73.60,8.61,0.00,23.21,9913.24,13.61,237.75,,4.96,0.00,4.00,3.00,0.14,3.13,69112.00,73.60,47.62,0.00,1.89,,49.48,7.68,200.07,0.00,,0.00,,22.51,2.12,0.63,1.78,0.01,228.66,9.15,2.40,7.46,70435.00
Indowind Energy,532894,INDOWIND,Power Generation And Supply,29.69,382.41,46.70,0.00,1.61,2.62,0.23,3.50,50.76,2.49,0.00,39.04,437.12,12.88,18.41,0.22,0.62,0.00,4.00,3.00,0.13,1.32,86417.00,50.76,4.36,77.21,2.68,,120.50,3.48,15.28,77.21,,77.21,,49.00,0.24,0.24,0.00,0.00,17.87,2.73,1.89,2.47,79558.00
Indra Industries,539175,,Fertilizers,12.49,8.09,47.59,0.00,,1.50,,,0.00,-5.36,0.00,30.68,11.01,0.65,-9.97,0.21,0.23,0.00,4.00,0.00,0.04,-1.75,8016.00,0.00,-39.46,1013.89,2.28,,-2871.33,-18.73,,-1494.32,4033.72,1013.89,1525.51,99.99,0.00,0.00,0.00,0.00,-9.77,4.38,-4.86,,3161.00
Indrapr.Medical,532150,INDRAMEDCO,Healthcare,267.45,2451.71,19.78,1.12,5.13,19.39,0.07,28.92,51.00,7.53,0.00,47.90,2261.23,9.17,52.12,27.18,1.82,0.00,8.00,7.00,1.95,1.34,55103.00,51.00,25.85,17.13,7.10,,-23.52,23.53,125.92,-204.83,234.61,17.13,12.65,44.14,1.70,0.62,3.14,-1.77,41.39,34.33,17.07,24.63,54158.00
Indraprastha Gas,532514,IGL,Miscellaneous,538.10,37667.04,22.01,2.42,4.40,14.04,0.01,22.36,45.00,6.37,0.00,18.57,35598.95,70.00,122.17,185.03,1.05,0.00,7.00,6.00,1.12,1.46,290378.00,45.00,25.43,26.55,3.20,,-48.18,17.28,259.22,-8.11,36.61,26.55,1.94,8.74,16.16,-0.65,25.10,0.88,101.24,26.67,12.59,19.97,296569.00
Indrayani Biotec,526445,,Hotels,57.75,262.97,41.35,0.00,4.17,5.34,1.78,11.84,33.48,5.62,15.02,44.74,374.91,4.55,13.86,3.81,1.18,0.00,4.00,2.00,0.85,3.09,24132.00,28.45,12.35,87.28,4.62,,218.99,9.01,20.87,105.92,140.51,87.28,159.14,62.46,0.00,0.00,4.07,-2.68,12.94,22.99,11.97,26.56,23958.00
Indsil Hydro,522165,,Mining / Minerals / Metals,53.11,147.60,,0.00,1.28,-4.05,0.82,-8.81,63.44,1.03,39.71,19.73,241.26,2.78,41.45,0.67,0.46,0.00,5.00,4.00,0.47,2.14,10752.00,38.25,1.23,8.23,1.49,,427.88,1.07,,522.96,10.82,8.23,525.54,32.77,0.00,0.00,3.79,0.00,39.88,4.66,-3.31,-7.57,11010.00
Inducto Steel,532001,,Miscellaneous,101.65,40.86,255.38,0.00,0.95,0.30,0.08,0.37,69.32,8.71,43.28,38.24,43.97,0.40,107.56,9.27,1.33,0.00,6.00,5.00,1.95,1.24,1422.00,39.32,12.96,11.33,7.55,,58.27,8.09,31.05,56.99,0.07,11.33,45.74,30.69,0.00,0.00,0.00,0.00,107.16,3.54,0.82,1.36,1153.00
Indus Finance,531841,,Finance & Investments,24.50,22.69,26.38,1.22,0.94,2.37,0.58,3.49,74.79,6.19,0.00,23.21,36.53,0.93,25.96,,20.66,0.00,6.00,4.00,0.13,1.32,1859.00,74.79,19.36,0.00,1.89,,667.79,5.81,18.79,0.00,,0.00,,25.19,0.00,0.00,0.02,0.00,20.53,3.15,1.37,1.91,1658.00
Indus Towers,534816,INDUSTOWER,Transmisson Line Towers / Equipment,421.10,113483.79,17.16,0.00,4.20,11.78,0.76,25.07,52.01,7.24,5.88,42.15,133951.69,269.49,100.33,,1.03,0.00,7.00,5.00,0.56,1.89,406689.00,48.95,14.68,82.32,7.17,,69.89,17.36,235.38,82.32,,82.32,,7.82,23.15,6.75,16.97,7.07,78.33,11.33,4.44,9.71,310694.00
IndusInd Bank,532187,INDUSINDBK,Banks - Private Sector,1404.30,109356.35,12.18,1.17,1.99,1.95,7.06,16.39,15.79,8.76,45.48,12.02,438294.58,77.87,703.98,,4.57,0.00,4.00,5.00,0.10,8.38,417359.00,8.93,8.42,0.00,1.76,,54.29,8.39,1352.05,0.00,,0.00,,15.16,38.40,-1.85,29.69,1.60,703.98,6.91,1.72,14.45,398181.00
Inertia Steel,512025,,Trading,214.70,5.37,,0.00,,-4.08,0.00,-6.90,6.43,-0.37,0.00,55.52,5.36,,,,2.17,0.00,3.00,0.00,0.80,1.75,156.00,6.43,-7.14,168.46,5.67,,252.69,-3.85,,168.46,,168.46,0.00,99.87,0.00,0.00,0.00,0.00,,76.60,43.75,59.57,134.00
Infibeam Avenues,539807,INFIBEAM,Computers - Software - Medium / Small,32.31,8988.65,44.91,0.15,2.60,3.34,0.02,4.71,27.43,3.09,0.00,36.72,8364.00,278.20,12.43,,1.39,0.00,6.00,4.00,0.68,1.35,837198.00,27.43,5.83,14.73,3.82,,-14.50,4.96,14.31,14.73,,14.73,,65.48,6.57,-0.94,0.09,0.01,11.82,5.53,3.15,4.09,887893.00
Infinium Pharma,,INFINIUM,Pharmaceuticals - Indian - Bulk Drugs,183.05,254.73,22.54,0.00,4.33,16.29,0.00,50.09,73.05,7.17,0.00,36.38,242.82,1.39,42.24,5.23,2.33,0.00,3.00,4.00,1.92,3.13,771.00,73.05,25.04,41.52,3.45,,74.64,20.36,87.85,87.15,24.18,41.52,69.81,26.95,0.00,0.00,0.00,0.00,,35.88,15.15,53.21,646.00
Inflame Applian.,541083,,Domestic Appliances,418.55,307.26,292.63,0.00,6.54,1.27,0.81,2.54,43.59,1.41,0.00,71.31,337.97,0.73,64.00,4.14,0.93,0.00,5.00,3.00,1.12,2.00,1954.00,43.59,6.07,90.74,6.54,,125.92,4.56,45.38,118.98,59.94,90.74,88.18,49.91,5.07,1.66,1.42,-1.20,56.30,17.34,7.53,16.50,1686.00
Info Edg.(India),532777,NAUKRI,Miscellaneous,7220.50,93421.80,144.41,0.30,3.09,2.54,0.01,2.96,37.88,1.09,0.00,50.34,92475.21,12.94,2338.95,,2.90,0.00,8.00,4.00,0.10,0.87,186720.00,37.88,18.60,1.53,2.57,,241.42,2.80,1529.59,1.53,,1.53,,10.46,32.14,1.23,18.68,-0.72,1037.13,2.76,-1.35,-1.64,209451.00
