Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization
Abhinav Leasing,538952,,Finance & Investments,2.07,33.73,5.81,0.17,9.83,0.03,0.00,33.73,1.96,0.12,2.08,0.04,2.04,1.81,0.23,0.05,0.17,0.00,0.17,0.00,92.32,0.11,5.81,0.50,1.96,1.81,0.04,0.03,2.04,0.17,0.05,0.05,0.12,202403.00,43.06,2.72,0.00,2.72,0.06,2.66,2.56,0.10,0.01,0.10,0.00,0.10,0.00,6.32,0.23,0.02,24.16,0.60,10.35
Abhishek Finle.,538935,,Finance & Investments,33.00,1.04,14.42,0.21,6.19,0.40,0.00,0.95,0.15,0.11,0.30,0.03,0.27,0.00,0.23,0.06,0.21,-0.04,0.17,0.00,46.32,0.13,15.79,22.11,0.15,0.00,0.03,0.40,0.28,0.17,0.06,0.06,0.12,202403.00,0.45,0.16,0.00,0.18,0.04,0.14,0.00,0.12,0.03,0.09,-0.02,0.09,0.00,35.56,20.00,0.21,0.95,0.16,14.07
Abhishek Infra.,539544,,Construction,6.74,0.00,,-0.26,-4.86,-0.51,0.00,0.00,-0.26,0.00,-0.26,0.00,-0.26,0.00,-0.26,0.00,-0.26,0.00,-0.26,0.00,,0.04,,0.00,-0.26,0.00,0.00,-0.51,-0.26,-0.26,0.00,0.00,0.00,202403.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.11,3.40
Abhishek Integr.,,AILIMITED,Construction,92.90,25.45,6.88,0.77,14.25,1.28,0.00,25.45,1.75,0.17,1.92,0.13,1.79,0.77,1.02,0.24,0.77,0.00,0.77,0.00,12.53,16.60,6.88,3.03,1.75,0.77,0.13,1.28,1.79,0.77,0.24,0.24,0.17,202403.00,22.55,1.37,0.07,1.44,0.09,1.35,0.44,0.91,0.23,0.67,0.00,0.67,0.00,6.08,2.97,1.12,,,55.94
Abirami Fin.,511756,,Finance & Investments,58.06,0.00,,1.45,5.12,2.69,0.00,0.00,-0.72,1.83,1.11,0.01,1.10,0.01,1.09,-0.36,1.45,0.00,1.45,1.35,,0.30,,,-0.72,0.01,0.01,2.69,1.10,1.45,-0.36,-0.36,1.83,202403.00,0.00,-1.23,19.84,18.61,0.02,18.59,0.00,18.59,4.00,14.60,0.00,14.60,1.20,,,24.33,0.00,1.24,31.35
ABM Knowledge,531161,,Computers - Software - Medium / Small,159.80,78.65,17.65,14.88,8.87,7.44,0.00,78.65,13.88,6.46,20.34,1.17,19.17,0.28,18.89,4.01,14.88,0.00,14.88,2.56,0.00,43.46,17.65,18.92,13.88,0.28,1.17,7.44,19.17,14.88,3.40,4.01,6.46,202403.00,65.65,13.34,4.94,18.28,1.23,17.05,0.32,16.73,3.85,12.88,0.00,12.88,2.56,20.32,19.62,6.44,71.34,12.18,319.64
ABS Marine,,ABSMARINE,Shipping,317.05,135.16,33.20,24.25,20.01,,,135.16,44.87,-0.19,45.78,13.51,32.27,4.84,26.33,0.91,24.25,-1.10,25.41,0.00,0.00,6.23,33.20,19.36,44.87,4.84,13.51,,32.27,25.41,8.02,0.91,-0.19,202403.00,111.58,28.07,2.23,29.23,13.27,15.96,4.75,12.28,2.07,8.77,1.07,10.22,0.00,25.16,8.43,,,,778.36
ACC,500410,ACC,Cement - North India,2435.30,19912.70,14.91,2017.29,17.27,118.84,0.00,19958.92,3061.66,735.33,3558.99,883.11,2675.88,154.58,2759.30,422.77,2156.10,238.00,2336.53,140.99,29.12,737.20,15.34,10.80,2969.86,162.61,915.38,124.42,2553.08,2231.79,365.10,388.24,728.16,202403.00,22210.18,1924.93,196.27,2187.78,841.32,1346.46,77.28,1202.60,317.39,934.07,-66.58,885.21,173.89,8.67,4.21,47.13,19958.92,2336.53,45731.83
Accedere,531533,,Computers - Software - Medium / Small,87.03,2.56,-0.39,-0.07,-1.57,-0.14,0.00,2.56,-0.01,0.15,0.14,0.21,-0.07,0.01,-0.08,0.02,-0.07,0.00,-0.09,0.00,0.00,0.95,-0.39,-3.52,-0.01,0.01,0.21,-0.14,-0.07,-0.09,0.03,0.02,0.15,202403.00,1.53,-0.02,0.11,0.09,0.19,-0.10,0.00,-0.10,-0.02,-0.03,0.00,-0.08,0.00,-1.31,-5.23,-0.06,2.28,-0.17,43.78
Accel,517494,,Computers - Software - Medium / Small,23.15,167.09,10.18,3.63,8.99,0.60,0.00,167.09,17.01,1.51,18.98,6.87,12.11,7.21,4.44,1.15,3.63,-0.46,3.29,1.73,34.90,57.45,10.18,2.17,17.01,7.21,6.87,0.60,12.11,3.29,1.15,1.15,1.51,202403.00,156.64,18.23,4.32,22.77,7.30,15.47,7.09,8.16,5.32,2.88,-0.22,2.84,1.73,11.64,1.84,0.49,166.52,1.76,133.28
AccelerateBS Ind,543938,,Computers - Software - Medium / Small,335.00,6.78,28.17,0.12,70.92,0.14,0.13,6.78,1.91,-0.89,1.93,0.15,1.78,0.02,0.85,0.83,0.12,-0.91,0.03,0.00,0.00,3.71,28.17,1.77,1.91,0.02,0.15,0.14,1.78,0.03,0.51,0.83,-0.89,202403.00,2.80,0.68,0.07,0.75,0.06,0.69,0.05,0.64,0.26,0.39,0.00,0.39,0.00,24.29,13.93,1.99,,,71.98
Accelya Solution,532268,ACCELYA,Computers - Software - Medium / Small,1807.30,511.13,37.67,116.79,57.11,62.88,0.00,511.13,192.52,-24.00,202.13,30.51,171.62,1.85,136.16,42.32,116.79,-33.61,93.85,59.72,0.00,151.02,37.67,22.85,192.52,1.85,30.51,62.88,171.62,93.85,43.24,42.32,-24.00,202406.00,469.36,185.50,20.80,194.40,33.79,160.61,2.07,170.44,43.72,117.87,11.90,126.72,97.04,39.52,25.11,84.90,505.53,94.77,2698.30
Accent Microcell,,ACCENTMIC,Pharmaceuticals - Indian - Bulk Drugs & Formln,284.60,245.50,16.08,31.00,57.75,14.34,1.42,245.50,39.48,2.63,43.11,4.43,38.68,1.15,36.53,6.36,31.00,-1.00,30.17,2.10,59.44,11.03,16.08,12.63,39.48,1.15,4.43,14.34,38.68,30.17,6.39,6.36,2.63,202403.00,204.19,19.37,2.78,22.15,4.13,18.02,2.53,15.49,2.48,13.01,0.00,13.01,1.04,9.49,6.37,10.05,,,598.88
Accord Synergy,,ACCORD,Telecommunications - Service Provider,25.00,31.88,1.91,0.39,2.57,1.12,0.00,31.88,0.61,0.14,0.75,0.38,0.37,0.01,0.36,-0.03,0.39,0.00,0.39,0.00,-2.13,13.45,1.91,1.22,0.61,0.01,0.38,1.12,0.37,0.39,0.00,-0.03,0.14,202403.00,20.15,0.45,0.30,0.55,0.46,0.09,0.05,0.24,-0.06,0.10,0.20,0.30,0.00,2.23,0.50,0.86,,,8.68
Accuracy Shippi.,,ACCURACY,Miscellaneous,12.24,708.33,3.39,0.50,5.29,0.03,0.00,708.33,24.04,0.63,24.67,12.98,11.69,11.26,0.43,-0.07,0.50,0.00,0.50,0.00,31.19,17.06,3.39,0.07,24.04,11.26,12.98,0.03,11.69,0.50,0.15,-0.07,0.63,202403.00,877.17,35.31,1.46,36.24,12.34,23.90,12.41,12.02,3.80,7.86,0.53,8.22,0.00,4.03,0.90,0.55,714.53,-2.98,184.29
ACE EduTremd Ltd,530093,,Miscellaneous,3.22,0.00,,-0.16,-1.13,-0.17,0.00,0.00,-0.05,0.00,-0.05,0.05,-0.10,0.00,-0.10,0.07,-0.16,0.00,-0.16,0.00,,0.01,,,-0.05,0.00,0.05,-0.17,-0.10,-0.16,0.00,0.07,0.00,202403.00,0.00,-0.07,0.00,-0.07,0.06,-0.13,0.00,-0.13,0.07,-0.20,0.00,-0.20,0.00,,,-0.22,0.00,-0.09,2.95
Ace Integrated,,ACEINTEG,Computers - Software - Medium / Small,36.81,9.14,1.09,0.41,2.06,0.40,0.00,9.14,0.10,0.44,0.54,0.15,0.39,0.02,0.37,-0.04,0.41,0.00,0.41,0.00,55.14,1.24,1.09,4.49,0.10,0.02,0.15,0.40,0.39,0.41,0.08,-0.04,0.44,202403.00,6.91,0.71,0.14,0.91,0.16,0.75,0.02,0.67,0.20,0.51,-0.06,0.47,0.00,10.27,7.38,0.46,8.03,-0.08,37.55
Ace Men,539661,,Trading,56.00,0.00,,0.12,3.66,0.39,0.00,0.00,-0.25,0.39,0.14,0.00,0.14,0.03,0.11,0.03,0.09,0.00,0.09,0.00,,0.10,,0.40,-0.27,0.03,0.00,0.29,0.18,0.12,0.02,0.02,0.45,202403.00,7.58,0.04,0.00,0.04,0.00,0.04,0.00,0.04,0.01,0.03,0.00,0.03,0.00,0.53,0.40,0.10,0.00,0.09,17.35
Ace Soft. Exp.,531525,,Computers - Software - Medium / Small,339.00,27.13,6.89,5.93,21.01,11.44,0.00,23.72,0.58,6.04,6.62,0.70,5.92,0.13,5.79,0.44,4.95,0.00,5.35,0.00,-0.55,11.40,2.45,22.55,1.87,0.20,0.77,7.73,7.35,6.72,0.47,0.44,6.25,202403.00,10.32,0.44,0.37,0.85,0.58,0.27,0.11,0.12,0.01,0.16,-0.04,0.12,0.00,4.26,1.55,0.32,23.72,5.34,216.96
Achyut Healthcar,543499,,Trading,55.20,6.14,0.33,0.57,5.09,0.34,0.00,6.14,0.02,0.73,0.75,0.01,0.74,0.00,0.74,0.17,0.57,0.00,0.57,0.00,90.07,0.11,0.33,9.28,0.02,0.00,0.01,0.34,0.74,0.57,0.17,0.17,0.73,202403.00,2.70,-0.27,0.59,0.32,0.01,0.31,0.00,0.31,0.08,0.23,0.00,0.23,0.00,-10.00,8.52,0.16,,,92.88
ACI Infocom,517356,,Computers - Software - Medium / Small,2.34,0.93,19.35,0.09,1.07,0.01,0.00,0.93,0.18,0.00,0.18,0.00,0.18,0.00,0.18,0.10,0.09,0.00,0.09,0.00,49.46,0.11,19.35,9.68,0.18,0.00,0.00,0.01,0.18,0.09,0.05,0.10,0.00,202403.00,0.00,-0.39,0.53,0.14,0.00,0.14,0.00,0.14,0.03,0.10,0.00,0.10,0.00,,18.87,0.01,0.81,0.19,25.85
Acknit Indus.,530043,,Textiles - Products,317.45,220.66,7.65,8.55,11.04,28.13,0.00,220.66,16.88,0.25,17.13,3.29,13.84,2.38,11.46,2.91,8.55,0.00,8.55,0.46,60.71,7.59,7.65,3.87,16.88,2.38,3.29,28.13,13.84,8.55,2.93,2.91,0.25,202403.00,238.47,18.55,0.00,18.60,3.32,15.28,3.10,12.13,3.11,9.06,-0.05,9.02,0.46,7.78,3.80,29.67,205.19,7.74,96.50
Acme Resources,539391,,Finance & Investments,38.50,9.78,28.63,1.71,2.12,0.66,0.00,9.78,2.80,0.12,2.92,0.00,2.92,0.28,2.64,0.92,1.71,0.00,1.71,0.00,8.08,0.24,28.63,17.48,2.80,0.28,0.00,0.66,2.92,1.71,2.20,0.92,0.12,202403.00,28.87,16.60,0.14,16.74,0.00,16.74,0.22,16.52,4.10,12.42,0.00,12.42,0.00,57.50,43.02,4.82,29.84,12.60,99.11
Acrow India,513149,,Diversified - Medium / Small,675.00,0.00,,0.87,2.68,13.59,0.00,0.00,-1.90,2.81,0.91,0.30,0.61,0.00,0.61,-0.42,1.02,0.00,1.02,0.00,,0.11,,,-1.91,0.00,0.34,15.94,0.45,0.87,0.16,-0.43,2.70,202403.00,0.00,-0.83,0.96,-0.22,0.18,-0.40,0.00,-0.05,-0.07,-0.33,0.35,0.02,0.00,,,0.31,0.00,1.01,43.20
Action Const.Eq.,532762,ACE,Engineering,1343.55,2996.45,14.02,344.78,42.25,28.95,-1.35,2913.80,403.25,77.10,480.35,23.24,457.11,23.17,433.94,105.74,328.16,0.00,328.20,11.91,69.42,120.66,13.84,11.26,420.23,27.37,24.88,27.56,483.76,344.81,114.37,111.58,88.41,202403.00,2159.68,220.92,41.12,242.18,18.00,224.18,10.29,233.75,60.76,157.04,19.86,172.98,11.91,10.23,7.33,14.41,2913.80,328.20,15999.42
Active Clothing,541144,,Textiles - Products,92.26,212.35,9.85,4.86,9.36,3.13,0.00,212.35,20.92,0.31,21.23,7.27,13.96,8.05,5.91,1.05,4.86,0.00,4.86,0.00,66.73,39.89,9.85,2.29,20.92,8.05,7.27,3.13,13.96,4.86,1.05,1.05,0.31,202403.00,200.49,13.41,0.36,13.77,3.53,10.24,7.21,3.03,0.77,2.26,0.00,2.26,0.00,6.69,1.13,1.46,218.33,3.91,143.12
AD Manum Finance,511359,,Finance & Investments,77.99,12.02,91.26,8.66,15.67,11.55,-0.15,11.03,9.75,1.87,11.62,0.05,11.57,1.42,10.15,2.45,7.70,0.00,7.70,0.00,0.00,0.57,88.40,69.81,10.97,1.35,0.05,10.27,12.79,8.66,2.50,2.78,1.87,202403.00,9.19,7.22,0.69,7.64,0.14,7.50,1.12,6.65,1.64,4.84,0.27,5.02,0.00,78.56,52.67,6.69,11.03,7.71,58.49
Adani Energy Sol,539254,ADANIENSOL,Power Generation And Supply,1261.80,18322.00,32.95,1084.98,9.00,1.24,1.72,16607.36,5574.71,747.44,6181.93,1776.08,4405.85,2766.51,1779.56,583.95,1047.67,140.22,1195.61,0.00,0.00,951.70,33.57,6.63,6036.98,2961.77,1855.05,10.20,4851.56,-177.03,228.85,560.80,-836.39,202403.00,13292.72,4517.81,1583.12,6101.13,1607.74,4493.39,2781.47,1711.72,431.12,1256.48,-0.20,1280.60,0.00,33.99,9.63,11.26,16607.36,1195.61,140752.87
Adani Enterp.,512599,ADANIENT,Trading,3160.90,102219.98,12.28,4155.43,9.87,35.27,2.11,96420.98,11376.60,1146.39,12938.27,3042.15,9896.12,4554.70,4926.14,1631.51,3510.12,-415.28,3335.27,148.20,52.26,2332.96,11.80,3.75,12557.23,4582.51,3262.37,28.42,11378.27,4430.60,1770.91,1854.36,1366.68,202403.00,127539.50,8817.69,834.23,9999.72,2436.14,7563.58,3968.90,3246.88,1037.94,2664.31,-347.80,2421.60,136.80,6.91,2.09,21.61,99392.05,3335.27,360342.95
Adani Green,541450,ADANIGREEN,Power Generation And Supply,1881.40,9893.00,77.19,1346.67,9.81,7.73,1.14,9220.00,7318.00,1262.00,8847.00,1903.00,6944.00,5006.00,1671.00,411.00,1263.07,-267.00,1260.00,0.00,0.00,79.00,79.37,15.69,7636.00,5053.00,2045.00,6.94,6891.00,1566.00,92.00,448.00,1057.00,202403.00,7776.00,4970.00,667.00,5870.00,1300.00,4570.00,2911.00,1426.00,453.00,1132.15,-233.00,973.00,0.00,63.91,14.56,6.15,9220.00,1260.00,298019.87
Adani Ports,532921,ADANIPORTS,Miscellaneous,1588.00,28022.60,59.22,9975.35,12.93,42.17,0.00,26710.56,15589.41,670.56,17079.94,3888.46,13191.48,2732.94,9638.57,1534.58,8865.88,-819.97,8103.99,1296.09,0.00,1898.35,58.36,33.19,16593.68,2584.31,3950.75,37.55,14299.08,9091.84,1393.42,1648.64,681.86,202403.00,20851.91,10947.13,327.11,12487.30,3424.71,9062.59,2362.64,5486.89,96.04,6290.55,-1213.06,5390.85,1080.08,52.50,30.63,24.58,26710.56,8103.99,343030.06
Adani Power,533096,ADANIPOWER,Power Generation And Supply,726.35,54301.34,38.42,15982.16,32.25,41.44,0.95,50351.25,18227.62,9883.31,28114.93,3931.33,24183.60,3388.09,20791.51,-37.28,20832.79,-4.00,20828.79,15.43,0.00,644.17,36.20,41.37,20860.78,3316.09,3992.37,54.00,20213.49,15982.16,155.28,915.24,3345.08,202403.00,38773.30,10096.34,4215.54,14350.46,3303.68,11046.78,3333.50,7674.70,-3051.94,10765.22,-38.58,10726.64,0.00,26.04,27.76,27.81,50351.25,20828.79,280148.76
Adani Total Gas,542066,ATGL,Miscellaneous,908.90,4564.17,25.22,689.12,21.20,6.27,0.00,4474.74,1103.72,61.92,1165.15,157.88,1007.27,111.45,896.31,228.81,667.14,0.49,667.50,27.50,63.64,67.11,24.67,14.91,1150.86,114.21,170.85,6.07,1040.93,689.12,186.97,237.60,60.92,202403.00,4378.19,869.87,54.20,923.51,113.10,810.41,78.43,732.54,186.05,546.07,0.56,546.49,27.50,19.87,12.47,4.97,4474.74,667.50,99961.74
Adani Wilmar,543458,AWL,Solvent Extraction,383.15,50613.79,3.22,689.06,10.41,4.93,0.00,49242.58,1140.75,236.44,1408.60,321.59,1087.01,674.37,381.23,103.07,296.39,-31.41,278.16,0.00,88.28,375.00,2.32,0.60,1627.44,669.72,324.88,2.14,1587.93,640.15,233.73,224.55,231.86,202403.00,55262.45,916.80,956.09,1875.66,319.30,1556.36,728.93,824.66,217.42,609.28,-2.77,607.24,0.00,1.66,1.10,4.67,49242.58,278.16,49797.19
Adarsh Plant,526711,,Packaging,32.50,18.87,2.70,0.24,11.70,0.24,0.00,18.65,0.76,0.00,0.76,0.06,0.70,0.21,0.49,0.00,0.49,0.00,0.49,0.00,77.05,0.86,4.08,2.63,0.51,0.21,0.08,0.49,0.43,0.24,0.00,0.00,0.00,202403.00,17.20,0.40,0.02,0.42,0.08,0.34,0.21,0.13,0.00,0.14,0.00,0.14,0.00,2.33,0.81,0.14,18.64,0.49,32.21
ADC India,523411,,Telecommunications - Equipment,1872.35,178.74,14.58,20.69,45.23,44.98,0.00,178.74,26.06,1.93,27.99,0.21,27.78,0.03,27.75,7.06,20.69,0.00,20.69,13.80,74.38,4.52,14.58,11.58,26.06,0.03,0.21,44.98,27.78,20.69,5.39,7.06,1.93,202403.00,142.91,10.25,1.10,11.35,0.21,11.14,0.09,11.05,2.87,8.17,0.00,8.17,1.84,7.17,5.72,17.76,169.14,12.90,861.28
Adcon Capital,539506,,Finance & Investments,0.82,1.68,62.50,0.90,3.33,0.05,0.00,1.68,1.05,0.00,1.05,0.00,1.05,0.00,1.05,0.15,0.90,0.00,0.90,0.00,0.00,0.14,62.50,53.57,1.05,0.00,0.00,0.05,1.05,0.90,0.15,0.15,0.00,202403.00,0.56,-0.67,0.00,-0.67,0.00,-0.67,0.00,-0.67,0.01,-0.68,0.00,-0.68,0.00,-119.64,-121.43,-0.02,1.63,0.24,16.26
Add-Shop E-Reta.,541865,,Trading,14.19,203.06,3.74,3.16,6.15,1.12,0.00,203.06,7.59,0.00,7.59,0.50,7.09,1.02,6.07,2.90,3.16,0.00,3.16,0.00,85.80,2.51,3.74,1.56,7.59,1.02,0.50,1.12,7.09,3.16,2.85,2.90,0.00,202403.00,197.33,29.18,-0.15,29.18,0.54,28.64,1.00,27.49,8.32,19.27,-0.15,19.16,0.00,14.79,9.77,6.77,191.57,12.60,40.18
Addi Industries,507852,,Textiles - Products,49.02,0.00,,4.67,8.38,4.33,0.00,0.00,-0.94,7.43,6.49,0.14,6.35,0.02,6.33,1.67,4.67,0.00,4.67,0.00,,0.55,,,-0.94,0.02,0.14,4.33,6.35,4.67,0.92,1.67,7.43,202403.00,0.00,-0.88,22.35,3.17,0.14,3.03,0.01,21.32,4.28,2.37,18.30,17.04,0.00,,,15.78,0.00,3.23,52.92
Addictive Learn,,LAWSIKHO,Miscellaneous,273.70,63.96,19.64,6.53,440.99,4.10,-26.20,63.96,12.56,0.00,12.56,2.77,9.79,0.00,9.79,3.26,6.53,0.00,6.53,0.00,0.00,7.53,19.64,10.21,12.56,0.00,2.77,4.10,9.79,6.53,2.59,3.26,0.00,202403.00,33.53,5.09,0.01,5.10,0.10,5.00,1.75,3.25,0.78,2.47,0.00,2.47,0.00,15.18,7.37,2470.00,,,435.45
Adeshwar Meditex,543309,,Healthcare,25.81,79.85,6.49,2.01,9.55,1.39,0.00,79.85,5.18,0.13,5.31,0.60,4.71,1.92,2.79,0.78,2.01,0.00,2.01,0.00,87.41,1.76,6.49,2.52,5.18,1.92,0.60,1.39,4.71,2.01,0.80,0.78,0.13,202403.00,82.36,5.18,0.31,5.49,0.53,4.96,2.05,2.91,0.83,2.07,0.00,2.07,0.00,6.29,2.51,1.43,,,37.25
ADF Foods,519183,ADFFOODS,Food - Processing - Indian,228.67,529.52,19.38,73.45,19.54,6.85,-0.09,520.33,105.01,11.00,110.83,15.59,95.24,2.34,98.08,24.28,69.98,5.18,73.79,13.41,38.17,33.92,20.18,13.45,102.62,2.44,16.42,6.85,99.79,73.45,24.66,23.90,13.59,202403.00,450.28,80.84,11.01,88.64,13.74,74.90,2.65,75.46,19.60,53.57,3.21,55.86,11.18,17.95,11.90,5.10,520.32,73.79,2512.25
Adhbhut Infra.,539189,,Construction,27.08,2.56,83.20,0.87,,0.79,0.00,2.56,2.13,0.24,2.37,1.05,1.32,0.25,1.07,0.20,0.87,0.00,0.87,0.00,0.00,0.12,83.20,33.98,2.13,0.25,1.05,0.79,1.32,0.87,0.20,0.20,0.24,202403.00,2.12,1.04,-11.57,2.03,0.70,1.33,0.23,-11.46,0.21,1.11,-12.56,-11.67,0.00,49.06,52.36,-10.61,3.48,1.20,29.79
Adinath Exim Res,532056,,Finance & Investments,23.49,1.03,71.84,0.56,4.04,1.30,0.00,1.03,0.74,0.00,0.74,0.00,0.74,0.00,0.74,0.18,0.56,0.00,0.56,0.00,0.00,0.06,71.84,54.37,0.74,0.00,0.00,1.30,0.74,0.56,0.18,0.18,0.00,202403.00,1.00,0.68,0.00,0.68,0.00,0.68,0.00,0.68,0.00,0.68,0.00,0.68,0.00,68.00,68.00,1.57,1.02,0.77,10.15
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,30.67,0.00,,0.48,25.61,0.70,0.00,0.00,-1.15,1.89,0.74,0.06,0.68,0.04,0.64,0.16,0.48,0.00,0.48,0.00,,0.79,,,-1.15,0.04,0.06,0.70,0.68,0.48,0.04,0.16,1.89,202403.00,0.00,-1.09,1.84,0.75,0.07,0.68,0.00,0.68,0.03,0.65,0.00,0.65,0.00,,,0.95,0.00,0.60,20.89
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,165.60,429.60,42.87,59.89,12.61,10.60,0.00,394.57,169.82,0.41,170.27,8.23,162.04,93.07,68.93,15.96,53.00,-0.04,52.97,0.00,0.00,89.07,43.04,13.43,184.15,103.00,8.71,9.37,181.21,59.89,22.26,18.31,5.77,202403.00,266.76,92.10,11.92,104.13,6.66,97.47,50.69,46.67,12.78,33.98,-0.11,33.90,0.00,34.53,12.74,6.01,390.19,52.97,935.79
Aditya AMC,543374,ABSLAMC,Finance & Investments,686.00,1428.64,56.79,831.52,34.89,28.86,-0.31,1635.59,1043.61,4.99,1048.56,34.60,1013.96,5.85,1008.15,227.79,780.33,0.04,780.36,388.94,0.00,322.15,63.81,47.71,811.31,6.27,37.12,27.09,1078.65,831.52,217.00,240.86,304.46,202403.00,1349.13,827.71,4.57,832.14,34.32,797.82,4.10,793.86,197.48,596.27,0.14,596.38,295.20,61.35,44.20,20.71,1353.18,780.38,19763.64
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,335.50,13995.86,10.38,-628.02,0.40,-6.18,0.12,13995.86,1452.61,250.33,1702.94,1655.23,47.71,876.61,-828.90,-92.99,-628.02,0.00,-735.91,0.00,44.78,1826.25,10.38,-5.26,1452.61,876.61,1655.23,-6.18,47.71,-735.91,35.20,-92.99,250.33,202403.00,12417.90,1557.40,123.17,1637.69,1226.96,410.73,536.05,-82.44,-22.97,-61.96,42.88,-59.47,0.00,12.54,-0.82,-0.38,13468.94,-664.10,34090.21
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,211.59,36293.00,35.06,3445.06,9.95,13.25,-0.07,34524.36,12053.30,340.13,12393.43,193.82,12199.61,7617.25,4582.36,1143.47,3334.98,0.00,3438.89,0.00,0.00,1540.05,34.91,9.96,12723.10,8190.26,206.46,12.83,12935.43,3552.43,1160.88,1192.74,418.79,202403.00,30163.15,10191.31,310.75,10501.87,144.83,10357.04,4722.00,5635.23,811.16,4795.61,0.19,4824.07,0.00,33.79,15.99,19.83,34505.54,3438.89,55060.03
Aditya Consumer,540146,,Trading,79.99,93.37,3.78,1.20,5.49,-2.10,0.00,93.37,3.53,-3.66,4.14,2.27,1.87,0.78,-3.18,-0.11,1.20,-4.27,-3.07,0.00,64.90,15.24,3.78,1.29,3.53,0.78,2.27,-2.10,1.87,-3.07,0.00,-0.11,-3.66,202403.00,96.86,3.78,0.84,4.07,2.27,1.80,0.77,1.58,0.35,0.83,0.55,1.22,0.00,3.90,0.86,0.83,,,117.06
Aditya Ispat,513513,,Steel - Medium / Small,11.20,62.01,1.85,-2.31,0.72,-4.32,0.00,62.01,1.15,0.67,1.82,1.50,0.32,2.99,-2.67,-0.35,-2.31,0.00,-2.31,0.00,94.63,0.84,1.85,-3.73,1.15,2.99,1.50,-4.32,0.32,-2.31,0.00,-0.35,0.67,202403.00,53.33,4.48,0.12,4.58,1.23,3.35,2.97,0.40,0.10,0.28,0.02,0.30,0.00,8.40,0.53,0.56,62.50,0.19,5.99
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,24.95,60.59,5.50,0.95,5.24,0.57,0.00,61.26,4.41,1.66,6.07,2.59,3.48,1.62,1.86,0.01,1.86,0.00,1.86,0.00,46.44,10.98,7.20,3.04,3.33,1.54,2.56,1.11,2.49,0.95,0.00,0.01,1.72,202403.00,68.89,7.17,0.59,7.76,2.28,5.48,1.64,3.84,1.63,2.21,0.00,2.21,0.00,10.41,3.21,1.32,61.26,1.85,41.77
Aditya Vision,540205,,Trading,4448.15,1990.84,9.51,92.73,21.75,73.82,-0.20,1743.29,169.91,4.10,176.44,28.58,147.86,38.76,106.67,29.60,78.83,-2.43,77.07,18.08,84.07,56.75,9.75,4.52,189.31,36.52,30.47,60.12,165.67,92.73,34.55,36.42,6.83,202403.00,1322.23,132.99,2.93,135.84,20.42,115.42,29.51,85.99,21.85,64.08,0.08,64.14,9.02,10.06,4.85,53.32,1743.29,77.07,5723.13
Adjia Tech,543269,,Computers - Software - Medium / Small,45.10,0.33,81.82,0.07,3.65,0.80,0.00,0.33,0.27,0.00,0.27,0.19,0.08,0.00,0.08,0.01,0.07,0.00,0.07,0.00,0.00,0.02,81.82,21.21,0.27,0.00,0.19,0.80,0.08,0.07,0.00,0.01,0.00,202403.00,0.15,0.10,0.00,0.10,0.19,-0.09,0.00,-0.09,0.00,-0.09,0.00,-0.09,0.00,66.67,-60.00,-1.02,,,3.97
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,15.59,0.00,,-0.17,,-0.29,0.00,0.00,-0.18,0.03,-0.15,0.00,-0.15,0.00,-0.15,0.00,-0.15,0.00,-0.15,0.00,,0.04,,,-0.20,0.00,0.00,-0.26,-0.17,-0.17,0.00,0.00,0.03,202403.00,0.00,-0.80,-3.35,0.20,0.09,0.11,0.00,-4.24,0.00,0.12,-4.35,-4.23,0.00,,-56.76,-7.23,0.00,-0.15,9.12
