Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Ace Soft. Exp.,531525,,Computers - Software - Medium / Small,339.00,8.00,291.87,26.33,3.11,36.75,0.69,43.94,-39.01,-70.08,30.08,8.00,36.75,29.09,0.05,0.36,22.22,2.64,0.06,1.01,0.00,92.08,1.46,0.01,96.68,3.14,1710.90,0.97,-13.82,0.00,110.00,-65.35,5.79,263.81,18.63,-65.35,11.51,301.33,216.96
Achyut Healthcar,543499,,Trading,55.20,15.13,-16.26,123.35,107.35,,1.29,346.42,19.23,214.19,23.28,15.13,,125.01,-0.05,0.00,30.49,-39.25,0.00,1.06,0.00,7.04,0.25,0.00,72.81,9.20,37.21,0.91,-4.79,0.00,11.80,-257.60,3.29,492.11,12.66,-258.00,6.96,,92.88
ACI Infocom,517356,,Computers - Software - Medium / Small,2.34,27.80,32.87,143.50,87.88,,5.21,747.31,1300.00,200.00,16.90,27.80,,143.50,0.49,0.00,6.97,4.67,0.00,1.01,0.00,0.32,-0.19,0.00,47.64,36.24,107.08,0.64,2.02,0.00,0.53,6.03,0.73,439.45,0.63,6.03,4.41,184.64,25.85
Acknit Indus.,530043,,Textiles - Products,317.45,0.44,-63.07,9.01,1.53,5.82,0.89,44.45,53.50,47.74,78.81,0.44,5.82,11.15,-0.33,6.85,136.36,-1.20,0.78,1.83,5.33,290.32,-62.11,0.01,69.67,14.07,60.33,0.86,0.91,5.33,405.03,-11.16,11.88,13.77,326.93,-11.31,4.17,31.43,96.50
Acme Resources,539391,,Finance & Investments,38.50,10.13,-41.87,37.87,17.89,10.43,3.48,184.76,-191.14,-52.82,127.28,10.13,10.43,37.87,0.33,6.87,18.12,-1.71,0.09,1.12,0.00,30.32,-11.56,0.01,30.27,49.66,74.92,0.50,1.69,0.00,27.18,-96.06,6.47,45.21,7.03,-96.22,2.62,-68.83,99.11
Acrow India,513149,,Diversified - Medium / Small,675.00,,-164.19,54.67,35.85,,1.48,,-26.32,,23.28,,,95.98,-0.05,0.00,22.00,-1.08,0.01,0.99,0.00,198.89,-0.46,0.00,21.74,28.57,12.50,0.71,-4.65,0.00,333.55,-49.39,-0.98,92.37,307.83,-52.68,5.27,308.57,43.20
Action Const.Eq.,532762,ACE,Engineering,1343.55,5.34,84.93,31.25,1.38,17.67,1.09,11.76,-14.49,-12.15,1229.84,5.34,17.67,32.85,0.08,0.01,975.64,17.42,0.04,1.53,3.63,680.09,0.39,0.00,66.58,20.73,108.79,0.79,6.77,3.63,259.38,36.92,29.97,603.66,29.59,36.91,14.91,190.06,15999.42
Active Clothing,541144,,Textiles - Products,92.26,0.67,55.00,10.77,1.35,1.73,3.04,46.81,38.14,-28.31,69.20,0.67,1.73,16.38,-0.37,17.67,156.95,1.74,1.25,2.88,0.00,35.23,-59.98,0.00,47.79,35.95,105.71,0.64,1.11,0.00,56.08,6.89,7.57,60.96,64.14,6.89,3.20,106.81,143.12
AD Manum Finance,511359,,Finance & Investments,77.99,4.87,-156.68,5.10,5.81,9.47,0.14,18.80,-56.72,-40.17,70.86,4.87,9.47,5.12,0.17,0.97,2.62,-0.51,0.11,1.06,0.00,101.48,-11.93,0.01,66.04,20.01,94.73,0.80,1.26,0.00,156.67,41.19,10.44,5.60,3.01,41.19,3.15,33.05,58.49
Adani Energy Sol,539254,ADANIENSOL,Power Generation And Supply,1261.80,7.68,-1026.43,26.18,0.95,1.64,9.70,16.95,-412.27,14.27,12641.55,7.68,1.64,36.19,-0.14,31.00,45028.19,-0.28,3.12,4.45,0.00,69.67,-26.44,0.01,86.98,6.39,83.94,0.94,2.43,0.00,56.23,23.31,9.88,1443.89,27.84,23.31,4.80,1146.57,140752.87
Adani Enterp.,512599,ADANIENT,Trading,3160.90,3.53,-56.24,28.59,0.80,2.48,2.03,-1.29,403.13,-12.71,39076.09,3.53,2.48,36.79,-0.08,19.58,99843.67,-6.39,1.82,3.86,4.57,381.70,-17.76,0.02,63.61,15.57,47.57,0.84,4.02,4.57,521.59,34.94,8.68,799.56,-11.53,34.94,4.79,247.22,360342.95
Adani Green,541450,ADANIGREEN,Power Generation And Supply,1881.40,30.12,-56.63,39.63,0.47,1.36,6.13,86.76,102.90,12.19,7496.00,30.12,1.36,51.39,-0.14,51.47,77294.00,-7.44,8.67,10.34,0.00,118.61,-18.86,0.02,78.45,13.46,130.69,0.87,5.50,0.00,90.71,38.64,8.41,8798.89,54.19,38.64,6.02,634.33,298019.87
Adani Ports,532921,ADANIPORTS,Miscellaneous,1588.00,12.24,59.26,21.09,1.02,5.53,2.02,32.24,54.22,9.61,52778.24,12.24,5.53,26.92,-0.01,6.10,95119.03,5.67,0.95,2.17,15.98,704.19,-12.44,0.02,96.15,2.06,110.47,0.98,2.62,15.98,481.47,22.84,11.14,223.54,41.83,22.84,6.06,106.16,343030.06
Adani Power,533096,ADANIPOWER,Power Generation And Supply,726.35,5.16,35.68,12.71,1.60,6.10,0.20,31.86,42.95,11.91,43145.03,5.16,6.10,15.22,0.00,1.66,81242.82,10.47,0.84,2.06,0.07,394.74,-10.38,0.02,73.04,19.00,174.35,0.81,2.47,0.07,322.95,19.77,21.39,113.77,44.86,19.77,7.07,71.60,280148.76
Adani Total Gas,542066,ATGL,Miscellaneous,908.90,21.90,-779.14,83.40,0.57,9.11,6.38,-3.97,2.31,-1.84,3580.32,21.90,9.11,97.09,0.02,2.33,4495.23,-2.70,0.46,1.71,4.12,95.79,-1.21,0.00,52.44,27.86,74.14,0.72,10.85,4.12,67.75,104.66,22.28,4050.08,-1.65,104.66,26.20,581.71,99961.74
Adani Wilmar,543458,AWL,Solvent Extraction,383.15,0.98,-5629.01,25.88,1.28,2.37,-18.11,9.74,106.98,8.24,8272.03,0.98,2.37,31.17,0.06,8.49,10342.20,-0.08,0.30,2.32,0.00,79.40,0.37,0.06,78.07,6.66,34.06,0.93,5.52,0.00,83.99,135.90,15.25,435.07,37.93,135.90,8.14,153.91,49797.19
Adarsh Plant,526711,,Packaging,32.50,1.71,46.63,71.57,1.71,2.05,6.66,27.61,-173.91,-25.64,1.46,1.71,2.05,84.88,-0.09,9.22,5.75,11.53,3.11,5.74,0.00,2.12,-13.32,0.00,65.34,18.71,76.63,0.81,5.51,0.00,2.83,63.09,7.15,2960.67,5.26,63.16,8.97,-189.47,32.21
ADC India,523411,,Telecommunications - Equipment,1872.35,4.82,111.37,29.17,2.98,926.00,1.45,35.86,8.78,4.85,70.85,4.82,926.00,29.39,0.07,0.00,66.88,12.59,0.04,1.29,66.70,749.08,4.87,0.04,73.21,18.94,176.48,0.81,11.09,66.70,394.81,44.33,30.49,506.22,139.33,44.33,17.59,124.10,861.28
Adcon Capital,539506,,Finance & Investments,0.82,9.68,-1.75,15.42,61.80,,0.25,1954.17,69.23,-12.20,33.00,9.68,,15.42,-0.98,0.00,32.83,-29.43,0.00,0.96,0.00,1.03,0.43,0.01,7.36,72.30,26.15,0.28,-0.23,0.00,1.38,-9.57,4.13,8.31,1.66,-9.56,3.48,73.91,16.26
Add-Shop E-Reta.,541865,,Trading,14.19,0.20,-1.78,6.82,7.55,6.95,0.43,54.60,-377.38,2.44,110.03,0.20,6.95,7.31,-1.32,4.04,116.97,-19.56,0.12,1.26,0.00,136.33,-28.92,0.02,1.10,67.71,2.38,0.32,-0.24,0.00,31.24,-1.40,37.84,4.71,39.18,-1.40,4.59,-5.75,40.18
Addi Industries,507852,,Textiles - Products,49.02,,4.08,-0.68,252.88,317.50,0.20,,169.51,,77.38,,317.50,-0.70,1.04,0.01,65.05,17.13,0.01,0.99,0.00,49.80,106.92,1.13,38.95,30.65,39.26,0.69,-2.10,0.00,83.52,-6.05,3.68,7.70,55.98,-6.05,3.67,23.95,52.92
Addictive Learn,,LAWSIKHO,Miscellaneous,273.70,6.81,-494.53,30.73,5.15,,,65.31,-25.40,6.49,51.75,6.81,,39.42,0.03,0.00,60.94,-39.64,0.00,4.70,0.00,417.79,0.39,0.00,48.84,24.81,45.97,0.75,8.77,0.00,62.67,23.90,496.74,429.42,26.27,23.91,11.65,,435.45
Adeshwar Meditex,543309,,Healthcare,25.81,0.47,22.48,9.41,2.06,2.45,-7.99,52.87,75.34,-27.39,34.91,0.47,2.45,10.61,-0.16,6.91,45.75,3.35,0.40,2.04,0.00,19.93,-32.19,0.05,42.43,28.31,41.04,0.72,1.57,0.00,27.53,9.68,8.82,19.83,29.32,9.70,3.97,,37.25
ADF Foods,519183,ADFFOODS,Food - Processing - Indian,228.67,4.74,96.52,21.52,5.21,40.90,1.54,43.13,-42.53,-20.84,441.14,4.74,40.90,25.06,0.09,0.76,415.80,5.34,0.15,1.21,17.81,134.55,0.03,0.03,59.74,12.87,28.07,0.87,4.55,17.81,78.69,35.98,18.86,194.60,20.78,35.97,10.50,174.58,2512.25
Adhbhut Infra.,539189,,Construction,27.08,11.64,241.52,13.59,3.54,5.28,0.73,106.25,133.33,66.67,-6.13,11.64,5.28,24.40,-0.07,3.29,31.32,-3.22,-0.47,-5.27,0.00,,-8.12,0.01,7.44,92.56,,0.07,24.32,0.00,,96.09,43.95,,2.47,96.10,1.52,425.57,29.79
Adinath Exim Res,532056,,Finance & Investments,23.49,9.85,81.90,13.69,9.00,,2.25,7.77,15.38,4.00,19.48,9.85,,13.69,0.43,0.00,0.09,0.67,0.00,0.97,0.00,21.63,0.00,0.00,33.29,38.99,46.81,0.61,-0.76,0.00,36.27,-91.82,4.29,9.42,0.19,-92.27,2.31,67.67,10.15
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,30.67,,-16.25,27.96,1.59,17.00,1.75,,-11.76,,2.89,,17.00,30.43,-0.05,0.02,1.21,-48.34,0.00,1.36,0.00,7.14,0.96,0.01,60.50,13.70,32.14,0.86,-1.39,0.00,8.20,-14.09,22.32,314.65,0.88,-14.11,9.72,139.27,20.89
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,165.60,2.18,-3.42,7.61,1.87,1.76,0.39,112.57,-0.61,3.33,162.71,2.18,1.76,7.97,-0.55,26.40,519.86,-21.31,8.69,10.69,0.00,98.11,-56.06,0.78,81.83,12.42,176.69,0.88,-0.53,0.00,82.86,-2.11,11.14,89.87,85.59,-2.11,1.58,57.20,935.79
Aditya AMC,543374,ABSLAMC,Finance & Investments,686.00,13.83,36.58,17.71,1.39,172.03,2.01,5.21,13.12,5.76,3168.88,13.83,172.03,18.32,0.24,0.10,187.17,18.59,0.03,0.99,49.84,362.90,-0.08,0.01,86.76,6.34,79.56,0.94,2.93,49.84,267.27,28.86,37.62,148.32,2.58,28.86,11.75,83.85,19763.64
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,335.50,2.44,85.39,25.30,1.01,0.05,,21.03,-147.54,-18.24,4033.78,2.44,0.05,902.94,-0.15,-12.84,14980.55,3.38,2.36,4.86,0.00,,-26.58,0.02,91.41,3.84,73.88,0.96,2.92,0.00,,25.41,2.87,,28.96,25.41,3.47,-148.50,34090.21
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,211.59,1.52,-3.06,12.30,0.08,1.58,0.49,-236.04,-39.51,-19.26,26817.26,1.52,1.58,12.49,-0.68,32.03,-83918.92,-14.68,4.18,7.68,0.00,190.02,-197.42,0.05,61.54,14.32,36.51,0.86,-0.45,0.00,175.35,-2.28,9.78,32.76,-329.20,-2.28,0.44,72.56,55060.03
Aditya Consumer,540146,,Trading,79.99,1.25,23.77,27.54,1.74,2.40,-4.87,18.61,-2118.75,1.42,24.52,1.25,2.40,60.97,0.17,-2.05,31.38,14.41,0.26,1.77,0.00,,2.61,0.08,22.52,46.23,33.32,0.54,1.76,0.00,,20.63,4.47,465.31,11.90,20.68,8.56,124.53,117.06
Aditya Ispat,513513,,Steel - Medium / Small,11.20,0.10,12.60,21.60,0.97,0.11,,30.66,,58.72,8.55,0.10,0.11,122.84,-4.46,-14.49,42.08,1.08,3.88,5.72,0.00,,-556.59,0.03,64.91,13.85,42.31,0.86,0.22,0.00,,1.17,4.52,,35.20,1.15,2.35,-2.57,5.99
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,24.95,0.69,15.84,11.38,0.86,1.62,2.86,9.99,-139.60,20.37,48.96,0.69,1.62,23.09,0.05,8.53,62.72,3.96,0.32,1.49,0.00,11.52,-37.63,0.00,51.88,22.03,43.80,0.78,0.58,0.00,19.32,4.72,8.50,37.37,3.62,4.73,3.01,-70.80,41.77
Aditya Vision,540205,,Trading,4448.15,2.87,-449.46,30.31,2.80,4.54,0.90,25.93,576.18,136.59,486.71,2.87,4.54,35.89,-0.03,4.13,769.25,-1.88,0.65,1.53,23.45,2226.23,-3.89,0.01,79.21,11.92,106.41,0.88,26.83,23.45,794.11,-937.60,23.17,723.36,400.15,-935.15,14.85,107.82,5723.13
Adjia Tech,543269,,Computers - Software - Medium / Small,45.10,12.03,-1217.70,14.59,9.08,,,309.09,433.33,100.00,2.21,12.03,,49.25,-0.11,0.71,2.23,-0.15,0.02,1.03,0.00,47.15,0.50,0.02,97.77,0.86,61.07,0.99,-2.18,0.00,21.19,405.90,-2.53,102.08,11.33,397.00,4.81,,3.97
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,15.59,,135.63,-62.12,0.03,,,,-150.00,,-1.71,,,-62.12,-0.93,-9.87,0.02,-28.37,-0.87,-0.03,0.00,,-15.79,0.01,24.06,46.19,37.36,0.54,-0.32,0.00,,-452.11,-2.53,,0.03,-456.00,291.53,-91.20,9.12
Ador Fontech,530431,,Electrodes - Welding Equipment,141.20,2.42,29.40,13.22,4.84,3075.00,1.26,48.78,-44.33,-21.17,132.25,2.42,3075.00,14.58,0.23,0.00,126.74,12.98,0.07,1.19,88.46,69.85,7.34,0.09,57.56,16.79,37.69,0.83,2.30,88.46,74.26,25.57,23.60,81.42,28.43,25.57,8.84,118.51,494.20
Ador Multi Prod.,523120,,Personal Care - Indian,34.55,2.40,-2.79,-7.58,1.57,-9.46,,22.59,1514.29,-29.31,11.03,2.40,-9.46,-6.07,-0.98,0.00,4.85,-82.81,0.00,1.22,0.00,,0.43,0.00,32.39,22.45,16.10,0.78,-0.24,0.00,,-30.07,-48.44,,3.23,-29.91,5.07,-14.17,16.15
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1433.45,2.11,270.14,18.22,2.03,21.06,1.36,21.23,-18.91,-6.87,362.38,2.11,21.06,20.87,0.04,0.70,349.18,1.93,0.23,1.34,39.82,779.13,-4.14,0.00,55.01,19.01,40.26,0.81,4.68,39.82,543.89,56.51,23.67,156.34,144.26,56.51,9.80,128.76,1949.49
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,17.75,2.76,-12.76,12.47,2.60,16.88,0.61,50.44,16.56,8.90,35.34,2.76,16.88,17.40,0.00,1.15,32.93,-11.11,0.21,1.16,0.00,6.85,-2.61,0.02,44.36,28.86,47.79,0.71,8.83,0.00,9.01,-25.59,15.08,62.26,5.06,-39.93,4.44,37.53,68.68
Advait Infratech,543230,,Construction,2007.40,9.81,-389.02,52.94,1.29,5.26,1.63,38.74,-5.98,-17.85,73.44,9.81,5.26,56.78,0.00,2.70,123.51,-5.48,0.81,2.14,0.00,566.97,-0.79,0.02,86.76,11.18,469.88,0.89,57.44,0.00,186.42,-196.88,30.07,2610.96,79.32,-197.03,19.12,283.41,2049.08
Advance Lifes.,521048,,Textiles - Jute - Yarn / Products,44.17,,228.21,20.79,2.55,1.31,2.14,,0.00,,26.41,,1.31,20.79,-1.53,191.86,24.51,0.17,1.53,2.80,0.00,10.70,-146.40,0.00,37.26,31.84,38.38,0.68,-3.26,0.00,17.94,-34.23,1.34,37.63,39.50,-34.38,1.73,305.56,27.50
Advance Meter.,534612,,Electric Equipment,38.31,3.72,616.79,16.48,4.24,-1.16,,302.06,-723.91,-21.63,99.18,3.72,-1.16,-54.78,0.68,-6.36,110.55,0.09,0.16,1.21,0.00,,-1.72,0.37,31.96,40.71,47.63,0.59,1.21,0.00,,220.28,-2.08,,30.99,219.75,2.62,-21.44,61.53
Advance Petroch.,506947,,Chemicals,200.45,0.51,45.48,13.95,1.05,1.35,5.51,19.10,560.00,40.90,3.74,0.51,1.35,22.16,-0.16,40.77,12.48,3.39,2.40,5.13,0.00,79.32,-46.18,0.03,49.36,32.05,85.09,0.68,0.89,0.00,47.81,16.40,14.37,395.24,74.67,16.40,3.59,78.43,18.04
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,6.65,16.04,2.74,-50.71,1.51,-19.67,,7217.39,90.24,-100.00,6.00,16.04,-19.67,-33.95,-3.68,-5.26,35.88,6.26,5.45,7.62,0.00,,-442.82,0.02,44.65,31.09,57.21,0.69,0.33,0.00,,1.04,-3.88,,29.91,1.04,1.37,-52.71,7.38
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,433.15,7.76,49.74,19.57,3.83,50.33,6.39,52.10,-29.72,-1.94,1324.13,7.76,50.33,22.89,0.19,0.35,1015.88,7.12,0.04,1.11,42.79,163.39,1.88,0.03,94.14,2.00,48.80,0.98,2.74,42.79,178.22,34.25,14.18,123.27,29.07,34.26,7.43,127.83,4843.66
Advani Hotels.,523269,ADVANIHOTR,Hotels,77.35,6.78,34.96,18.62,2.56,280.08,1.68,33.00,13.75,0.87,71.89,6.78,280.08,20.46,0.14,0.06,79.28,29.57,0.19,1.32,103.71,28.41,2.12,0.02,72.68,15.60,96.82,0.84,3.40,103.71,21.74,24.45,44.48,285.07,3.77,24.46,15.03,67.52,715.01
Advik Capital,539773,,Finance & Investments,2.84,0.13,-2.54,10.29,1.91,2.43,0.13,0.98,347.37,-28.78,112.64,0.13,2.43,10.64,-1.26,12.37,11.61,-29.25,0.71,1.54,0.00,7.10,-64.98,0.01,38.37,34.71,49.47,0.65,-0.34,0.00,3.35,-2.33,12.35,16.44,0.21,-2.33,6.56,51.74,121.60
Aegis Logistics,500003,AEGISLOG,Trading,735.35,3.94,-308.96,23.12,2.55,8.66,2.16,29.43,-33.39,-12.84,3894.35,3.94,8.66,26.28,0.02,3.97,6763.02,-1.28,0.73,1.93,20.04,326.95,-4.16,0.06,65.99,24.19,162.63,0.76,5.49,20.04,203.96,39.37,15.82,292.58,54.89,39.37,7.44,196.29,25810.79
Aelea,544213,,Food - Processing - Indian,186.40,2.67,-52.64,20.35,1.51,4.24,,35.44,,,45.93,2.67,4.24,21.98,,3.34,85.80,-9.41,,2.23,0.00,,-10.64,0.00,60.26,9.49,18.92,0.91,,0.00,,-57.70,20.69,,24.73,-57.61,8.80,,379.67
Aeonx Digital,524594,,Trading,128.00,1.72,-441.60,12.21,5.66,5.87,1.43,133.52,725.00,12.88,47.81,1.72,5.87,16.01,0.29,0.35,48.11,-0.29,0.21,1.20,0.00,70.24,1.78,0.15,32.72,40.85,50.59,0.59,8.50,0.00,117.80,-16.77,4.73,38.12,99.59,-16.77,4.45,55.03,58.88
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,151.56,6.06,257.17,27.34,3.46,47.40,1.07,61.57,23.06,13.54,293.25,6.06,47.40,30.57,0.09,0.00,287.40,3.37,0.00,1.00,7.74,65.87,5.38,0.03,44.77,23.22,32.48,0.77,7.24,7.74,41.22,44.63,32.21,303.21,15.39,44.64,11.49,158.32,1959.98
Aerpace Indus,534733,,Trading,44.88,,,,,-11.23,,,,,,,-11.23,,,,,,,,0.00,,,,100.00,0.00,1673.91,1.00,,0.00,,-303.72,0.00,,,-303.66,,,613.39
Aether Industri.,543534,AETHER,Chemicals,905.70,19.53,-43.64,63.08,5.77,14.37,3.63,207.33,2808.65,56.50,2068.93,19.53,14.37,80.82,0.04,1.63,2236.35,-15.85,0.07,0.90,0.00,383.24,3.37,0.03,43.50,17.13,18.93,0.83,178.18,0.00,152.83,-6127.34,18.75,704.58,96.09,-6125.04,10.49,368.93,12005.08
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1482.95,10.63,139.15,43.03,3.07,19.91,1.50,73.51,-1.03,2.62,2498.04,10.63,19.91,51.62,0.08,0.61,2680.11,7.03,0.08,1.06,0.00,869.89,5.03,0.05,88.52,4.15,50.07,0.96,9.22,0.00,303.03,79.27,21.45,544.71,102.54,79.30,12.71,240.19,20797.79
Affordable Robo.,541402,,Engineering,542.80,4.07,-693.46,50.85,1.54,3.54,86.70,54.93,321.64,151.86,104.47,4.07,3.54,56.48,0.00,7.61,111.20,-0.96,0.44,2.90,0.00,161.24,-7.24,0.00,30.18,36.23,32.55,0.64,23.96,0.00,106.75,-302.46,10.29,581.29,73.61,-303.71,6.47,,610.45
AFLOAT Enterpris,543377,,Trading,11.94,2.88,-4.06,60.22,85.67,,21.46,268.78,-176.92,-100.00,5.11,2.88,,67.75,-0.26,0.00,5.09,-26.64,0.00,1.07,0.00,2.43,0.55,0.01,50.49,25.38,53.08,0.75,-0.95,0.00,4.07,-14.08,2.20,194.02,11.04,-13.95,4.66,,5.44
Agarwal Float,,AGARWALFT,Trading,92.85,0.85,-43.98,51.13,2.19,1.18,,35.93,-177.27,-12.88,15.44,0.85,1.18,55.01,-0.31,69.63,28.65,-6.28,0.86,1.78,0.00,14.63,-18.69,0.01,100.00,0.00,165.29,1.00,-2.09,0.00,11.22,-82.53,15.20,1543.44,39.38,-83.04,8.15,,67.26
Agarwal Fortune,530765,,Trading,22.05,1.05,-32.61,78.20,2.08,,-2.43,7.59,0.00,-14.08,0.47,1.05,,78.20,-0.11,1.20,0.59,-45.51,472.90,1.68,0.00,1.75,-2864.99,0.02,16.76,50.62,26.00,0.49,-2.54,0.00,2.93,-64.31,-9.59,1274.78,1.60,-64.50,20.40,774.00,7.74
Agarwal Indl.,531921,AGARIND,Petrochemicals,1217.55,0.86,-36.95,11.91,1.23,7.16,0.32,13.32,37.57,59.05,511.02,0.86,7.16,14.34,0.00,3.30,872.23,-6.90,0.72,1.83,4.11,1587.15,-16.89,0.03,84.90,6.20,59.15,0.94,1.68,4.11,749.19,16.27,22.13,59.35,188.73,16.22,5.88,47.91,1821.19
AGI Greenpac,500187,AGI,Packaging,767.60,2.04,52.63,8.78,1.55,4.79,0.24,22.59,-2.09,-9.37,1814.61,2.04,4.79,12.19,0.17,2.45,2570.83,3.96,0.39,1.78,15.45,557.55,-7.11,0.06,32.93,29.51,25.88,0.70,1.14,15.45,494.87,8.44,13.80,54.20,84.79,8.44,4.46,78.54,4966.17
AGI Infra,539042,AGIIL,Construction,857.05,3.58,17.50,12.82,1.03,10.02,0.49,36.33,-37.40,9.67,224.65,3.58,10.02,14.86,0.16,2.64,357.41,20.47,0.71,4.09,0.00,886.78,-5.56,0.07,53.23,23.82,55.22,0.76,1.28,0.00,420.02,17.01,28.84,93.67,87.05,17.04,2.46,112.10,1047.03
Agio Paper,516020,,Paper,5.35,28.77,-21.90,-317.43,0.03,-0.16,,-2090.00,18.18,50.00,3.01,28.77,-0.16,-148.13,-1.74,-12.68,16.42,-2.37,4.56,7.92,0.00,,-157.82,0.01,51.62,30.88,91.07,0.69,-1.48,0.00,,-61.53,-2.33,,-3.89,-61.64,0.43,-47.94,8.63
Agni Green,,AGNI,Electric Equipment,45.20,2.50,1017.00,39.98,2.03,1.31,-7.95,68.56,125.00,47.34,30.84,2.50,1.31,44.16,0.00,23.29,27.89,0.22,0.51,1.47,0.00,14.07,-14.69,0.03,38.47,46.64,120.49,0.53,-26.36,0.00,8.31,-4407.00,3.07,664.58,12.40,-4415.00,5.37,,88.30
Agri-Tech India,537292,AGRITECH,Miscellaneous,236.07,876.44,-13.79,14.30,64.01,,0.23,56706.25,-83.53,,101.25,876.44,,14.32,-0.18,0.00,101.38,-10.03,0.41,1.10,0.00,149.53,-28.79,0.00,58.64,23.64,78.23,0.76,-1.33,0.00,250.77,-13.07,3.29,19.87,153.78,-13.15,4.93,100.16,140.23
Agro Phos India,,AGROPHOS,Fertilizers,45.99,0.87,-97.25,-59.44,1.40,-1.11,,44.36,54.20,-72.52,46.92,0.87,-1.11,-32.16,-0.10,-5.46,71.89,-1.24,0.61,2.43,0.00,,-30.19,0.02,39.66,30.05,39.36,0.70,1.67,0.00,,33.11,7.53,,23.41,33.06,3.76,-34.92,93.24
Agro Tech Foods.,500215,ATFL,Food - Processing - Indian,883.75,2.86,-122.17,74.10,2.23,3.37,-20.37,23.82,-86.49,1.25,500.25,2.86,3.37,267.68,0.03,4.03,528.68,-3.24,0.11,1.28,70.23,63.96,-1.99,0.00,53.71,18.92,37.13,0.81,5.37,70.23,107.26,34.44,4.72,2076.60,73.50,34.40,8.00,10768.50,2153.70
AGS Transact,543451,AGSTRA,Computers - Hardware,84.59,0.72,4.54,8.17,1.10,0.28,,42.83,411.24,-2.69,461.67,0.72,0.28,50.02,0.10,-13.98,1363.01,13.61,2.45,4.74,0.00,,-98.38,0.10,40.54,33.26,51.46,0.67,0.23,0.00,,2.96,7.76,,50.40,2.96,2.21,74.67,1034.14
Ahasolar Technol,543941,,Trading,432.30,3.17,-102.82,358.39,7.44,6.00,104.26,19.60,205.19,126.22,14.90,3.17,6.00,2150.33,0.04,0.00,10.16,-32.75,0.00,1.31,0.00,62.08,0.36,0.00,49.98,34.28,108.84,0.66,-33.73,0.00,12.20,-94.38,60.10,28249.00,26.58,-93.84,16.42,,133.25
Ahimsa Industrie,,AHIMSA,Plastics Products,27.60,1.04,10.82,283.83,3.26,-2.92,,63.99,-132.14,24.19,12.76,1.04,-2.92,-24.33,0.19,-2.30,14.24,8.36,0.17,1.46,0.00,,-12.84,0.01,100.00,0.00,82.78,1.00,0.78,0.00,,12.76,-1.80,,16.93,12.70,3.95,,15.11
Ahlada Engineers,,AHLADA,Steel - Medium / Small,112.14,0.56,12.23,5.04,1.75,5.25,2.79,39.78,146.62,175.59,137.50,0.56,5.25,7.48,0.16,3.15,180.57,6.99,0.50,1.55,0.00,107.35,-45.78,0.01,28.02,32.99,23.71,0.67,0.57,0.00,159.04,-723.30,10.00,11.15,80.04,-724.50,3.89,22.09,144.90
Ahluwalia Contr.,532811,AHLUCONT,Construction,1357.05,2.36,71.52,19.83,2.17,7.43,2.67,37.98,182.76,13.36,1599.95,2.36,7.43,23.53,0.14,0.28,1808.14,8.50,1.02,1.78,0.89,624.42,-9.36,0.08,79.24,12.02,108.97,0.88,3.66,0.89,548.36,35.32,24.48,222.43,218.55,35.31,7.38,157.11,9090.55
Ahm. Steelcraft,522273,,Trading,165.35,87.83,117.56,-25.61,16.71,-128.50,,693.51,-941.67,-66.67,23.11,87.83,-128.50,-24.42,0.26,0.00,5.34,2.40,0.00,1.07,0.00,,7.22,0.05,100.00,0.00,765.71,1.00,-4.73,0.00,,-157.66,-5.01,,13.02,-157.28,5.94,-54.10,67.63
AI Champ.Inds.,532806,,Textiles - Jute - Yarn / Products,52.53,3.65,17.93,-5.50,2.35,-28.07,,260.88,-651.14,-54.89,41.00,3.65,-28.07,-5.23,-0.45,-1.05,183.36,9.33,3.59,6.28,0.00,,-90.73,0.02,50.22,25.49,52.70,0.75,-1.23,0.00,,-5.57,-23.54,,37.50,-5.56,1.56,-3.94,161.55
