Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Kirloskar Oil,533293,KIRLOSENG,Engines,1178.60,2.90,-16.59,19.87,0.92,2.82,2.09,31.87,64.24,19.42,2676.21,2.90,2.82,22.42,-0.28,9.42,2940.97,-16.69,1.59,2.80,19.68,483.24,-21.99,0.02,73.33,18.72,172.54,0.81,-2.66,19.68,355.85,-36.48,12.67,247.54,129.53,-36.47,5.12,126.40,17096.62
Kisaan Parivar,519230,,Finance & Investments,29.59,8.68,23.32,29.20,,,,168.33,1044.44,,5.04,8.68,,29.20,0.09,0.00,5.05,32.75,0.00,0.68,0.00,,0.19,0.00,100.00,0.00,296.65,1.00,2.95,0.00,10.48,7.21,11.13,179.50,5.74,7.21,12.02,30.64,26.04
Kisan Mouldings,530145,,Plastics Products,66.95,3.13,40.90,-52.98,1.30,-5.09,,10.10,-96.64,14.76,202.39,3.13,-5.09,-35.30,0.11,0.03,167.15,10.16,0.08,1.46,0.00,8.36,2.37,0.02,68.59,28.37,640.60,0.72,3.64,0.00,14.02,64.11,-16.04,,2.16,64.09,6.03,264.84,799.81
Kitex Garments,521248,KITEX,Textiles - Products,227.63,2.45,-5.59,18.52,3.59,12.83,-5.61,80.41,31.86,5.43,904.59,2.45,12.83,22.60,-0.23,12.20,1626.19,-19.95,0.80,1.69,17.71,180.79,-43.02,0.06,47.39,20.85,31.12,0.79,1.46,17.71,161.01,-39.56,12.69,45.27,74.60,-39.56,2.71,76.68,1513.74
Kizi Apparels,,,Textiles - Products,,0.81,,12.14,2.21,2.51,,47.66,,,5.87,0.81,2.51,13.53,,7.15,11.00,,,1.14,0.00,,-30.39,0.01,,,,,,0.00,,,28.65,,18.58,-1642.00,5.34,,16.42
KJMC Corporate,532304,,Finance & Investments,76.49,3.12,52.03,5.83,6.02,16.24,0.46,154.11,-81.93,-9.36,58.71,3.12,16.24,6.56,1.96,0.28,17.90,1.09,0.01,0.97,0.00,83.71,25.51,0.26,80.00,12.44,131.79,0.88,0.92,0.00,140.38,3.08,2.53,6.66,37.97,3.10,2.61,200.20,30.03
KJMC Financial,530235,,Finance & Investments,70.97,7.33,-41.88,17.30,3.26,3.06,1.59,24.41,-91.30,9.26,131.88,7.33,3.06,19.35,3.95,8.41,1.83,-0.70,0.05,0.93,0.00,62.94,-20.23,0.01,83.52,9.59,116.37,0.90,-6.86,0.00,105.56,10.08,0.97,10.27,2.35,10.05,1.69,1698.00,33.96
KK Shah Hospital,544013,,Healthcare,53.10,5.32,,32.72,3.83,,,22.53,54.17,2.95,14.09,5.32,,50.49,,0.00,3.42,,0.00,0.72,55.82,43.06,2.24,0.04,20.73,40.87,22.07,0.59,,55.82,20.42,-62.26,7.30,152.30,2.25,-62.33,6.05,361.50,36.15
KKalpana Inds.,526409,,Plastics Products,13.81,2.09,-65.19,17.35,8.06,1.27,-3.66,59.40,216.22,-19.89,35.93,2.09,1.27,24.79,0.25,200.73,79.80,-2.41,1.80,2.55,0.00,0.96,-45.33,0.06,69.25,14.49,61.71,0.86,0.45,0.00,1.42,69.12,6.89,681.57,3.92,69.10,4.50,151.06,129.91
Kkalpana Plastic,523652,,Plastics Products,36.20,,-42.36,-498.75,104.17,,,,-300.00,,6.21,,,-498.75,-0.07,0.00,6.19,-7.56,0.00,1.01,0.00,,0.35,0.00,94.08,3.95,189.60,0.96,-3.58,0.00,,-46.30,-2.93,,11.25,-46.56,7.67,-333.67,20.02
KKRRAFTON Develo,521238,,Computers - Hardware,190.90,72.45,-57.97,400.32,2.50,,2.55,390.30,460.42,2253.33,101.04,72.45,,400.32,-0.03,1.11,100.57,-58.94,0.04,0.84,0.00,5.31,-0.18,0.00,81.69,17.14,1205.75,0.83,-7.73,0.00,8.90,-19.34,8.55,10351.14,10.28,-19.34,19.88,693.77,1866.23
KKV Agro Powers,,KKVAPOW,Trading,912.00,0.03,30.12,17.55,0.99,1.64,-5.78,0.76,-160.29,-48.29,20.34,0.03,1.64,37.42,0.08,45.89,33.95,5.17,0.55,2.27,63.33,442.04,-15.78,0.08,43.04,33.19,60.10,0.67,1.02,63.33,200.38,18.24,9.74,465.30,196.83,17.23,35.18,,51.70
KLG Capital,530771,,Finance & Investments,13.00,5.78,-12.61,-109.50,0.26,,,-361.11,233.33,0.00,7.45,5.78,,-109.50,-0.17,-5.75,-2.60,-4.27,0.03,1.50,0.00,,-5.29,0.00,88.07,7.41,144.36,0.93,-1.85,0.00,,104.00,-0.41,,-8.13,104.00,1.30,104.00,4.16
KM Sugar Mills,532673,KMSUGAR,Sugar,40.68,0.57,-496.80,8.26,1.02,3.42,3.16,41.47,184.76,7.94,303.21,0.57,3.42,11.56,-0.36,10.36,493.59,-0.13,1.20,2.44,0.00,45.34,-93.92,0.02,58.39,19.29,50.44,0.81,1.35,0.00,47.58,13.01,11.34,15.99,29.62,13.01,2.82,48.86,374.26
KMC Speciality,524520,,Healthcare,85.04,7.83,-126.55,28.39,0.72,35.97,1.59,-1.46,-25.29,-8.61,143.58,7.83,35.97,34.66,0.02,2.69,203.72,-5.64,0.86,1.55,0.00,35.05,-7.30,0.02,44.62,18.97,23.25,0.81,4.07,0.00,19.21,36.10,26.64,441.08,-0.16,36.10,10.36,195.63,1387.00
KMF Builders,531578,,Construction,8.48,0.51,-48.50,2.44,33.90,22.67,2.18,63.80,-98.55,-99.53,12.68,0.51,22.67,2.76,0.95,0.88,13.07,-1.66,0.06,1.39,0.00,5.73,78.03,0.58,82.26,10.74,126.13,0.89,1.83,0.00,9.61,13.98,4.16,17.43,10.52,13.96,5.34,86.08,10.33
KMG Milk Food,519415,,Food - Processing - Indian,35.20,9.57,-18.17,70.38,4.34,2.00,10.78,346.15,140.00,150.00,-0.63,9.57,2.00,140.75,-0.29,55.73,8.64,-25.99,-9.72,-15.06,0.00,,-20.62,0.07,66.93,8.81,24.29,0.91,-3.02,0.00,,-22.75,3.30,,12.74,-22.77,3.68,77.79,18.67
KN Agri Resource,,KNAGRI,Solvent Extraction,245.00,0.36,629.28,12.65,2.89,5.77,,22.00,46.92,66.86,316.14,0.36,5.77,13.54,-0.08,3.53,403.08,0.27,0.35,1.35,0.00,339.90,-15.14,0.03,71.97,17.45,118.75,0.83,8.06,0.00,188.63,28.45,19.58,38.00,149.54,28.45,8.20,,612.47
Knowledge Marine,543273,,Miscellaneous,1168.25,7.71,215.31,23.99,2.67,11.91,0.50,53.47,-64.86,-46.95,166.53,7.71,11.91,27.10,0.07,1.82,206.19,3.64,0.42,1.57,0.00,1507.85,-1.17,0.04,20.15,35.63,16.24,0.64,5.00,0.00,326.50,32.89,44.87,288.71,80.99,32.89,10.35,53.42,1261.83
KNR Construct.,532942,KNRCON,Construction,388.40,2.47,1893.96,9.87,2.26,9.80,0.61,33.49,151.02,41.97,3554.15,2.47,9.80,11.37,-0.03,1.68,2292.02,0.14,0.42,1.43,0.90,422.93,-9.88,0.03,84.89,6.50,64.09,0.94,6.27,0.90,280.36,-34.60,22.21,44.58,52.76,-34.61,5.53,32.07,10923.15
Kobo Biotech,531541,,Pharmaceuticals - Indian - Bulk Drugs & Formln,3.90,,0.26,-173.02,0.23,,,,-2.44,,-132.91,,,-30.18,-7.55,-28.33,11.56,385.26,-1.05,-0.55,0.00,,-1501.72,0.02,42.35,35.11,65.96,0.65,0.03,0.00,,46.41,-35.77,,-9.23,46.45,-3.00,-7.37,9.29
Kody Technolab,,KODYTECH,Computers - Software - Medium / Small,3676.80,104.34,-339.56,318.74,7.07,16.12,,115.41,411.25,189.08,34.18,104.34,16.12,337.14,,0.20,35.91,-56.99,0.03,3.10,0.00,668.26,-0.04,0.00,87.56,11.93,2075.62,0.88,,0.00,100.24,-259.73,170.17,30274.22,40.50,-258.67,90.68,,2343.51
Kohinoor Foods,512559,KOHINOOR,Food - Processing - Indian,43.16,1.68,3.73,55.97,0.07,0.51,,0.79,219.57,3.91,-522.17,1.68,0.51,95.00,-4.13,-153.89,158.98,23.31,-1.62,-0.42,0.00,,-529.73,0.01,38.14,30.11,36.15,0.70,1.00,0.00,,5.68,2.07,,0.20,5.68,-1.55,296.30,160.00
Kokuyo Camlin,523207,KOKUYOCMLN,Printing & Stationery,186.73,2.30,171.83,24.99,1.77,14.00,2.13,24.77,87.07,29.28,296.33,2.30,14.00,32.89,0.03,1.83,362.97,3.14,0.45,1.58,11.44,32.14,-6.59,0.00,91.52,3.69,70.37,0.96,3.93,11.44,53.89,99.41,9.66,292.30,20.15,99.41,9.46,179.75,1872.97
Kolte Patil Dev.,532924,KOLTEPATIL,Construction,379.00,2.10,25.09,90.32,1.08,0.26,,86.47,58.47,594.52,733.93,2.10,0.26,140.51,0.03,-16.55,1322.02,6.98,1.70,6.12,-43.84,,-29.14,0.13,5.61,35.21,3.34,0.65,1.05,-43.84,,-25.95,9.43,,156.05,-25.95,1.72,-110.03,2880.57
Kome-on Commun.,539910,,Entertainment / Electronic Media Software,1.68,,756.00,-1.69,0.42,,,,98.46,,13.15,,,-1.69,0.02,0.00,-0.07,0.02,0.00,1.05,0.00,,0.79,0.02,9.73,37.78,7.01,0.62,33.60,0.00,,-42.00,-3.94,,-0.05,-42.00,1.32,-126.00,2.52
Konark Synth,514128,,Textiles - Processing,20.01,0.27,3.11,9.57,1.10,1.06,4.79,68.37,-166.67,-43.92,29.76,0.27,1.06,12.32,-3.42,208.13,34.11,8.67,1.96,1.83,0.00,10.29,-498.37,0.02,60.75,23.51,90.75,0.76,-0.23,0.00,17.26,8.23,2.09,28.35,51.40,8.25,3.18,-581.50,11.63
Konndor Indust.,532397,,Trading,10.47,0.42,287.93,6.79,15.31,,0.16,64.32,-95.24,-5.08,9.17,0.42,,6.95,0.03,0.00,8.95,0.23,0.00,1.02,0.00,12.42,1.38,0.05,62.65,19.15,65.93,0.81,12.84,0.00,20.82,-12.52,8.07,5.69,16.13,-12.57,5.02,578.00,5.78
Konstelec Engg.,,KONSTELEC,Engineering - Turnkey Services,188.00,1.32,-30.03,14.80,1.77,2.75,2.21,57.26,,,79.92,1.32,2.75,15.55,-0.19,4.88,131.89,-9.72,0.48,2.33,0.00,198.68,-12.46,0.03,24.16,41.76,29.61,0.58,-3.54,0.00,92.59,-13.62,15.39,92.77,81.65,-13.62,4.83,,283.88
Kontor Space,,KONTOR,Miscellaneous,149.85,8.40,-39.82,22.03,3.34,4.78,,84.68,3.13,37.20,19.84,8.40,4.78,27.17,,2.38,22.74,-22.92,0.21,2.79,0.00,123.23,-2.78,0.02,73.42,17.89,151.22,0.82,,0.00,50.30,290.33,35.52,199.93,15.06,289.41,6.74,,92.61
Kopran,524280,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln,255.60,2.01,-31.62,14.80,2.08,8.86,1.49,51.76,17.92,17.09,491.24,2.01,8.86,17.30,0.00,1.95,596.43,-7.05,0.24,1.42,28.38,202.35,-8.51,0.01,72.27,12.59,60.05,0.87,3.66,28.38,155.67,28.48,14.50,60.69,66.00,28.48,5.26,66.18,1232.26
Kore Digital,,KDL,Transmisson Line Towers / Equipment,1741.00,6.74,-121.82,38.55,1.84,48.94,,62.34,7.93,-35.98,74.77,6.74,48.94,39.57,0.05,0.07,74.72,-13.71,0.01,1.26,0.00,2312.58,5.65,0.03,90.83,8.15,725.12,0.92,-44.80,0.00,346.89,-84.31,104.30,566.61,161.33,-84.48,9.54,155.41,697.79
Kore Foods,500458,,Food - Processing - Indian,6.94,,11.02,-31.95,0.05,-37.00,,,-100.00,,-3.70,,-37.00,-31.95,-0.55,-10.03,0.08,640.58,-1.42,-0.06,0.00,,-64.28,0.01,30.45,25.13,17.23,0.75,-2.81,0.00,,-29.00,-274.25,,0.07,-28.89,31.61,-67.42,8.09
Kotak Mah. Bank,500247,KOTAKBANK,Banks - Private Sector,1803.45,6.06,53.60,16.67,1.97,1.99,0.94,72.26,39.55,4.49,129971.69,6.06,1.99,16.67,-0.45,28.57,46292.34,1.13,9.99,5.34,2.18,1138.35,-343.84,0.15,67.84,6.39,16.82,0.94,1.93,2.18,1261.72,22.86,7.00,53.07,215.20,22.86,1.34,78.28,358517.08
Kothari Ferment.,507474,,Food - Processing - Indian,82.24,1.13,370.08,32.66,0.99,-0.12,,16.48,128.95,11.93,55.91,1.13,-0.12,-404.40,-0.14,-9.56,112.75,0.32,1.04,2.36,0.00,,-46.90,0.00,58.24,21.68,62.85,0.78,1.07,0.00,,14.29,2.34,,11.96,14.29,3.06,141.79,123.36
Kothari Indl,509732,,Trading,12.89,1.81,1.58,0.70,0.26,15.88,0.01,-184.53,-281.33,61.29,7.83,1.81,15.88,0.70,-0.95,0.21,4.55,78.62,,6.33,0.00,,-46.04,0.03,100.00,0.00,616.11,1.00,-0.34,0.00,,1.69,61.79,,-13.18,1.69,3.44,0.53,24.63
Kothari Petroche,,KOTHARIPET,Petrochemicals,170.83,1.68,49.08,9.71,1.96,102.66,0.38,8.72,27.54,-13.74,246.55,1.68,102.66,10.52,0.19,0.00,183.79,8.87,0.07,1.20,16.24,263.61,-0.51,0.01,81.52,8.89,75.57,0.91,2.32,16.24,103.98,14.04,34.53,60.55,8.89,14.06,9.18,51.93,1005.27
Kothari Products,530299,KOTHARIPRO,Trading,203.25,0.61,1.67,15.83,12.67,6.44,-0.80,83.89,28.54,22.28,1196.16,0.61,6.44,16.59,1.61,2.53,893.83,26.76,0.44,1.18,0.00,186.84,-81.07,0.06,80.39,10.74,97.33,0.89,0.21,0.00,313.33,3.74,2.64,9.52,279.36,3.75,3.58,53.02,606.58
Kothari Sugars,,KOTARISUG,Sugar,58.67,1.13,97.60,17.14,1.25,4.17,2.21,25.83,-109.38,-4.94,278.48,1.13,4.17,31.15,0.27,2.38,275.00,1.55,0.33,1.64,14.05,25.64,-18.76,0.00,52.01,18.17,31.69,0.82,1.17,14.05,31.76,31.22,16.01,76.95,13.38,31.21,3.70,-917.58,486.32
Kotia Enterprise,539599,,Trading,20.71,25.96,-3.10,-107.31,5.37,,,1678.57,0.00,-69.77,9.54,25.96,,-107.31,0.58,0.00,9.42,-48.97,0.00,1.23,0.00,,4.06,0.03,78.68,11.68,95.38,0.88,0.46,0.00,,-85.28,2.37,,13.43,-85.53,4.11,-290.80,14.54
Kotyark Indust.,,KOTYARK,Miscellaneous,912.55,3.46,-28.83,21.85,3.39,5.68,0.39,46.06,5.93,12.99,142.63,3.46,5.68,26.70,-0.08,2.77,200.46,-46.31,0.43,1.29,34.67,1109.84,-6.56,0.00,36.03,42.32,70.41,0.58,-15.39,34.67,261.31,-61.23,45.86,274.59,121.19,-61.11,10.44,220.19,938.02
Koura Fine Diamo,544139,,Diamond Cutting / Jewellery,45.00,0.44,,21.60,13.39,11.20,,23.45,23.53,414.29,5.44,0.44,11.20,22.38,,0.97,8.89,,0.04,1.22,0.00,74.00,-1.67,0.01,10.12,42.86,9.22,0.57,,0.00,23.77,-12.27,17.45,80.63,24.08,-12.28,8.96,,16.21
Kovai Medical,523323,,Healthcare,4473.90,4.01,28.99,13.62,1.23,7.49,1.11,5.77,-1.73,0.00,888.54,4.01,7.49,18.19,0.13,1.73,1226.62,13.85,0.44,1.62,6.09,2364.51,-3.56,0.05,87.51,6.34,90.38,0.94,1.62,6.09,1732.33,14.17,18.59,149.87,64.50,14.22,7.84,93.80,4894.45
Kovil. Lak. Rol.,507598,,Food - Processing - Indian,261.45,0.58,183.83,12.28,1.53,2.10,0.65,18.32,-40.00,-5.21,66.67,0.58,2.10,16.20,-0.21,11.47,155.66,1.01,1.35,2.24,0.00,198.90,-37.89,0.00,77.10,12.56,93.67,0.87,1.48,0.00,119.64,14.17,15.80,107.60,83.62,14.23,5.82,231.75,236.39
KP Green Engg.,544150,,Engineering,544.80,7.80,-173.98,47.97,2.90,11.68,,74.12,114.73,135.85,242.87,7.80,11.68,49.65,-0.02,1.03,290.78,-31.09,0.14,2.90,0.00,390.55,-1.21,0.00,66.72,23.99,172.40,0.76,-45.55,0.00,92.18,-64.64,56.91,781.68,51.74,-64.64,13.37,,2724.00
KPI Green Energy,542323,KPIGREEN,Construction,1010.10,11.89,-95.42,37.95,1.49,3.53,0.74,83.37,-14.96,-12.35,835.68,11.89,3.53,43.00,-0.06,6.41,1934.36,-9.10,1.24,2.21,2.61,463.34,-7.12,0.01,91.09,6.81,295.59,0.93,22.39,2.61,144.57,-212.19,22.12,1096.85,70.78,-212.13,9.73,281.51,12178.29
KPIT Technologi.,542651,KPITTECH,Computers - Software - Medium / Small,1823.95,9.73,94.44,42.92,1.28,17.67,1.53,10.30,23.05,3.55,2145.86,9.73,17.67,52.10,0.05,0.55,2502.94,23.84,0.16,1.73,30.56,584.37,0.85,0.01,88.23,5.43,75.72,0.95,6.77,30.56,206.64,49.91,31.12,1758.45,19.32,49.91,22.43,244.92,50002.46
KPT Industries,505299,,Engineering,839.65,1.89,143.46,13.60,1.61,5.12,0.88,41.68,29.43,5.18,55.36,1.89,5.12,15.77,-0.03,3.06,91.96,2.40,0.67,1.95,4.23,325.10,-12.05,0.01,85.24,9.42,150.60,0.91,2.67,4.23,360.48,61.93,21.41,122.34,184.76,61.93,6.87,78.21,285.48
Kranti Industrie,542459,,Auto Ancillaries,69.92,0.88,-61.47,12.64,1.15,0.74,-21.40,20.30,169.70,0.70,35.84,0.88,0.74,42.17,-0.31,512.25,75.10,-1.90,1.15,2.30,0.00,4.20,-51.37,0.02,9.92,38.01,7.24,0.62,1.24,0.00,7.04,-144.93,8.15,2223.87,16.08,-145.05,3.27,209.95,79.78
KRBL,530813,KRBL,Food - Processing - Indian,294.30,1.30,83.51,9.54,5.40,24.82,3.88,88.27,-24.12,-9.04,4857.91,1.30,24.82,10.67,0.13,0.91,5478.05,1.56,0.13,1.19,15.37,293.61,-8.80,0.01,17.04,37.52,14.07,0.62,1.33,15.37,319.00,29.75,17.32,19.20,199.32,29.74,5.14,77.82,6736.23
Krebs Biochem,524518,KREBSBIO,Pharmaceuticals - Indian - Bulk Drugs,90.47,3.87,-7.21,-46.96,0.28,-3.21,,-68.35,-17.47,-7.78,-119.22,3.87,-3.21,-25.82,-1.28,-9.80,117.50,-34.30,-1.67,-1.48,0.00,,-101.94,0.00,49.50,25.57,50.78,0.74,-0.87,0.00,,84.96,-35.60,,-15.95,84.81,0.59,-33.34,195.06
Kreon Finnancial,530139,,Finance & Investments,41.80,5.23,-18.37,33.28,16.97,1.86,6.21,130.36,108.16,5.52,32.88,5.23,1.86,44.70,-0.08,47.06,24.56,-10.46,0.89,1.43,0.00,22.33,-9.64,0.13,20.30,38.97,19.43,0.61,-2.37,0.00,10.59,-66.49,15.79,350.39,10.44,-66.56,3.62,704.42,84.53
Kretto Syscon,531328,,Construction,0.93,14.16,-397.70,15.56,0.04,,2.36,-69.90,300.00,,16.71,14.16,,15.56,-0.08,4.08,0.02,-0.21,0.06,1.08,0.00,0.70,-6.72,0.02,49.02,35.86,116.28,0.64,-21.60,0.00,1.18,-37.39,1.69,13.94,-0.05,-37.38,2.71,21.44,14.58
Kridhan Infra,533482,KRIDHANINF,Trading,4.65,51.85,-43.36,64.92,0.04,9.86,,-40767.06,-2346.68,,-355.35,51.85,9.86,101.61,-0.63,-0.13,-329.40,0.30,-0.58,-0.09,0.00,,-461.45,0.03,46.65,39.45,132.50,0.61,-3.08,0.00,,-9.32,0.00,,-36.55,-9.32,-25.27,-0.27,44.07
Krishana Phosch.,,KRISHANA,Fertilizers,277.10,1.61,-11.54,15.13,1.33,2.53,1.52,37.76,193.56,6.59,300.59,1.61,2.53,19.95,-0.29,10.78,757.73,-22.82,1.45,2.37,0.00,135.62,-25.70,0.00,68.37,11.17,37.33,0.89,-7.70,0.00,91.52,-20.57,15.62,208.08,64.76,-20.55,5.88,102.25,1677.91
Krishanveer Forg,513369,,Castings & Forgings,94.42,1.23,217.43,13.61,3.42,12.40,3.35,29.71,-29.25,2.13,39.08,1.23,12.40,17.16,0.09,0.00,40.97,1.30,0.00,1.24,0.00,45.65,1.15,0.01,62.57,22.29,92.11,0.78,3.25,0.00,54.15,197.92,14.01,68.35,22.96,198.65,6.85,99.33,103.30
Krishca Strapp.,,KRISHCA,Steel - Medium / Small,349.30,4.01,-84.98,21.78,1.48,14.91,,30.10,33.10,16.58,35.78,4.01,14.91,23.47,-0.04,1.52,56.70,-21.60,0.51,3.19,0.00,442.39,-4.74,0.00,67.28,18.62,88.81,0.81,26.60,0.00,89.42,259.30,58.53,343.24,26.12,258.66,11.96,122.56,421.61
Krishival Foods,,KRISHIVAL,Food - Processing - Indian,227.85,4.95,-21.36,33.58,17.05,13.29,0.74,102.43,-8.95,-1.05,119.42,4.95,13.29,38.63,-0.07,0.66,127.51,-40.82,0.05,1.57,4.64,146.03,-0.62,0.01,15.35,26.44,6.97,0.74,-3.94,4.64,72.83,-15.14,18.26,220.43,47.13,-15.14,9.31,597.64,507.99
Krishna Capital,539384,,Finance & Investments,24.10,19.51,-22.91,42.17,14.33,,-20.54,102.56,1000.00,22.22,6.31,19.51,,42.17,0.13,0.00,0.41,-5.40,0.00,0.99,0.00,8.71,0.26,0.00,69.45,14.99,66.90,0.85,-1.79,0.00,14.61,-21.42,2.90,61.38,1.25,-21.14,3.54,69.18,7.61
Krishna Defence,,KRISHNADEF,Diversified - Medium / Small,735.35,9.47,-222.39,58.30,4.32,10.68,2.81,86.91,172.24,102.10,96.39,9.47,10.68,66.97,0.00,0.96,107.16,-8.21,0.24,2.31,0.00,239.20,-1.59,0.01,57.75,34.92,275.18,0.65,151.55,0.00,107.56,-311.90,18.11,1052.05,67.52,-312.01,15.08,,1007.80
Krishna Fil. Ind,500248,,Textiles - Products,4.15,,138.73,-303.00,0.03,,,,33.33,,-2.84,,,-303.00,-0.90,-142.50,-0.34,155.56,-1.00,-0.25,0.00,,-87.62,0.01,51.81,29.42,81.22,0.71,-10.77,0.00,,,-44.44,,-0.83,,0.49,-161.50,3.23
Krishna Institu.,543308,KIMS,Healthcare,2125.85,6.81,-461.22,28.04,1.21,10.77,1.03,8.97,-6.61,4.62,1828.36,6.81,10.77,36.16,0.00,4.03,3258.18,-1.22,0.77,1.85,0.00,954.50,-8.01,0.00,68.42,9.81,30.82,0.90,3.71,0.00,446.34,32.64,24.69,510.11,28.02,32.65,8.88,259.86,17012.71
Krishna Vent.,504392,,Construction,89.78,62.55,-31.08,-153.41,10.49,,,465.16,-316.67,-84.00,11.46,62.55,,-122.34,-0.01,0.00,15.15,-26.60,0.00,1.28,0.00,,0.32,0.01,66.88,17.75,77.22,0.82,-26.38,0.00,,808.02,-1.61,,6.68,808.00,11.24,-387.84,96.96
Kriti Industries,526423,KRITI,Plastics Products,224.40,1.32,1171.60,17.46,1.19,2.70,1.35,14.31,284.44,32.13,151.67,1.32,2.70,21.27,-0.01,5.85,289.39,0.36,0.95,2.85,4.52,73.44,-11.13,0.02,89.80,6.46,155.14,0.94,2.95,4.52,62.22,19.05,9.03,292.72,24.36,19.05,6.99,80.42,1113.02
Kriti Nutrients,533210,KRITINUT,Solvent Extraction,119.57,0.91,51.22,8.65,3.94,65.12,0.59,13.10,63.09,9.03,176.49,0.91,65.12,9.32,0.12,0.27,145.21,6.47,0.18,1.14,3.32,102.41,-1.52,0.04,74.33,12.72,72.96,0.87,2.94,3.32,86.19,12.03,22.90,43.26,17.27,12.03,10.42,41.98,599.09
Kritika Wires,,KRITIKA,Steel - Medium / Small,19.57,1.21,113.62,27.31,1.86,4.65,5.55,22.62,169.15,44.53,84.34,1.21,4.65,30.53,0.02,3.85,123.85,4.16,0.70,1.61,0.00,5.94,-6.91,0.02,74.52,20.12,280.00,0.80,4.49,0.00,5.28,37.52,12.23,309.68,3.67,37.52,10.22,102.99,521.11
Kronox Lab,544187,KRONOX,Chemicals,153.44,6.34,78.63,18.92,6.08,,,43.32,21.49,7.10,66.30,6.34,,19.77,0.07,0.00,65.82,13.05,,0.97,8.69,,0.64,0.01,32.02,11.79,6.72,0.88,3.68,8.69,,32.68,50.92,,10.49,32.68,16.69,96.82,569.32
Krsnaa Diagnost.,543328,KRSNAA,Healthcare,680.35,3.72,-28.62,14.14,1.53,5.37,1.03,44.79,35.54,5.13,815.25,3.72,5.37,26.06,0.06,2.73,921.27,-8.77,0.20,1.28,13.79,698.51,-5.03,0.04,64.68,13.73,41.12,0.86,2.28,13.79,320.98,90.10,13.41,100.90,81.82,90.07,5.00,119.26,2196.83
Krypton Industri,523550,,Tyres,64.96,2.23,101.23,22.37,2.30,2.06,,71.13,-43.48,15.08,32.15,2.23,2.06,33.28,-0.08,14.45,45.71,2.00,0.57,1.71,0.00,12.85,-18.26,0.01,100.00,0.00,224.80,1.00,2.91,0.00,19.88,138.39,9.49,248.77,20.68,138.39,5.10,367.27,95.49
Krystal Integrat,544149,KRYSTAL,Miscellaneous,732.65,1.04,46.97,12.48,1.96,5.73,0.87,31.78,19.21,0.24,372.40,1.04,5.73,13.69,0.16,1.80,392.78,6.53,0.33,1.29,4.34,984.33,5.27,0.10,26.45,28.43,16.67,0.72,3.94,4.34,454.98,-625.43,20.79,58.36,223.51,-624.18,5.98,69.03,1023.66
KSB,500249,KSB,Pumps,947.60,7.00,7200.10,46.18,1.94,56.02,3.16,33.28,52.69,18.71,1351.00,7.00,56.02,54.30,0.04,0.01,1245.20,0.19,0.14,1.49,29.18,282.01,0.51,0.02,79.55,10.60,85.66,0.89,10.71,29.18,147.84,116.52,22.48,924.27,45.07,116.55,14.58,242.17,16491.96
KSE,519421,,Food - Processing - Indian,2671.95,0.51,-166.46,24.02,5.63,11.01,2.86,11.03,1546.09,2.61,224.84,0.51,11.01,27.67,0.10,1.18,234.74,-2.15,0.10,1.21,36.34,1079.05,-1.03,0.02,98.55,0.63,76.87,0.99,3.72,36.34,932.73,-56.93,5.82,158.42,580.50,-56.93,13.29,45.60,855.02
Kshitij Polyline,,KSHITIJPOL,Plastics Products,7.58,1.16,-61.54,19.80,1.20,2.08,,59.73,-33.33,7.12,20.29,1.16,2.08,24.92,,27.58,58.37,-2.14,2.19,3.03,0.00,1.77,-63.32,0.03,72.23,14.93,83.98,0.85,,0.00,2.97,384.05,7.37,146.39,3.89,383.94,3.44,10.87,69.11
Ksolves India,543599,KSOLVES,Computers - Software - Medium / Small,1063.20,10.88,63.27,25.76,2.62,,0.18,19.09,-6.47,3.62,24.03,10.88,,26.30,0.04,0.00,24.45,85.97,0.00,1.54,50.24,780.56,0.61,0.01,21.71,27.56,11.79,0.72,7.35,50.24,117.08,37.94,170.45,1855.51,18.59,37.80,59.14,140.68,1260.53
Kuantum Papers,532937,KUANTUM,Paper,159.20,1.18,9.22,6.06,1.02,6.22,0.47,17.84,12.69,-6.06,1123.85,1.18,6.22,7.24,0.08,2.79,1727.41,9.67,0.47,1.59,0.00,157.47,-32.68,0.03,32.98,29.51,25.95,0.70,0.63,0.00,228.24,4.67,15.23,10.99,24.09,4.67,3.21,36.38,1389.24
