Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Neo Infracon,514332,,Construction,17.56,0.99,-0.05,-77.45,-110.42,-40.44,23.53,-0.22,0.43,0.21,0.06,0.15,0.14,0.01,0.06,0.00,-0.05,15.15,-22.22,-5.05,5.31,-0.09,-0.26,-0.25,0.23,0.51,-0.24,-0.22,60.00,202403.00,193.58,1.50,-0.65,-0.97,-1.82,2.10,0.43,0.20,0.63,0.06,0.57,0.18,0.39,0.00,0.39,0.00,0.39,20.48,18.57,5.31,0.73,9.32
Neogem India,526195,,Diamond Cutting / Jewellery,2.95,0.00,-0.04,,,,-1042.86,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,0.00,-0.04,,,,8.17,-0.05,-0.11,-0.51,0.00,0.00,-0.11,-0.51,-900.00,202403.00,,,,,,0.00,-0.14,0.00,-0.14,0.00,-0.14,0.00,-0.14,0.00,-0.14,0.00,-0.14,,,8.17,-0.17,2.41
Neogen Chemicals,542665,NEOGEN,Chemicals,1627.60,199.65,16.93,-2.09,18.31,0.65,-28.66,35.79,2.23,38.02,5.86,32.16,9.69,22.47,5.54,0.00,16.93,43.86,17.93,8.48,26.38,6.42,25.92,28.06,161.71,164.88,7.92,9.75,-1.41,202403.00,1.50,167.35,27.15,11.84,4.49,164.44,20.29,1.67,21.96,5.74,16.22,10.52,5.70,4.64,1.06,0.00,1.06,12.34,0.64,24.94,0.40,4293.87
NESCO,505355,NESCO,Construction,928.95,188.97,105.12,20.18,23.80,24.21,18.46,117.28,30.91,148.19,11.84,136.35,0.34,136.01,30.88,0.00,105.12,90.18,62.06,55.63,14.09,14.92,109.05,86.10,174.85,136.59,87.82,76.10,15.98,202403.00,24.36,169.86,106.89,89.87,12.75,177.76,113.83,26.85,140.68,14.07,126.61,5.64,120.97,27.23,93.75,0.00,93.75,64.04,52.74,14.09,13.31,6545.39
Nestle India,500790,NESTLEIND,Food - Processing - MNC,2567.15,5267.59,926.64,9.05,25.79,44.37,64.49,1348.82,36.83,1375.57,108.87,1266.70,26.20,1250.58,316.41,10.08,934.17,56.80,25.61,17.59,96.42,9.69,1224.87,1055.52,5036.82,4658.53,908.08,698.34,56.85,202403.00,10.38,5141.86,1214.36,1070.47,11.10,4600.42,1095.12,-77.00,1125.42,108.69,1016.73,22.95,886.48,230.87,734.97,-107.30,655.61,23.80,15.98,96.42,6.80,247513.64
Net Avenue,,CBAZAAR,Trading,16.60,12.85,0.43,,,-21.68,-218.75,-2.22,0.75,0.51,0.03,0.48,0.05,0.94,0.00,0.51,-2.22,83.29,3.55,5.66,0.22,-1.03,,,,,,,-248.21,202403.00,,,,,,13.34,-0.26,,,,,,,,,,0.64,,,,0.41,35.61
Net Pix Shorts,543247,,Entertainment / Electronic Media Software,33.00,0.52,-0.02,,,-10.34,200.00,1.82,0.00,-0.01,0.02,-0.03,0.00,-0.03,-0.01,0.00,1.80,100.00,-100.00,-200.00,1.60,5.62,,,,,,,260.00,202403.00,,,,,,0.00,-1.74,,,,,,,,,,-1.76,,,,-5.50,10.56
Netlink Solns(I),509040,,Computers - Software - Medium / Small,159.00,1.84,4.50,34.31,62.45,-6.22,96.58,1.24,4.48,5.72,0.05,5.67,0.00,5.67,1.18,0.00,4.50,98.37,67.39,244.57,2.53,17.79,-0.20,-0.22,0.02,0.10,1.72,2.07,-26.03,202403.00,27.07,0.13,-0.93,-1.17,-4.62,0.01,-0.28,1.34,1.06,0.05,1.01,0.00,1.01,0.11,0.91,0.00,0.91,-2800.00,9100.00,2.53,3.60,40.21
Nettlinx,511658,,Telecommunications - Service Provider,104.55,11.87,3.47,117.40,5683.33,51.34,29983.33,5.12,0.08,5.20,0.25,4.95,0.24,4.71,1.24,0.00,3.47,100.00,43.13,29.23,24.18,1.44,2.88,2.90,7.44,7.06,1.68,1.82,1256.70,202403.00,61.57,11.41,4.57,3.93,1.62,6.38,2.26,0.03,2.29,0.25,2.04,0.30,1.74,0.56,1.18,0.00,1.18,35.42,18.50,24.18,0.49,252.75
Netweb Technol.,543945,NETWEB,Computers - Hardware,2736.20,265.89,29.66,115.49,181.67,62.73,61.70,40.42,3.94,44.36,1.73,42.63,2.83,39.80,10.15,0.00,29.66,23.72,15.20,11.15,11.27,5.26,19.23,8.63,144.98,59.80,15.14,5.09,46.45,202403.00,75.30,104.83,14.90,10.86,1.93,253.40,34.25,4.51,38.76,1.81,36.95,1.80,35.15,9.13,26.01,0.00,26.01,13.52,10.26,11.21,4.64,15422.78
Network People,,NPST,Computers - Software - Medium / Small,1620.00,75.11,6.53,207.14,260.77,212.47,307.94,24.54,0.68,10.99,2.23,8.76,0.01,8.75,2.22,0.00,16.56,99.78,32.84,20.80,6.46,8.54,7.51,6.51,24.48,21.31,5.16,3.84,240.07,202403.00,,,,,,52.44,16.53,0.49,9.51,2.10,7.41,0.01,7.40,2.40,5.00,0.00,10.16,32.26,17.88,6.46,5.24,3140.53
Netwrk.18 Media,532798,NETWORK18,Entertainment / Electronic Media Software,82.66,2419.28,-95.95,63.06,-172.66,49.40,-1509.07,-189.72,176.32,-13.40,69.37,-82.77,114.08,-196.85,10.07,0.00,-206.92,100.00,-7.84,-8.55,517.68,-0.92,-218.32,-84.42,1865.50,3238.94,-111.17,29.17,-583.74,202403.00,69.09,5476.80,-338.15,-583.90,-2.59,1773.73,-171.71,186.91,15.20,43.23,-28.03,73.86,-101.89,5.98,-58.08,0.00,-107.87,-9.68,-6.08,517.68,-0.55,8654.07
Neueon Towers,532887,,Transmisson Line Towers / Equipment,3.16,0.05,-23.33,66.67,0.17,12.50,-0.48,-0.32,0.36,0.04,23.37,-23.33,0.00,-23.33,0.00,0.00,-23.33,100.00,-640.00,-46660.00,56.54,-4.13,-0.21,-0.21,0.01,0.01,-23.49,-23.23,-23.08,202403.00,,,,,,0.01,-0.38,0.36,-0.02,23.63,-23.65,0.00,-23.65,0.00,-23.65,0.00,-23.65,-3800.00,-236500.00,57.81,-4.18,17.86
Neuland Labs.,524558,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,7830.00,385.01,67.56,-5.42,-20.09,30.84,82.78,106.91,5.36,112.27,16.46,95.81,3.61,92.20,24.64,0.00,67.56,64.28,27.77,17.55,12.90,52.66,137.48,96.92,417.75,362.99,89.25,61.88,69.63,202403.00,36.48,495.42,141.73,118.81,92.60,392.83,121.26,2.10,123.36,15.14,108.22,3.74,104.48,23.09,81.39,0.00,81.39,30.87,20.72,12.90,63.44,10045.77
New India Assura,540769,NIACL,Finance & Investments,243.00,11685.87,310.88,14.77,151.28,6.12,6.18,434.29,35.56,469.85,0.00,469.85,0.00,469.85,162.07,0.00,312.90,100.00,3.72,2.68,824.00,1.89,-246.47,342.91,10566.55,9900.04,-175.35,261.18,9.23,202403.00,7.28,10620.28,343.33,342.57,2.07,11366.01,866.25,0.19,866.44,0.00,866.44,0.00,866.44,153.44,721.50,0.00,721.70,7.62,6.35,824.00,4.38,40046.40
New Light Appare,540243,,Trading,20.00,5.88,0.38,311.19,141.30,97.22,171.15,0.27,0.12,0.39,0.01,0.38,0.00,0.38,0.00,0.00,0.38,13.27,4.59,6.46,2.20,1.73,-0.03,0.03,1.24,0.59,-0.05,0.01,194.12,202403.00,181.79,1.66,0.05,0.03,0.15,4.34,0.04,0.00,0.04,0.01,0.03,0.01,0.02,0.01,0.02,0.00,0.02,0.92,0.46,2.20,0.09,4.39
New Swan,544082,,Auto Ancillaries,67.25,74.67,,,,0.90,-6.66,12.14,,,,,,,,,4.45,,,,,2.34,,,,,,,13.54,202403.00,,,,,,,,,,,,,,,,,,,,,,127.88
Newgen Software,540900,NEWGEN,Computers - Software - Medium / Small,992.30,349.68,101.23,23.37,31.18,27.97,40.71,117.87,13.72,131.59,6.86,124.73,1.18,123.55,22.32,0.00,101.23,100.00,33.71,28.95,139.78,7.22,51.89,27.63,263.96,223.60,43.64,27.18,36.40,202403.00,28.08,286.39,54.62,46.70,3.33,298.88,71.70,11.48,83.18,6.37,76.81,1.29,75.52,10.24,65.29,0.00,65.29,23.99,21.84,69.74,4.66,13921.14
Newjaisa Tech,,NEWJAISA,Trading,119.95,35.58,,,,38.63,-6.51,4.81,,,,,,,,,3.42,,,,,1.06,,,,,,,1.14,202403.00,,,,,,26.15,4.05,,,,,,,,,,2.90,,,,1.22,386.04
Newtime Infra.,531959,,Construction,16.16,3.23,1.50,546.00,155.76,118.88,142.82,1.88,7.21,2.77,0.01,2.76,1.15,7.93,0.00,6.32,7.82,99.38,58.20,46.44,17.03,0.15,0.97,0.23,1.50,0.60,-0.36,0.47,161.54,202403.00,281.90,2.29,1.15,-0.01,0.00,2.09,1.34,0.00,1.34,0.01,1.33,1.06,0.27,0.00,0.00,0.00,0.00,64.11,0.00,17.03,0.00,848.16
Next Mediaworks,532416,NEXTMEDIA,Entertainment / Electronic Media Software,6.96,10.76,-3.95,7.28,-8.06,5.85,-8.88,-1.03,-6.15,0.23,2.03,-1.80,5.27,-14.48,0.00,-7.41,-14.48,100.00,-9.57,-65.71,66.89,-1.21,-0.74,-0.55,8.09,8.97,-11.56,-6.80,-50.68,202403.00,6.01,9.51,-0.55,-7.97,-0.67,10.55,0.26,1.17,1.43,2.05,-0.62,5.26,-5.88,0.00,-3.58,0.00,-5.88,2.46,-55.73,66.89,-0.54,46.56
Nexus Select,543913,NXST,Construction,142.05,541.77,146.36,,5061.36,,20389.83,375.36,20.46,395.82,147.68,248.14,92.60,155.54,9.18,0.00,146.36,99.12,69.28,27.02,15095.02,0.97,357.43,189.50,540.89,287.26,251.46,93.88,44473.56,202403.00,,,,,,571.30,386.74,18.93,405.67,147.60,258.07,97.02,161.05,54.19,106.86,0.00,106.86,67.69,18.70,0.00,0.71,21520.58
Nexus Surgical,538874,,Trading,14.27,0.60,0.06,328.57,160.00,123.87,23.53,0.08,0.00,0.08,0.00,0.08,0.00,0.08,0.02,0.00,0.06,63.33,13.33,10.00,5.47,0.11,0.09,0.03,0.37,1.06,0.08,0.03,18.18,202403.00,,,,,,1.45,0.05,0.01,0.06,0.00,0.06,0.00,0.06,0.02,0.05,0.00,0.05,3.45,3.45,5.47,0.09,7.81
NGL Fine Chem,524774,NGLFINE,Pharmaceuticals - Indian - Bulk Drugs,2355.40,95.61,10.85,28.91,27.20,19.60,91.45,12.60,4.16,16.76,2.06,14.70,0.46,14.24,3.39,0.00,10.85,52.42,13.18,11.35,3.09,17.56,13.13,7.60,79.44,69.11,10.97,7.81,54.25,202403.00,21.16,83.73,10.55,7.97,12.91,84.81,10.95,4.19,15.14,2.07,13.07,0.28,12.79,3.89,8.90,0.00,8.90,12.91,10.49,3.09,14.41,1455.65
NHC Foods,517554,,Trading,45.89,79.54,1.08,38.96,47.95,27.93,33.52,1.79,1.14,2.93,0.51,2.42,0.84,1.58,0.50,0.00,1.08,14.58,2.25,1.36,11.86,0.91,1.58,1.07,41.32,42.04,0.43,0.41,-15.06,202403.00,29.11,54.28,1.51,0.29,0.24,46.34,1.37,0.16,1.53,0.32,1.21,0.78,0.43,0.00,0.43,0.00,0.43,2.96,0.93,11.86,0.36,54.40
NHPC Ltd,533098,NHPC,Power Generation And Supply,100.25,1888.14,549.81,-6.93,-16.28,-9.19,-6.87,885.44,622.17,1507.61,299.49,1208.12,91.48,1116.64,505.71,0.00,610.93,113.05,46.89,32.36,10045.03,0.55,1757.40,1504.52,2931.26,2757.26,1693.26,1095.38,-21.56,202403.00,-9.93,2483.40,1264.95,854.97,0.77,2055.50,720.92,586.63,1307.55,296.23,1011.32,97.04,914.28,285.84,491.90,0.00,628.44,35.07,30.57,10045.03,0.49,100701.51
NIBE,535136,,Engineering,1992.00,149.38,12.19,139.89,418.72,165.84,388.05,20.29,0.46,20.75,2.63,18.12,1.44,16.68,4.49,0.00,12.19,17.08,13.58,8.16,13.13,9.28,5.93,3.61,41.18,25.75,3.36,1.31,210.94,202403.00,179.63,72.00,9.77,6.48,4.93,62.69,7.12,1.49,8.61,1.15,7.46,1.00,6.46,1.25,5.21,0.00,5.21,11.36,8.31,11.86,3.97,2615.93
Nicco Parks,526721,,Recreation / Amusement Parks,150.15,18.32,4.94,-3.02,35.34,3.52,9.51,4.48,2.75,7.23,0.69,6.54,0.00,6.54,1.61,0.00,4.94,91.16,24.45,26.97,4.68,1.06,4.70,13.47,16.69,26.77,4.76,10.85,-8.04,202403.00,3.94,27.83,10.64,9.67,2.07,17.56,4.55,1.96,6.51,0.68,5.83,0.00,5.83,1.63,4.21,0.00,4.21,25.91,23.97,4.68,0.90,702.70
Nidan Laborator.,,NIDAN,Healthcare,37.90,12.35,1.80,,,-0.37,-37.72,3.11,0.01,5.81,1.76,4.05,1.72,2.33,0.52,0.00,-5.15,88.68,35.11,10.90,9.90,-3.71,,,,,,,-5.29,202403.00,,,,,,11.82,3.34,0.01,3.18,0.87,2.31,0.91,1.40,0.32,1.09,0.00,1.92,40.49,13.92,,1.38,52.68
Nidhi Granites,512103,,Finance & Investments,143.00,11.38,0.09,91.91,125.00,50.20,54.55,0.19,0.26,0.45,0.19,0.26,0.10,0.16,0.07,0.00,0.09,13.36,1.67,0.79,4.00,0.11,0.29,0.29,8.68,7.78,0.06,0.08,23.02,202403.00,57.73,12.27,0.48,0.15,0.18,10.66,0.78,0.10,0.88,0.19,0.69,0.09,0.60,0.15,0.45,0.00,0.45,7.32,4.22,4.00,0.56,114.40
Nihar Info Glob.,531083,,Computers - Software - Medium / Small,5.78,0.75,-3.42,-40.00,-4375.00,-40.00,-4311.11,-3.38,0.00,-3.38,0.00,-3.38,0.04,-3.42,0.00,0.00,-3.42,137.33,-450.67,-456.00,10.41,-3.29,-0.09,-0.13,0.89,1.05,-0.14,-0.17,-1303.33,202403.00,-36.97,0.66,-0.55,-0.59,-0.57,0.49,-0.02,0.00,-0.02,0.00,-0.02,0.04,-0.06,0.00,-0.06,0.00,-0.06,-4.08,-12.24,10.41,-0.06,6.02
NIIT,500304,NIITLTD,Computers - Education,103.60,74.34,11.26,23.80,207.32,-11.07,1445.88,0.50,17.78,18.37,4.99,13.38,0.50,12.79,1.40,-0.09,11.39,94.63,0.67,15.44,27.01,0.83,1.43,-7.86,81.41,62.55,10.61,2.43,135.52,202403.00,-7.08,58.12,-2.61,-6.64,-0.48,85.18,7.12,16.25,23.45,4.81,18.64,0.29,18.27,3.20,14.45,-0.08,15.06,8.36,17.77,26.95,1.06,1401.53
NIIT Learning,543952,NIITMTS,Computers - Education,449.90,397.91,54.44,3.17,-3.06,14.08,3.71,96.86,9.94,106.80,12.68,94.12,10.24,83.88,29.44,0.00,54.44,99.91,24.34,13.68,27.08,4.02,89.90,85.34,381.93,382.34,46.88,55.17,21.53,202403.00,14.94,439.45,100.98,73.76,5.44,391.32,90.12,7.22,97.34,14.26,83.08,5.52,77.56,20.80,56.75,0.00,56.75,23.03,14.50,26.92,4.20,6103.08
Nikhil Adhesives,526159,,Chemicals,125.00,148.02,3.76,-7.88,3.58,-24.11,-22.65,8.89,0.10,8.99,1.76,7.23,2.09,5.14,1.38,0.00,3.76,19.44,6.01,2.54,4.59,0.82,7.54,6.79,143.81,142.08,3.45,3.07,-11.38,202403.00,-22.65,109.90,5.75,2.44,0.53,130.29,7.56,0.05,7.61,1.67,5.94,1.77,4.17,1.21,2.96,0.00,2.96,5.80,2.27,4.60,0.64,574.28
Nikki Glob.Fin.,531272,,Finance & Investments,8.30,0.00,-0.04,,-136.36,-100.00,-850.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,0.00,-0.04,,,,3.42,-0.12,-0.02,-0.06,0.00,0.00,-0.02,-0.06,-850.00,202403.00,,,,,,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,,,3.42,-0.06,2.84
Niks Technology,543282,,Computers - Software - Medium / Small,451.25,4.23,,,,193.75,73.08,0.28,,,,,,,,,0.12,,,,,2.82,,,,,,,46.30,202403.00,,,,,,1.88,0.51,,,,,,,,,,0.33,,,,9.09,19.18
Nila Infrastruct,530377,NILAINFRA,Construction,12.74,86.75,5.33,101.04,26550.00,60.44,3225.00,5.15,4.38,9.53,0.33,9.20,1.79,7.41,2.16,0.00,5.33,10.82,5.94,6.14,39.39,0.14,2.37,-0.29,39.16,24.43,2.48,0.23,306.12,202403.00,68.49,41.16,1.39,-0.78,-0.02,34.31,4.06,2.25,6.31,0.33,5.98,1.98,4.00,1.02,3.21,0.00,3.21,11.83,9.36,39.39,0.08,501.81
Nila Spaces,542231,NILASPACES,Construction,9.80,32.29,2.18,,178.70,8881.19,416.51,5.71,0.99,6.70,1.09,5.61,2.47,3.14,0.96,0.00,2.18,30.69,17.68,6.75,39.39,0.06,-1.14,-1.03,0.00,0.00,-0.14,-0.25,231.96,202403.00,,,,,,58.42,7.31,8.42,15.73,0.07,15.66,2.29,13.37,1.74,11.63,0.00,11.63,12.51,19.91,39.39,0.30,386.01
Nilachal Refract,502294,,Refractories / Intermediates,51.25,0.44,-6.05,69.23,-656.25,21.70,-259.12,-1.62,1.82,0.20,0.56,-0.36,0.39,-0.75,5.30,0.00,-6.05,27.27,-368.18,-1375.00,20.36,-2.97,-0.17,-0.13,0.27,0.41,-0.17,-0.12,-64.84,202403.00,47.19,0.60,-0.63,-1.23,-0.61,0.18,-0.18,0.02,-0.16,0.00,-0.16,0.00,-0.16,0.00,-0.16,0.00,-0.16,-100.00,-88.89,20.36,-0.08,104.35
NILE,530129,,Mining / Minerals / Metals,1339.90,174.12,6.34,-19.79,-24.61,3.89,39.64,9.34,0.12,9.46,0.74,8.72,0.25,8.47,2.14,0.00,6.34,24.15,5.36,3.64,3.00,21.12,12.07,7.65,250.71,161.25,8.22,5.12,28.95,202403.00,6.29,171.39,8.92,7.99,26.62,251.54,17.16,0.02,17.18,0.73,16.45,0.36,16.09,4.16,11.92,0.00,11.92,6.82,4.74,3.00,39.71,401.97
Nilkamal Ltd,523385,NILKAMAL,Plastics Products,1975.00,834.19,35.51,0.64,-26.34,2.09,-10.41,81.48,4.08,85.56,28.63,56.93,8.95,47.98,12.41,0.00,35.57,42.88,9.77,4.26,14.92,23.80,61.80,74.37,775.60,783.08,25.04,32.45,-5.76,202403.00,2.27,800.84,73.79,35.82,23.96,803.45,72.78,4.24,77.02,29.38,47.64,9.69,37.95,8.59,29.30,0.00,29.36,9.06,3.65,14.92,19.63,2946.70
Nimbus Projects,511714,,Construction,49.47,4.90,5.02,807.41,157.24,158.59,-99.95,1.16,5.97,7.13,0.06,7.07,1.33,5.74,0.71,0.00,5.02,68.16,23.67,102.45,10.84,4.63,-0.99,-1.31,0.28,0.68,-2.32,0.45,-170.97,202403.00,694.50,,,,,0.02,-2.22,0.42,-1.79,0.05,-1.84,1.33,-3.18,-0.04,-3.13,-0.01,-3.14,-11100.00,-15650.00,10.84,-2.90,53.62
NINtec Systems,539843,NINSYS,Computers - Software - Medium / Small,495.65,19.31,4.67,85.49,143.23,100.43,177.51,5.69,0.69,6.38,0.35,6.03,0.03,6.00,1.32,0.00,4.67,97.51,29.47,24.18,18.58,2.51,4.28,3.63,14.81,13.14,3.29,2.69,212.22,202403.00,,,,,,17.48,4.54,0.41,4.95,0.26,4.69,0.00,4.69,1.25,3.42,0.00,3.42,25.97,19.57,18.58,1.84,920.70
Nippon Life Ind.,540767,NAM-INDIA,Finance & Investments,669.45,468.27,342.92,34.43,73.17,34.66,53.09,290.75,92.30,383.05,7.34,375.71,1.60,374.11,31.48,0.00,342.92,100.00,62.09,73.23,630.00,5.44,241.39,202.44,397.48,354.15,244.41,235.72,44.91,202403.00,22.28,433.04,256.59,246.74,3.91,423.32,259.16,107.07,366.23,6.52,359.71,1.66,358.05,74.05,284.27,0.00,284.27,61.22,67.15,624.79,4.53,42269.19
Niraj Cement,532986,NIRAJ,Construction,51.70,133.99,7.47,-57.25,129.14,-22.32,147.35,8.31,1.73,10.04,0.25,9.79,0.02,9.77,2.30,0.00,7.47,7.48,6.20,5.58,40.16,1.86,2.16,2.48,110.98,99.07,0.85,0.97,85.94,202403.00,-4.99,94.13,2.88,2.52,0.63,126.18,3.44,-1.66,5.33,0.43,4.90,0.02,1.33,0.35,4.19,-3.55,0.99,2.73,3.32,43.11,0.25,207.60
Nirav Commercial,512425,,Aluminium and Aluminium Products,706.85,2.59,-1.88,-26.21,-1546.15,7.80,-52.24,-1.82,0.00,-1.82,0.05,-1.87,0.03,-1.90,-0.02,0.00,-1.88,19.69,-70.27,-72.59,0.39,-47.96,0.23,0.26,2.91,3.34,0.48,0.15,-31.58,202403.00,19.86,4.00,-0.29,-0.37,-9.46,2.18,-0.09,0.00,-0.09,0.03,-0.12,0.01,-0.13,0.06,-0.19,0.00,-0.19,-4.13,-8.72,0.39,-4.85,27.57
Nirlon,500307,,Construction,427.25,153.36,51.18,3.54,2.96,5.32,30.06,121.70,0.99,122.69,14.63,108.06,32.67,75.39,24.21,0.00,51.18,89.91,79.36,33.37,90.12,5.68,119.64,116.06,149.42,148.26,52.48,49.78,4.14,202403.00,5.34,156.18,123.13,75.61,8.39,152.09,119.80,1.24,121.04,14.05,106.99,30.41,76.58,24.46,52.11,0.00,52.11,78.77,34.26,90.12,5.78,3850.37
Nirman Agri,,NIRMAN,Miscellaneous,232.00,20.46,3.34,,,121.39,159.35,3.62,0.00,3.62,0.18,3.44,0.01,3.43,0.10,0.00,3.34,20.77,17.69,16.32,5.96,5.60,2.38,2.06,12.95,11.04,2.11,1.81,158.49,202403.00,,,,,,18.89,3.21,0.00,3.21,0.05,3.16,0.01,3.15,0.01,3.14,0.00,3.14,16.99,16.62,5.96,5.27,138.31
Nirmitee Robotic,543194,,Miscellaneous,123.10,3.60,,,,11.90,-253.97,-0.36,,,,,,,,,-0.68,,,,,-1.89,,,,,,,-147.87,202403.00,,,,,,2.42,-0.09,,,,,,,,,,-0.29,,,,-0.81,44.33
Nitco,532722,NITCO,Trading,79.86,71.78,-53.41,-32.14,-29.51,-15.24,-20.36,-21.59,0.76,-20.83,7.25,-28.08,25.38,-53.46,-0.06,0.00,-53.41,6.91,-30.08,-74.41,71.86,-7.65,-2.17,-4.96,80.53,92.43,-31.65,-32.77,-14.87,202403.00,-11.61,81.70,-9.05,-41.81,-5.82,80.49,-14.14,0.56,-13.58,7.34,-20.92,24.23,-45.15,0.00,-43.62,0.00,-45.15,-17.57,-56.09,71.86,-6.07,573.87
Nitin Castings,508875,,Castings & Forgings,859.95,39.15,4.15,30.94,501.45,11.52,186.09,5.08,-1.63,5.82,0.47,5.35,0.09,2.89,0.57,-2.37,2.31,21.99,12.98,10.60,2.57,4.49,3.69,3.64,40.12,35.77,3.19,3.63,58.45,202403.00,12.91,40.39,4.14,3.58,6.95,33.71,2.95,1.38,4.33,0.43,3.90,0.04,3.86,0.86,3.00,0.00,3.00,8.75,8.90,2.57,5.84,442.13
Nitin Spinners,532698,NITINSPIN,Textiles - Cotton/Blended,360.95,800.71,39.17,22.28,1.63,20.86,-19.87,116.24,0.62,116.86,36.25,80.61,27.83,52.78,13.60,0.00,39.17,27.27,14.52,4.89,56.22,6.97,81.98,76.10,737.40,617.12,31.70,28.90,26.93,202403.00,25.26,772.99,98.32,39.08,6.95,750.42,102.73,0.30,103.03,34.78,68.25,25.16,43.09,11.34,31.75,0.00,31.75,13.69,4.23,56.22,5.65,2029.26
Nitiraj Engineer,,NITIRAJ,Electronics - Components,252.45,52.58,7.42,362.45,4464.71,117.97,,10.26,0.50,10.76,0.83,9.93,0.02,9.91,2.49,0.00,7.42,36.95,19.51,14.11,10.25,7.24,2.76,1.80,15.91,11.71,1.61,0.87,419.49,202403.00,212.10,36.55,6.13,4.44,4.33,20.25,3.57,0.17,3.74,0.87,2.87,0.01,2.86,0.72,2.14,0.00,2.14,17.63,10.57,10.25,2.09,258.79
Nitta Gelatin,506532,,Chemicals,825.00,130.40,13.43,-10.45,-17.00,-5.77,20.99,20.12,5.16,25.28,3.82,21.46,1.55,19.91,6.48,0.00,13.43,53.65,15.43,10.30,9.08,15.36,31.36,38.77,139.77,128.29,22.02,28.15,8.08,202403.00,-5.69,120.99,30.80,25.73,28.34,134.27,32.49,0.26,32.75,3.85,28.90,0.24,28.66,8.14,19.88,0.00,20.52,24.20,15.28,9.08,21.90,749.08
Nivaka Fashions,542206,,Trading,4.30,0.85,0.91,-24.11,355.00,-45.15,-1400.00,0.85,0.00,0.85,0.00,0.85,0.00,0.85,-0.06,0.00,0.91,100.00,100.00,107.06,10.27,0.09,0.29,0.00,0.86,0.39,0.15,-0.09,406.25,202403.00,-26.16,0.29,-0.01,-0.06,-0.01,0.15,-0.22,0.00,-0.22,0.03,-0.25,0.05,-0.30,0.00,-0.31,0.00,-0.31,-146.67,-206.67,,-0.03,44.16
Niyogin Fintech,538772,,Finance & Investments,68.68,50.18,-2.12,48.77,15.20,78.72,4.93,-0.22,1.10,0.88,2.17,-1.29,1.67,-2.96,0.84,0.00,-3.81,92.55,-0.44,-7.59,95.14,-0.22,-8.42,-5.14,47.13,44.86,-9.80,-6.64,44.01,202403.00,83.47,82.30,-7.68,-12.77,-0.75,53.60,-1.79,0.17,-1.62,2.07,-3.69,1.13,-4.82,-0.23,-3.12,0.00,-4.59,-3.34,-8.56,94.45,-0.33,653.46
NLC India,513683,NLCINDIA,Power Generation And Supply,237.90,3540.61,113.94,-31.04,-86.36,-19.59,-18.48,333.02,493.93,826.95,462.35,364.60,199.18,165.42,51.65,0.00,113.94,93.42,9.41,3.22,1386.64,0.82,834.56,1193.81,2977.53,3316.49,1085.93,413.57,-38.12,202403.00,-18.83,2692.09,780.76,201.63,1.45,3164.40,904.65,148.87,1053.52,446.11,607.41,205.37,402.04,147.97,250.42,0.00,254.10,28.59,8.03,1386.64,1.81,32988.07
NMDC,526371,NMDC,Mining / Minerals / Metals,249.65,6489.31,1427.96,10.90,0.97,20.61,23.45,2101.71,388.95,2520.77,110.64,2410.13,21.40,2358.62,943.00,-30.11,1409.78,105.74,32.39,22.00,293.07,4.82,1190.43,1993.52,4013.98,5394.66,1025.99,1653.38,20.47,202403.00,22.07,6585.11,2304.86,2161.20,7.37,5409.90,2007.17,83.91,2343.74,82.00,2261.74,32.05,1977.03,507.30,1669.65,-252.66,1481.72,37.10,30.86,293.07,5.06,73162.55
