Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Jetmall Spices,543286,,Trading,13.20,6.04,-4.80,65.82,49.32,,-7.61,700.76,200.00,33.93,9.76,6.04,,120.67,0.24,0.00,9.74,-16.98,0.00,1.06,0.00,2.95,0.51,0.01,47.48,52.52,,0.47,1.07,0.00,4.95,11.31,1.49,160.18,15.30,11.30,3.90,27.28,7.91
JFL Life,,JFLLIFE,Pharmaceuticals - Indian - Formulations,42.90,1.01,-23.87,10.40,2.16,5.59,0.23,59.85,76.34,31.95,35.58,1.01,5.59,11.39,-0.13,1.72,40.33,-5.01,0.16,1.52,0.00,47.72,-11.93,0.00,34.34,23.39,19.00,0.77,-18.15,0.00,46.80,5.64,16.78,18.82,25.33,5.64,3.89,,47.18
Jhandewala Foods,540850,,Food - Processing - Indian,129.95,5.04,11.43,22.95,0.47,5.00,1.10,-2.61,7653.33,56.24,-5.36,5.04,5.00,24.52,0.15,0.61,8.70,196.86,-2.78,-0.61,0.00,,-10.93,0.00,66.84,31.96,1791.56,0.68,0.97,0.00,,5.91,32.03,,-0.67,5.89,11.50,-7.36,133.33
Jhaveri Credits,531550,,Finance & Investments,355.10,12.18,-355.10,88.79,62.18,87.33,4.88,319.89,-66.98,248.23,85.36,12.18,87.33,93.19,0.23,0.58,85.16,-1.90,0.01,0.57,0.00,130.46,23.48,0.12,61.00,32.66,314.21,0.67,-37.10,0.00,61.88,-40.56,7.27,739.25,93.12,-40.49,8.73,911.69,319.09
JHS Sven.Lab.,532771,JHS,Personal Care - Indian,21.00,2.33,-16.18,47.16,1.87,-6.46,,34.29,-7600.00,51.47,169.89,2.33,-6.46,-53.67,0.14,-1.26,115.52,-5.67,0.04,1.28,0.00,,1.95,0.15,22.82,46.84,35.22,0.53,2.85,0.00,,-18.17,-0.67,,3.10,-18.17,3.00,-219.51,164.63
JHS Svend.Retail,544197,RETAIL,Trading,43.73,15.20,,418.29,4.96,-2.27,,198.93,,,,15.20,-2.27,-20.77,,-0.81,4.62,,,,0.00,,,,100.00,0.00,24.94,1.00,,0.00,,-21.53,0.00,,5.72,-21.54,,,28.43
Jigar Cables,540651,,Cables - Power,50.10,0.83,-94.78,17.96,3.58,5.14,1.91,48.19,88.89,59.78,19.20,0.83,5.14,21.95,-0.11,4.70,23.68,-1.74,0.37,1.49,0.00,17.97,-18.56,0.02,39.56,33.20,48.22,0.67,16.98,0.00,30.14,-36.53,7.24,62.00,29.36,-36.70,6.17,,35.23
Jindal Capital,530405,,Finance & Investments,35.34,8.75,19.47,16.46,3.29,5.97,0.33,515.12,-135.29,31.11,9.99,8.75,5.97,16.55,-0.07,5.06,15.05,11.19,0.45,1.27,0.00,11.70,-16.29,0.04,57.84,26.34,96.33,0.74,3.64,0.00,19.62,13.75,9.41,73.32,20.82,13.77,5.39,-424.50,25.47
Jindal Drilling,511034,JINDRILL,Oil Drilling / Allied Services,631.50,2.97,-1442.01,12.21,1.65,7.92,-7.29,70.56,-146.96,8.12,1362.21,2.97,7.92,19.86,0.27,5.75,986.36,-0.08,0.22,1.45,2.83,504.70,-10.14,0.06,51.20,30.98,89.07,0.69,1.96,2.83,432.04,-41.45,7.73,48.67,150.12,-41.42,3.02,-122.01,1830.09
Jindal Hotels,507981,,Hotels,127.95,2.07,32.57,12.09,1.00,1.35,3.78,9.78,95.08,1.11,21.28,2.07,1.35,20.46,-0.32,22.39,72.76,3.59,2.60,3.96,0.00,28.88,-61.53,0.01,86.23,9.89,219.95,0.90,0.91,0.00,48.43,8.80,6.67,157.12,6.03,8.80,2.98,37.63,89.57
Jindal Leasefin,539947,,Finance & Investments,48.99,1474.00,-91.86,-80.00,0.66,,,-1100.00,-350.00,,8.27,1474.00,,-80.00,0.63,-2.88,-0.11,-1.92,0.06,1.07,0.00,,-3.12,0.00,59.95,22.24,74.84,0.78,6.41,0.00,,-69.99,-0.87,,-0.37,-70.19,3.67,-163.78,14.74
Jindal Photo,532624,JINDALPHOT,Finance & Investments,879.00,44.43,-2172.89,3.54,2.68,60.01,0.03,161.23,6.77,4313.95,2260.58,44.43,60.01,3.54,2.46,0.21,36.46,-0.02,0.02,0.98,0.00,10958.97,-6.04,0.00,86.16,9.29,175.89,0.91,-195.00,0.00,3568.10,-2382.55,28.52,1.34,31.78,-2373.37,2.38,9.38,901.88
Jindal Poly Film,500227,JINDALPOLY,Textiles - Products,696.50,0.78,-9.33,15.55,3.19,1.53,2.33,147.26,2.83,9.43,4257.13,0.78,1.53,28.26,0.17,62.50,9469.54,-3.47,1.19,2.39,33.68,569.48,-162.02,0.03,84.17,6.26,55.05,0.94,0.78,33.68,597.49,22.95,17.34,30.28,1319.78,22.94,2.09,-161.53,3049.72
Jindal Poly Inve,536773,JPOLYINVST,Finance & Investments,895.20,26.10,1.59,3.23,0.07,200.89,0.09,-4.99,-2.53,85.22,2652.38,26.10,200.89,3.23,4.05,0.09,-1.80,23.30,0.01,0.97,0.00,2382.38,-2.86,0.00,85.70,7.68,99.38,0.92,0.21,0.00,3995.38,-1305.50,24.51,1.12,-1.71,-1306.71,2.29,9.55,940.83
Jindal Saw,500378,JINDALSAW,Steel - Large,545.50,0.83,18.42,6.38,1.24,4.15,0.41,26.06,-6.26,-4.08,10093.33,0.83,4.15,7.61,0.00,3.60,14947.62,6.92,0.98,1.91,7.63,799.73,-51.75,0.03,84.59,8.79,112.22,0.91,0.93,7.63,610.24,6.73,13.70,18.78,170.81,6.73,3.83,36.31,17442.59
Jindal Stain.,532508,JSL,Steel - Large,814.30,1.74,41.18,14.44,1.47,7.30,0.32,15.92,-27.57,3.58,14357.90,1.74,7.30,17.57,0.06,2.25,20505.17,8.96,0.46,2.02,9.10,445.17,-6.88,0.02,94.77,3.17,146.42,0.97,2.34,9.10,359.54,13.92,29.10,119.09,74.55,13.92,6.06,133.62,67052.29
Jindal Steel,532286,JINDALSTEL,Steel - Sponge Iron,1052.20,2.15,27.69,11.57,1.11,5.82,0.29,15.17,-51.58,15.26,44316.01,2.15,5.82,15.90,0.18,2.77,65586.19,6.84,0.58,1.67,3.38,598.21,-20.05,0.04,91.32,4.09,81.41,0.96,0.86,3.38,754.34,17.86,17.19,43.99,74.41,17.86,4.04,114.98,107333.71
Jindal Worldwide,531543,JINDWORLD,Textiles - Products,344.70,3.81,-546.92,40.40,1.66,3.08,4.45,66.58,33.95,31.07,719.07,3.81,3.08,49.32,-0.05,11.67,1586.31,-0.82,1.68,2.38,5.30,42.15,-13.11,0.04,44.73,21.62,28.74,0.78,8.85,5.30,55.17,1425.00,14.89,877.06,60.24,1425.14,9.09,245.37,6911.94
Jio Financial,543940,JIOFIN,Finance & Investments,354.25,121.40,,107.72,98.41,191.45,,592.21,5.72,1.09,139147.66,121.40,191.45,108.90,,0.00,11153.92,,0.00,0.93,0.00,235.19,4.87,0.04,78.92,10.25,74.68,0.90,,0.00,111.56,-332.17,1.55,227.24,17.28,-332.17,3.98,724.54,225065.11
JITF Infra Logis,540311,JITFINFRA,Miscellaneous,855.85,0.67,-17.95,9.37,1.54,1.41,3.95,33.82,33.82,3.85,-555.49,0.67,1.41,11.11,-1.08,34.37,3075.38,-4.36,-11.00,-6.85,0.00,,-262.30,0.12,77.19,13.55,112.90,0.86,1.43,0.00,,8.95,10.54,,432.13,8.95,2.07,109.61,2199.86
Jiwanram Sheo,,JIWANRAM,Textiles - Products,14.80,0.85,-11.52,16.76,3.57,2.11,0.82,195.33,53.62,44.74,55.57,0.85,2.11,19.39,-1.50,26.95,110.37,-3.15,0.86,2.52,0.00,17.74,-146.16,0.02,9.25,50.67,11.70,0.49,-1.07,0.00,20.12,-8.40,4.87,12.14,34.04,-8.42,2.33,,36.63
JK Agri Genetics,536493,,Miscellaneous,445.40,1.39,26.00,-13.00,1.24,-2.64,,44.58,-34.25,55.03,110.03,1.39,-2.64,-10.90,0.43,-1.54,114.50,5.03,0.39,2.89,0.00,,-18.28,0.02,44.95,19.02,23.72,0.81,0.87,0.00,,5.60,-3.02,,143.52,5.64,2.10,-23.63,206.53
JK Lakshmi Cem.,500380,JKLAKSHMI,Cement - North India,888.60,1.54,287.41,10.96,0.90,5.81,0.28,4.07,7.93,4.58,3186.65,1.54,5.81,14.04,0.10,4.27,5807.66,0.72,0.69,2.23,16.21,541.83,-18.43,0.03,71.66,11.13,46.34,0.89,1.07,16.21,494.29,11.63,16.70,73.38,23.47,11.63,4.08,66.60,10456.16
JK Paper,532162,JKPAPER,Paper,544.60,1.39,10.49,6.16,2.07,7.37,0.38,31.39,17.87,0.73,5069.50,1.39,7.37,7.41,0.23,1.95,8002.29,12.18,0.44,1.80,12.84,617.79,-23.60,0.01,93.19,3.10,77.74,0.97,0.75,12.84,667.74,6.71,21.85,15.11,123.41,6.71,3.87,33.47,9225.65
JK Tyre & Indust,530007,JKTYRE,Tyres,439.95,0.76,19.67,7.22,1.15,3.77,0.43,21.30,-24.40,0.29,4486.71,0.76,3.77,9.09,0.00,5.72,10391.35,6.63,1.13,2.95,14.92,249.02,-37.44,0.05,64.97,20.64,93.17,0.79,0.76,14.92,341.70,7.11,13.16,36.60,122.58,7.11,3.48,61.64,11470.51
JLA Infraville,538765,,Trading,5.21,,-17.52,19.88,19.13,,,,20.00,,7.90,,,22.53,-0.17,0.00,2.78,-2.85,0.00,1.18,0.00,4.06,1.78,0.02,78.76,13.60,140.09,0.86,-1.33,0.00,6.81,-67.73,2.29,13.21,4.18,-67.60,2.51,,3.38
JM Financial,523405,JMFINANCIL,Finance & Investments,89.00,1.79,-10.35,6.85,4.05,1.77,-3.67,140.99,-309.12,2.00,8490.50,1.79,1.77,6.98,-0.58,527.73,7288.13,-3.02,1.93,3.47,46.63,62.50,-128.33,0.46,43.53,22.58,28.99,0.77,1.83,46.63,92.60,2.34,9.65,129.96,70.24,2.34,1.59,358.10,8504.76
JMD Ventures,511092,,Finance & Investments,13.48,6.22,584.36,12.77,28.82,,0.50,547.52,-203.33,-101.64,37.02,6.22,,12.94,0.00,0.00,37.50,0.19,0.06,1.03,0.00,30.48,-5.09,0.01,9.87,70.34,35.07,0.30,119.69,0.00,14.46,-155.83,5.49,19.27,11.84,-155.60,4.39,-40.52,38.90
JMJ Fintech,538834,,Finance & Investments,20.49,3.41,-8.02,5.25,23.93,5.54,0.19,328.95,-55.34,43.46,15.57,3.41,5.54,5.45,-0.19,0.14,25.12,-20.09,0.02,1.39,0.00,13.17,-1.02,0.03,41.59,36.48,69.20,0.64,-1.39,0.00,22.08,-3.04,10.88,19.45,19.79,-3.04,4.19,55.24,25.41
JNK,544167,JNKINDIA,Engineering,824.95,9.55,2946.50,44.26,1.50,9.91,,44.10,-44.31,89.40,195.36,9.55,9.91,46.77,,1.05,238.56,0.73,,2.22,2.32,,-0.80,0.01,79.18,8.06,49.99,0.92,,2.32,,-455.48,58.34,,38.09,-455.66,16.44,275.58,4588.46
Jocil,,JOCIL,Chemicals,205.50,0.24,17.49,17.81,3.48,9.03,-9.25,22.14,153.48,5.77,210.58,0.24,9.03,54.26,0.52,3.27,208.35,4.93,0.04,1.26,76.99,123.43,9.96,0.09,42.51,22.00,26.34,0.78,1.20,76.99,101.94,10.76,4.28,90.72,187.34,10.74,5.56,107.98,182.48
John Cockerill,500147,,Engineering,5950.10,3.61,515.42,72.51,1.13,12.04,5.06,9.24,-64.92,-42.08,211.39,3.61,12.04,83.69,0.03,0.07,128.93,2.88,1.04,2.76,15.98,1618.21,-2.99,0.03,87.89,7.65,150.64,0.92,-15.90,15.98,701.97,170.90,2.50,1617.54,153.51,172.30,7.27,811.98,2939.38
Johnson Con. Hit,523398,JCHAC,Air-conditioners,2035.10,2.88,398.43,623.96,1.20,-3.34,,10.84,280.04,157.65,582.97,2.88,-3.34,-99.24,0.07,-0.64,588.79,1.87,0.15,2.96,0.00,,-0.31,0.01,95.65,2.39,116.97,0.98,3.51,0.00,,21.76,-4.37,,76.49,21.75,7.03,110.36,5533.39
Johnson Pharma,532154,,Trading,1.00,,37.08,-284.75,12.63,,,,,,56.75,,,-284.75,0.84,-9.75,13.14,2.52,0.03,1.05,0.00,,-3.55,0.00,59.14,27.54,122.22,0.72,4.88,0.00,,-1100.00,0.08,,0.24,-1100.00,3.05,,55.00
Joindre Capital,531861,,Finance & Investments,51.00,1.70,-38.46,-2.09,1.72,25.12,-4.94,150.23,-319.89,23.71,72.35,1.70,25.12,-2.20,1.62,30.18,63.92,-2.24,0.62,1.97,564.90,31.37,89.97,1.27,51.60,28.57,74.36,0.71,1.62,564.90,20.41,5.49,10.55,45.50,45.19,5.51,2.10,37.54,70.58
Jointeca Educati,534659,,Computers - Software - Medium / Small,13.24,132.70,-165.50,-95.93,0.17,,,-400.00,-61.54,50.00,6.81,132.70,,-15.64,-0.09,-1.11,7.49,-0.90,0.17,1.22,0.00,,-8.44,0.00,79.81,9.99,78.20,0.90,-48.25,0.00,,-264.80,-10.02,,-0.40,-265.40,3.10,,13.27
Jonjua Overseas,542446,,Computers - Software - Medium / Small,11.32,2.27,-33.54,3.17,2.08,,0.09,112.66,-10.94,198.99,8.76,2.27,,3.79,0.78,0.07,9.14,-2.07,0.01,1.22,0.00,31.58,17.59,0.19,23.95,47.23,39.24,0.53,0.55,0.00,20.79,2.90,9.97,6.74,5.63,2.92,2.86,,8.98
Josts Engg. Co.,505750,,Engineering,981.55,2.56,1023.32,26.65,1.48,9.30,1.75,22.23,-4.20,33.28,57.99,2.56,9.30,32.10,0.03,1.72,72.55,0.77,0.45,1.89,0.00,274.87,-4.56,0.01,79.47,13.96,168.81,0.86,4.96,0.00,232.45,249.20,22.72,401.65,85.02,248.65,9.13,150.44,479.90
JP Associates,532532,JPASSOCIAT,Construction,10.35,0.39,4.70,20.68,1.71,0.43,,191.61,9.42,15.86,-2594.33,0.39,0.43,38.72,-4.30,-11.51,17480.70,3.87,-9.21,-14.24,0.00,,-905.32,0.28,14.49,61.91,38.00,0.38,0.26,0.00,,2.17,1.61,,51.27,2.17,0.65,-22.43,2540.53
JP Power Ven.,532627,JPPOWER,Power Generation And Supply,19.91,2.02,13.13,6.45,1.82,4.81,0.25,30.85,240.64,-30.84,11467.63,2.02,4.81,7.84,0.04,4.15,15332.41,6.72,0.49,1.51,0.00,25.13,-34.39,0.04,77.40,17.04,237.46,0.83,1.01,0.00,23.69,7.08,8.24,11.71,3.04,7.08,3.14,15.31,13645.23
JPT Securities,530985,,Finance & Investments,8.28,5.93,-4.38,-3.91,0.28,,,-533.33,-3200.00,-9.09,3.53,5.93,,-3.85,-0.44,-0.74,-2.21,-13.12,0.16,2.10,0.00,,-16.06,0.06,52.46,21.14,42.02,0.79,-0.63,0.00,,-31.05,-6.52,,-7.47,-31.13,0.58,-3.77,2.49
JSL Industries,504080,,Electric Equipment,2146.00,4.91,-62.56,25.76,3.25,21.98,0.50,50.46,668.97,-12.40,39.51,4.91,21.98,29.01,-0.01,0.54,42.22,-9.96,0.08,1.31,0.00,499.38,-1.23,0.00,97.58,2.00,462.81,0.98,-11.17,0.00,630.38,-125.01,17.40,260.94,215.92,-122.29,10.25,152.67,251.91
JSW Energy,533148,JSWENERGY,Power Generation And Supply,746.10,11.35,-118.83,27.33,1.04,2.02,3.97,34.10,48.67,8.38,20831.74,11.35,2.02,38.11,-0.07,18.31,43147.60,-2.28,1.56,2.55,19.05,160.49,-23.34,0.03,99.09,0.58,172.25,0.99,3.06,19.05,172.77,20.92,9.31,464.21,22.41,20.92,4.63,377.68,130401.01
JSW Holdings,532642,JSWHL,Finance & Investments,7325.55,47.96,44.87,51.60,5.26,,5.66,12.73,-4.09,-1.10,25434.79,47.96,,51.60,3.52,0.00,21.59,0.81,0.00,1.01,0.00,7843.26,-0.04,0.00,85.79,6.38,69.96,0.94,4.55,0.00,8500.55,70.71,1.28,16.72,19.45,70.71,1.69,244.26,8131.35
JSW Infrast,543994,JSWINFRA,Miscellaneous,346.75,19.35,58.22,32.89,7.40,5.41,1.80,127.17,29.78,16.62,8026.36,19.35,5.41,40.88,0.05,4.10,12674.81,11.56,0.60,1.44,9.76,141.49,-0.97,0.04,98.75,0.74,144.62,0.99,4.82,9.76,68.80,40.38,14.80,568.98,22.79,40.38,10.35,221.28,72817.55
JSW Steel,500228,JSWSTEEL,Steel - Large,942.95,1.32,32.44,10.53,0.98,2.58,11.84,9.74,-46.04,10.32,77669.00,1.32,2.58,14.65,-0.05,9.81,159176.00,4.50,1.19,2.82,0.00,533.74,-34.67,0.07,96.89,0.74,30.42,0.99,0.99,0.00,507.45,19.09,16.70,81.78,69.67,19.09,3.25,177.52,230594.09
JTEKT India,520057,JTEKTINDIA,Auto Ancillaries,213.90,2.42,-372.14,24.18,1.65,23.72,6.54,13.21,44.42,14.51,821.68,2.42,23.72,37.74,0.05,1.08,892.88,-1.75,0.22,1.40,0.00,46.39,-1.95,0.01,92.28,3.32,69.69,0.97,4.02,0.00,55.28,31.54,13.79,354.90,11.67,31.53,10.15,158.57,5439.06
JTL Industries,534600,JTLIND,Steel - Medium / Small,219.95,1.85,-81.09,22.97,10.27,30.39,0.66,30.38,-3.58,-17.88,774.31,1.85,30.39,23.79,0.02,0.18,731.51,-7.42,0.06,0.91,3.93,227.29,1.77,0.02,47.75,20.88,31.79,0.79,-55.41,3.93,81.66,-159.97,33.51,163.48,36.15,-159.96,12.35,129.62,3771.94
Jubilant Food.,533155,JUBLFOOD,Hotels,570.50,6.66,137.09,34.70,0.60,2.10,-36.52,-2.85,216.92,14.13,2170.64,6.66,2.10,69.09,-0.03,10.49,6140.37,4.98,1.99,3.11,19.83,84.76,-11.04,0.01,90.10,2.80,35.56,0.97,3.39,19.83,66.93,37.28,16.11,2493.44,-2.44,37.28,8.70,741.61,37644.19
Jubilant Inds.,533320,JUBLINDS,Chemicals,1658.55,1.99,126.74,24.27,1.22,4.79,0.58,18.51,195.78,2.67,234.27,1.99,4.79,28.15,0.00,5.76,408.04,4.99,1.10,3.04,0.00,421.41,-9.73,0.00,90.06,7.19,235.64,0.93,4.36,0.00,255.61,33.00,28.34,502.17,153.62,32.93,8.29,218.06,2498.95
Jubilant Ingrev.,543271,JUBLINGREA,Chemicals,522.10,2.01,340.40,19.67,1.38,6.08,,19.44,-24.14,11.18,2737.47,2.01,6.08,28.03,0.03,4.05,3674.18,0.75,0.40,1.64,43.20,175.96,-12.20,0.01,67.36,10.25,30.85,0.90,2.28,43.20,210.72,19.34,18.30,139.11,50.48,19.34,4.92,284.31,8316.04
Jubilant Pharmo,530019,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs,734.35,1.75,185.46,14.50,1.92,2.25,-6.51,30.47,-193.07,4.86,5433.90,1.75,2.25,23.55,0.08,50.40,9236.60,0.69,0.75,2.07,102.46,123.58,-26.58,0.08,91.09,5.25,130.38,0.95,0.81,102.46,192.73,12.04,6.52,609.22,128.20,12.04,3.25,-12313.93,11698.23
Julien Agro,536073,,Trading,28.52,2.64,4.51,795.43,11.56,,,43.51,-90.48,191.03,41.63,2.64,,795.43,0.64,0.00,9.51,30.08,0.00,1.01,0.00,7.29,1.33,0.01,75.09,16.12,137.67,0.84,-6.04,0.00,3.46,7.55,-2.57,1523.80,4.69,7.54,4.27,2821.50,56.43
Jullundur Motor,,JMA,Auto Ancillaries,105.03,0.57,33.68,7.82,3.04,,1.25,38.19,50.81,12.29,196.96,0.57,,8.06,0.28,0.00,176.02,3.78,0.04,1.35,21.88,120.89,3.95,0.07,52.60,25.35,60.47,0.75,1.81,21.88,133.21,19.39,16.95,14.13,70.90,19.43,4.94,32.07,239.90
Jumbo Bag,516078,,Packaging,39.50,0.32,6.98,8.52,1.22,2.21,3.54,39.57,300.00,4.99,33.60,0.32,2.21,11.81,-0.25,31.54,71.92,6.56,1.40,2.72,0.00,21.36,-135.11,0.08,43.53,37.28,84.58,0.63,0.31,0.00,35.82,2.61,8.80,12.33,49.14,2.60,3.07,55.12,33.07
Juniper Hotels,544129,JUNIPER,Hotels,420.95,11.45,60.91,31.90,0.65,0.86,,30.15,1220.62,3.81,2655.26,11.45,0.86,44.63,-0.03,52.80,3767.85,4.58,0.48,1.37,0.00,65.81,-9.00,0.02,33.75,21.79,16.54,0.78,4.38,0.00,53.59,28.64,4.79,1393.13,11.08,28.64,4.81,200.35,9366.21
Jupiter Info.,534623,,Miscellaneous,36.32,7.58,13.92,2.64,8.30,,0.03,160.00,113.64,128.33,22.88,7.58,,2.73,0.87,0.00,8.79,9.31,0.02,1.30,0.00,89.99,15.58,0.11,45.28,37.36,97.39,0.63,1.89,0.00,52.91,5.73,23.84,10.59,7.68,5.74,4.11,33.69,36.39
Jupiter Life Lin,543980,JLHL,Healthcare,1292.30,9.30,101.88,32.32,4.35,11.92,1.05,32.44,2.15,6.48,1245.26,9.30,11.92,36.75,0.09,0.00,833.84,8.29,0.00,0.90,4.32,498.61,3.45,0.03,47.89,21.87,34.61,0.78,5.44,4.32,314.70,77.22,24.00,379.59,45.03,77.18,12.71,204.17,8473.09
Jupiter Wagons,533272,JWL,Engineering,692.05,7.84,-1292.07,56.03,1.60,11.87,1.07,27.75,24.96,24.23,1621.97,7.84,11.87,59.22,0.01,1.02,1557.60,-1.44,0.24,1.37,3.72,259.39,-0.72,0.01,93.59,4.92,308.65,0.95,63.87,3.72,84.53,-4493.42,22.62,1508.85,24.51,-4493.35,19.45,273.77,28532.78
Just Dial,535648,JUSTDIAL,Miscellaneous,1028.90,8.39,60.28,37.57,0.13,20.31,-28.39,-48.45,25.79,1.97,4023.50,8.39,20.31,46.78,0.57,0.24,-358.70,3.70,0.02,1.14,0.00,459.78,-0.80,0.00,71.52,11.50,48.46,0.88,4.55,0.00,674.05,33.76,2.00,136.80,-59.45,33.77,4.26,178.60,8749.79
Jyothi Infra.,531537,,Construction,25.21,,-19.23,-10.21,0.13,,,,,,-2.61,,,-10.21,-0.77,-1.35,-0.07,-34.20,-1.00,-0.35,0.00,,-64.87,0.00,100.00,0.00,187.79,1.00,-2.08,0.00,,-6.41,-109.57,,-0.47,-6.61,42.30,-6.19,3.90
Jyothy Labs,532926,JYOTHYLAB,Personal Care - Indian,453.50,6.04,53.08,31.00,2.37,102.23,3.35,24.79,-14.05,-2.58,1808.31,6.04,102.23,34.20,0.08,0.14,1821.94,18.14,0.04,1.23,34.79,140.40,0.56,0.01,70.36,18.14,110.98,0.82,4.26,34.79,105.58,36.37,19.77,414.10,18.61,36.37,14.31,213.09,16652.90
Jyoti,504076,,Electric Equipment,93.90,1.24,8.67,31.31,0.91,29.40,0.85,82.24,397.54,49.43,-65.53,1.24,29.40,58.14,-0.64,29.09,181.51,14.01,-4.00,-4.19,0.00,,-106.42,0.12,99.38,0.39,168.29,1.00,0.76,0.00,,9.35,4.74,,62.43,9.35,2.29,38.45,216.86
Jyoti CNC Auto.,544081,JYOTICNC,Engineering,1331.50,22.62,-485.88,98.24,2.47,3.06,1.56,94.71,107.41,19.11,1364.63,22.62,3.06,109.95,0.00,2.01,1647.61,-4.82,0.41,1.35,0.00,120.90,-0.57,0.01,89.05,8.17,261.82,0.92,221.88,0.00,94.63,-627.53,11.99,4451.75,55.74,-627.59,24.85,303.91,30281.42
Jyoti Resins,514448,,Chemicals,1428.70,6.66,288.46,17.68,2.15,1793.00,0.26,45.86,14.17,15.05,166.24,6.66,1793.00,17.89,0.08,0.00,166.23,4.37,0.00,1.45,0.00,1760.49,6.45,0.04,41.34,19.74,20.97,0.80,14.38,0.00,417.55,63.80,61.65,263.68,98.33,63.80,13.58,91.34,1714.44
Jyoti Structures,513250,JYOTISTRUC,Transmisson Line Towers / Equipment,28.30,5.31,-39.41,152.70,6.41,20.34,5.52,443.37,1207.41,131.11,-25.56,5.31,20.34,208.09,-0.83,66.40,2035.54,-3.27,-83.76,-90.49,0.00,,-87.12,0.02,78.28,16.84,269.93,0.83,-5.68,0.00,,-123.09,0.45,,23.62,-123.10,2.87,169.83,2397.98
Jyotirgamya Ent.,539246,,Trading,80.77,,192.18,-1856.00,0.34,,,,,,2.87,,,-1856.00,0.03,0.00,1.33,3.10,0.00,1.34,0.00,,0.11,0.00,100.00,0.00,33.95,1.00,43.72,0.00,,,-0.32,,-2.09,,8.63,-1858.00,18.58
K C P,590066,KCP,Cement - South India,243.85,1.10,130.19,6.39,2.31,8.19,0.91,48.67,-11.79,-19.57,1410.07,1.10,8.19,8.10,0.24,1.71,2336.27,1.11,0.44,1.93,6.84,271.50,9.31,0.25,82.05,11.00,130.05,0.89,2.54,6.84,189.71,29.86,13.41,37.06,107.49,29.86,4.46,56.60,3143.76
K E C Intl.,532714,KEC,Transmisson Line Towers / Equipment,887.20,1.15,710.44,20.93,1.11,1.65,-9.54,26.27,56.65,23.13,4095.70,1.15,1.65,24.52,-0.12,11.49,6874.29,0.42,1.16,4.60,29.66,257.33,-19.57,0.01,83.64,6.92,61.31,0.93,5.84,29.66,219.89,73.31,13.36,366.89,203.50,73.31,3.78,150.31,22808.86
K G Denim,500239,,Textiles - Cotton/Blended,26.31,0.26,2.91,143.58,0.71,-0.50,,32.72,-227.80,-0.09,22.88,0.26,-0.50,-22.07,-2.10,-8.48,224.63,9.65,10.65,17.68,0.00,,-354.28,0.06,19.22,37.21,16.42,0.63,0.24,0.00,,8.05,-1.56,,33.80,8.06,1.15,-6.45,67.45
K K Fincorp,503669,,Finance & Investments,30.84,101.59,148.03,336.80,1.48,,-10.12,94.12,-100.00,-20.00,17.08,101.59,,336.80,1.00,0.00,0.16,0.74,0.00,0.93,0.00,5.11,2.49,0.03,51.63,27.02,65.36,0.73,-53.14,0.00,8.57,-431.76,7.50,290.76,0.29,-431.75,2.99,,17.27
K P R Mill Ltd,532889,KPRMILL,Textiles - Products,911.50,5.14,-1152.61,25.12,2.86,14.65,2.11,47.61,14.19,36.69,4358.23,5.14,14.65,29.49,0.03,1.44,5432.13,-0.51,0.30,1.31,21.22,268.40,-3.65,0.00,94.68,1.79,48.21,0.98,4.27,21.22,259.99,45.96,25.06,284.87,84.42,45.96,11.78,145.86,31156.35
K Z Leasing,511728,,Finance & Investments,32.00,15.95,-6.23,7.86,0.08,4.89,0.09,-29.51,-543.24,-103.70,20.73,15.95,4.89,7.90,-0.93,10.07,20.91,-6.34,0.35,1.37,0.00,64.07,-74.51,0.00,63.58,24.71,134.09,0.75,-1.35,0.00,60.26,-6.96,5.38,3.63,-0.60,-7.05,1.61,-5.93,9.73
K-Lifestyle,514221,,Textiles - Products,0.33,12.50,-89.57,856.45,0.11,,,-5233.33,-25.56,-20.69,-304.38,12.50,,-122.35,-7.89,-5.75,-70.31,-0.75,-1.07,-0.73,0.00,,-966.12,0.01,73.68,13.16,73.68,0.87,-0.26,0.00,,-259.53,-21.98,,-1.38,-259.54,-2.82,-29.86,33.74
K.P. Energy,539686,,Engineering - Turnkey Services,424.90,5.99,6490.27,29.42,1.38,7.12,1.98,25.30,168.90,151.32,185.58,5.99,7.12,32.19,0.00,1.49,294.61,0.20,0.47,2.62,6.29,97.51,-2.24,0.01,77.92,17.32,283.21,0.83,21.50,6.29,74.00,85.52,36.51,740.90,17.94,85.51,9.12,113.80,2833.64
